ALV-5000/E-WIN Data
ALV-5000/EPP-WIN Data
Date :	"4/16/2010"
Time :	"12:05:33 PM"
Samplename : 	""
SampMemo(0) : 	""
SampMemo(1) : 	""
SampMemo(2) : 	""
SampMemo(3) : 	""
SampMemo(4) : 	""
SampMemo(5) : 	""
SampMemo(6) : 	""
SampMemo(7) : 	""
SampMemo(8) : 	""
SampMemo(9) : 	""
Temperature [K] :	     298.16000
Viscosity [cp]  :	       0.89000
Refractive Index:	       1.33200
Wavelength [nm] :	       0.00000
Angle [°]       :	       0.00000
Duration [s]    :	         5
Runs            :	         5
Mode            :	"SINGLE AUTO CH1"
MeanCR0 [kHz]   :	       2.34463
MeanCR1 [kHz]   :	       0.00000

"Correlation (Multi, Averaged)"
"Lag [ms]"	"Average"	" 1,   3.165"	" 2,   2.448"	" 3,   2.210"	" 4,   2.875"	" 5,   2.345"	
       0.72266	       2.05592
       0.74219	       1.90173
       0.76172	       2.21012
       0.78125	       2.31291
       0.80078	       1.74753
       0.82031	       1.69613
       0.83984	       1.79893
       0.85938	       1.79893
       0.87891	       2.62130
       0.89844	       2.56990
       0.91797	       2.56990
       0.93750	       1.85033
       0.95703	       2.26151
       0.97656	       1.85033
       0.99609	       3.18668
       1.01563	       2.00452
       1.03516	       2.21012
       1.05469	       2.05592
       1.07422	       2.05592
       1.09375	       2.72410
       1.11328	       1.54194
       1.13281	       2.05592
       1.15234	       2.05592
       1.17188	       2.62130
       1.19141	       2.36431
       1.21094	       2.26151
       1.23047	       2.62130
       1.25000	       1.85033
       1.26953	       2.92969
       1.28906	       2.21012
       1.30859	       1.95313
       1.32813	       2.41571
       1.34766	       2.51850
       1.36719	       2.92969
       1.38672	       1.90173
       1.40625	       2.72410
       1.42578	       2.98109
       1.44531	       2.92969
       1.46484	       2.10732
       1.48438	       2.62130
       1.50391	       2.62130
       1.52344	       2.82689
       1.54297	       2.36431
       1.56250	       3.08388
       1.58203	       2.98109
       1.60156	       2.62130
       1.62109	       2.62130
       1.64063	       2.51850
       1.66016	       2.10732
       1.67969	       2.62130
       1.69922	       2.26151
       1.71875	       2.56990
       1.73828	       2.31291
       1.75781	       2.98109
       1.77734	       2.77549
       1.79688	       2.00452
       1.81641	       2.56990
       1.83594	       3.80345
       1.85547	       2.72410
       1.87500	       2.36431
       1.89453	       3.80345
       1.91406	       2.98109
       1.93359	       2.67270
       1.95313	       2.15872
       1.97266	       3.13528
       1.99219	       2.82689
       2.01172	       2.87829
       2.03125	       2.41571
       2.05078	       2.62130
       2.07031	       2.67270
       2.08984	       2.98109
       2.10938	       3.03248
       2.12891	       3.13528
       2.14844	       2.82689
       2.16797	       3.64926
       2.18750	       3.85485
       2.20703	       2.67270
       2.22656	       3.59786
       2.24609	       1.95313
       2.26563	       3.08388
       2.28516	       2.92969
       2.30469	       3.34087
       2.32422	       3.54646
       2.34375	       2.87829
       2.36328	       4.11184
       2.38281	       3.18668
       2.40234	       2.36431
       2.42188	       2.77549
       2.44141	       4.11184
       2.46094	       3.28947
       2.48047	       2.51850
       2.50000	       2.36431
       2.51953	       3.08388
       2.53906	       2.51850
       2.55859	       2.36431
       2.57813	       2.36431
       2.59766	       2.36431
       2.61719	       3.28947
       2.63672	       2.98109
       2.65625	       2.62130
       2.67578	       2.56990
       2.69531	       3.28947
       2.71484	       2.31291
       2.73438	       3.18668
       2.75391	       2.46711
       2.77344	       2.36431
       2.79297	       2.67270
       2.81250	       3.49507
       2.83203	       2.87829
       2.85156	       3.44367
       2.87109	       3.23808
       2.89063	       2.92969
       2.91016	       3.08388
       2.92969	       2.77549
       2.94922	       2.46711
       2.96875	       2.62130
       2.98828	       2.62130
       3.00781	       2.92969
       3.02734	       3.18668
       3.04688	       3.23808
       3.06641	       2.46711
       3.08594	       1.69613
       3.10547	       3.59786
       3.12500	       1.23355
       3.14453	       2.46711
       3.16406	       1.85033
       3.18359	       2.62130
       3.20313	       2.31291
       3.22266	       2.62130
       3.24219	       2.51850
       3.26172	       2.92969
       3.28125	       1.95313
       3.30078	       2.46711
       3.32031	       2.51850
       3.33984	       2.00452
       3.35938	       2.21012
       3.37891	       2.82689
       3.39844	       2.98109
       3.41797	       2.62130
       3.43750	       2.62130
       3.45703	       2.77549
       3.47656	       2.36431
       3.49609	       2.36431
       3.51563	       2.36431
       3.53516	       2.41571
       3.55469	       2.62130
       3.57422	       2.72410
       3.59375	       2.51850
       3.61328	       2.00452
       3.63281	       2.15872
       3.65234	       2.21012
       3.67188	       2.51850
       3.69141	       2.10732
       3.71094	       1.54194
       3.73047	       2.10732
       3.75000	       2.77549
       3.76953	       1.85033
       3.78906	       2.21012
       3.80859	       1.59334
       3.82813	       1.54194
       3.84766	       2.10732
       3.86719	       2.72410
       3.88672	       2.46711
       3.90625	       1.38775
       3.92578	       1.54194
       3.94531	       2.26151
       3.96484	       1.64474
       3.98438	       1.95313
       4.00391	       1.79893
       4.02344	       2.36431
       4.04297	       2.15872
       4.06250	       1.95313
       4.08203	       1.43914
       4.10156	       1.64474
       4.12109	       2.46711
       4.14063	       1.64474
       4.16016	       1.59334
       4.17969	       2.67270
       4.19922	       1.54194
       4.21875	       1.79893
       4.23828	       2.87829
       4.25781	       1.85033
       4.27734	       1.13076
       4.29688	       1.59334
       4.31641	       2.21012
       4.33594	       1.74753
       4.35547	       1.33635
       4.37500	       2.05592
       4.39453	       2.05592
       4.41406	       2.67270
       4.43359	       2.15872
       4.45313	       2.00452
       4.47266	       1.95313
       4.49219	       1.69613
       4.51172	       1.95313
       4.53125	       2.31291
       4.55078	       2.05592
       4.57031	       2.00452
       4.58984	       2.10732
       4.60938	       2.00452
       4.62891	       1.79893
       4.64844	       2.15872
       4.66797	       2.46711
       4.68750	       2.15872
       4.70703	       2.46711
       4.72656	       1.18215
       4.74609	       1.38775
       4.76563	       2.00452
       4.78516	       2.05592
       4.80469	       1.07936
       4.82422	       2.00452
       4.84375	       1.23355
       4.86328	       2.10732
       4.88281	       1.74753
       4.90234	       1.64474
       4.92188	       1.54194
       4.94141	       1.38775
       4.96094	       1.85033
       4.98047	       2.00452
