#! temperature [°C], viscosity [Pa*s], density [kg/m³]
# reference: CRC handbook
0.01,	1791.1e-6,	999.84
10, 	1305.9e-6,	999.70
20, 	1001.6e-6,	998.21
25, 	890.02e-6,	997.05
30, 	797.22e-6,	995.65
40, 	652.73e-6,	992.22
50, 	546.52e-6,	988.03
60, 	466.03e-6,	983.20
70, 	403.55e-6,	977.76
80, 	354.05e-6,	971.79
90, 	314.17e-6,	965.31
99.606,	282.75e-6,	958.63
