ALV-5000/E-WIN Data
Date :	"24-Feb-12"
Time :	"19:30:32"
Samplename : 	""
SampMemo(0) : 	""
SampMemo(1) : 	""
SampMemo(2) : 	""
SampMemo(3) : 	""
SampMemo(4) : 	""
SampMemo(5) : 	""
SampMemo(6) : 	""
SampMemo(7) : 	""
SampMemo(8) : 	""
SampMemo(9) : 	""
Temperature [K] :	     298.16000
Viscosity [cp]  :	       0.89000
Refractive Index:	       1.33200
Wavelength [nm] :	     488.00000
Angle [°]       :	      90.00000
Duration [s]    :	        10
Runs            :	         3
Mode            :	"DUAL AUTO CH0"
MeanCR0 [kHz]   :	    2652.99219
MeanCR1 [kHz]   :	       0.00000

"Correlation (Multi, Averaged)"
"Lag [ms]"	"Average(0)"	"Run  1"	"Run  2"	"Run  3"	"Average(1)"	" 1,   0.000"	" 2,   0.000"	" 3,   0.000"	
  1.83398E+002	  2.88789E-004	  2.09975E-004	  2.58315E-004	  3.98076E-004	  4.74740E-004	  3.95703E-004	  4.55223E-004	  5.73293E-004	
  1.96506E+002	  2.83496E-004	  1.96528E-004	  2.65324E-004	  3.88636E-004	  4.82937E-004	  4.01291E-004	  4.78260E-004	  5.69259E-004	
  2.09613E+002	  2.70326E-004	  1.88944E-004	  2.59593E-004	  3.62441E-004	  4.53667E-004	  3.76699E-004	  4.39445E-004	  5.44858E-004	
  2.35827E+002	  2.61817E-004	  1.79914E-004	  2.58736E-004	  3.46801E-004	  4.54408E-004	  3.72267E-004	  4.24135E-004	  5.66822E-004	
  2.62042E+002	  2.59988E-004	  1.76751E-004	  2.49773E-004	  3.53441E-004	  4.66664E-004	  4.00517E-004	  4.17444E-004	  5.82032E-004	
  2.88256E+002	  2.63125E-004	  1.88091E-004	  2.45595E-004	  3.55689E-004	  4.75249E-004	  4.25850E-004	  4.24230E-004	  5.75668E-004	
  3.14470E+002	  2.64198E-004	  1.90298E-004	  2.41819E-004	  3.60479E-004	  4.50584E-004	  4.18372E-004	  3.79843E-004	  5.53536E-004	
  3.40685E+002	  2.61898E-004	  1.78221E-004	  2.48722E-004	  3.58752E-004	  4.43512E-004	  3.76867E-004	  4.03826E-004	  5.49842E-004	
  3.66899E+002	  2.65626E-004	  1.76481E-004	  2.51296E-004	  3.69100E-004	  4.40539E-004	  3.84544E-004	  4.00014E-004	  5.37060E-004	
  3.93114E+002	  2.63357E-004	  1.81691E-004	  2.53698E-004	  3.54682E-004	  4.42822E-004	  3.92064E-004	  4.03640E-004	  5.32761E-004	
  4.19328E+002	  2.41686E-004	  1.60226E-004	  2.61292E-004	  3.03541E-004	  3.77599E-004	  2.99346E-004	  3.76330E-004	  4.57120E-004	
  4.71757E+002	  2.34837E-004	  1.52970E-004	  2.48591E-004	  3.02950E-004	  3.83280E-004	  3.19030E-004	  3.70626E-004	  4.60184E-004	
  5.24186E+002	  2.31339E-004	  1.43475E-004	  2.46844E-004	  3.03699E-004	  3.86461E-004	  2.93269E-004	  3.67084E-004	  4.99029E-004	
  5.76614E+002	  2.24650E-004	  1.43147E-004	  2.27367E-004	  3.03437E-004	  3.87855E-004	  2.88121E-004	  3.63932E-004	  5.11513E-004	
  6.29043E+002	  2.21525E-004	  1.47285E-004	  2.24702E-004	  2.92587E-004	  3.90282E-004	  2.83748E-004	  3.48326E-004	  5.38773E-004	
  6.81472E+002	  2.18386E-004	  1.44930E-004	  2.22969E-004	  2.87259E-004	  3.85474E-004	  2.91831E-004	  3.51037E-004	  5.13555E-004	
  7.33901E+002	  2.07505E-004	  1.25569E-004	  2.10367E-004	  2.86579E-004	  3.80734E-004	  3.04370E-004	  3.35818E-004	  5.02013E-004	
  7.86330E+002	  2.04221E-004	  1.31310E-004	  2.04879E-004	  2.76475E-004	  3.84739E-004	  3.03292E-004	  3.44941E-004	  5.05984E-004	
  8.38758E+002	  1.24568E-004	  9.75678E-005	  1.74006E-004	  1.02130E-004	  2.74004E-004	  1.81383E-004	  2.96264E-004	  3.44364E-004	
  9.43616E+002	  1.30638E-004	  1.03937E-004	  1.74955E-004	  1.13021E-004	  2.85426E-004	  1.87325E-004	  2.98436E-004	  3.70518E-004	
  1.04847E+003	  1.34375E-004	  1.13534E-004	  1.68843E-004	  1.20747E-004	  2.80982E-004	  1.81245E-004	  3.14265E-004	  3.47436E-004	
  1.15333E+003	  1.31378E-004	  1.14063E-004	  1.54189E-004	  1.25882E-004	  3.03671E-004	  2.13147E-004	  3.02158E-004	  3.95707E-004	
  1.25819E+003	  1.28164E-004	  1.18798E-004	  1.45113E-004	  1.20581E-004	  3.20341E-004	  2.32697E-004	  3.16896E-004	  4.11428E-004	
  1.36305E+003	  1.35031E-004	  1.25521E-004	  1.49995E-004	  1.29576E-004	  2.91502E-004	  2.06179E-004	  3.10129E-004	  3.58198E-004	
  1.46790E+003	  1.34879E-004	  1.23282E-004	  1.38908E-004	  1.42446E-004	  3.10887E-004	  2.46475E-004	  2.86304E-004	  3.99880E-004	
  1.57276E+003	  1.36609E-004	  1.24409E-004	  1.34647E-004	  1.50772E-004	  3.22401E-004	  2.42051E-004	  2.84642E-004	  4.40509E-004	
  1.67762E+003	  4.39441E-005	  1.99249E-005	  9.02051E-005	  2.17023E-005	  1.35416E-004	  8.96234E-005	  1.56041E-004	  1.60582E-004	
  1.88733E+003	  3.65082E-005	  2.22214E-005	  8.89507E-005	 -1.64748E-006	  1.30350E-004	  8.00183E-005	  1.70366E-004	  1.40665E-004	
  2.09705E+003	  4.07915E-005	  3.89596E-005	  8.25136E-005	  9.01262E-007	  1.34899E-004	  8.66831E-005	  1.58674E-004	  1.59339E-004	
  2.30676E+003	  4.17584E-005	  3.32705E-005	  8.66745E-005	  5.33001E-006	  1.22131E-004	  7.63812E-005	  1.56379E-004	  1.33633E-004	
  2.51648E+003	  3.40150E-005	  4.80035E-005	  7.56479E-005	 -2.16065E-005	  1.37258E-004	  1.04202E-004	  1.47169E-004	  1.60402E-004	
  2.72620E+003	  4.76294E-005	  6.10529E-005	  6.71576E-005	  1.46779E-005	  1.35861E-004	  1.16076E-004	  1.21783E-004	  1.69723E-004	
  2.93591E+003	  5.20474E-005	  6.49643E-005	  6.62301E-005	  2.49478E-005	  1.35896E-004	  1.52970E-004	  1.05518E-004	  1.49199E-004	
  3.14563E+003	  4.64130E-005	  5.89322E-005	  4.64756E-005	  3.38312E-005	  1.34340E-004	  1.48548E-004	  8.40104E-005	  1.70461E-004	

"Count Rate"
       0.03906	    2745.06592	    2084.16431
       0.07813	    2692.25439	    2098.60718
       0.11719	    2737.71606	    2062.55151
       0.15625	    2767.26978	    2083.44482
       0.19531	    2734.78638	    2094.67529
       0.23438	    2727.71899	    2059.18481
       0.27344	    2757.42700	    2101.56250
       0.31250	    2753.31519	    2156.25000
       0.35156	    2713.86719	    2103.79834
       0.39063	    2720.16357	    2058.18262
       0.42969	    2764.41724	    2101.71680
       0.46875	    2692.84546	    2104.02954
       0.50781	    2712.29956	    2082.93066
       0.54688	    2767.65527	    2106.80518
       0.58594	    2760.76807	    2094.59814
       0.62500	    2736.94507	    2092.07959
       0.66406	    2757.76123	    2078.66479
       0.70313	    2707.67383	    2077.76538
       0.74219	    2721.67969	    2073.42212
       0.78125	    2711.73413	    2092.33667
       0.82031	    2747.68726	    2109.11816
       0.85938	    2716.12866	    2105.52026
       0.89844	    2791.32397	    2078.87036
       0.93750	    2724.53247	    2057.69434
       0.97656	    2749.43481	    2092.18237
       1.01563	    2770.73926	    2119.73169
       1.05469	    2735.55713	    2077.63672
       1.09375	    2763.31226	    2115.00317
       1.13281	    2723.50439	    2104.82642
       1.17188	    2718.13330	    2060.82959
       1.21094	    2673.54541	    2010.15112
       1.25000	    2746.73633	    2069.02759
       1.28906	    2749.82007	    2113.82104
       1.32813	    2715.82031	    2103.64429
       1.36719	    2699.14185	    2096.75684
       1.40625	    2702.17432	    2042.09509
       1.44531	    2754.95996	    2093.87866
       1.48438	    2700.24683	    2053.32544
       1.52344	    2686.88330	    2056.61499
       1.56250	    2649.02856	    2031.40430
       1.60156	    2689.83862	    2065.99512
       1.64063	    2655.94165	    2050.39575
       1.67969	    2644.06885	    2032.43225
       1.71875	    2602.69336	    1984.01526
       1.75781	    2588.79004	    2022.89783
       1.79688	    2595.42041	    1998.68945
       1.83594	    2586.29736	    2005.26831
       1.87500	    2626.33643	    2000.69397
       1.91406	    2624.25488	    2041.09277
       1.95313	    2666.45264	    2059.72461
       1.99219	    2645.40503	    2034.74512
       2.03125	    2655.58179	    2081.69727
       2.07031	    2697.44556	    2109.22095
       2.10938	    2640.59937	    2054.12207
       2.14844	    2658.48584	    2082.36548
       2.18750	    2635.15112	    2058.49097
       2.22656	    2638.74902	    2059.90454
       2.26563	    2642.86084	    2055.35571
       2.30469	    2659.61670	    2093.67285
       2.34375	    2631.99023	    2058.79932
       2.38281	    2646.89575	    2006.01367
       2.42188	    2652.00977	    2029.45117
       2.46094	    2656.73828	    2032.71484
       2.50000	    2655.24780	    2056.15234
       2.53906	    2658.89697	    2038.57422
       2.57813	    2675.83276	    2053.91650
       2.61719	    2645.81616	    2061.98608
       2.65625	    2654.93945	    1993.06128
       2.69531	    2558.10547	    2001.82471
       2.73438	    2611.09692	    2017.68103
       2.77344	    2631.96460	    1972.45068
       2.81250	    2641.31885	    2008.89197
       2.85156	    2608.01294	    2049.85620
       2.89063	    2670.51294	    2067.81982
       2.92969	    2694.00195	    2011.07629
       2.96875	    2671.05273	    2018.96594
       3.00781	    2580.02686	    1974.06970
       3.04688	    2638.74902	    2019.12012
       3.08594	    2623.71509	    2013.26074
       3.12500	    2684.15918	    2049.62476
       3.16406	    2653.88574	    2052.76001
       3.20313	    2649.90234	    2072.08569
       3.24219	    2659.30835	    2005.29407
       3.28125	    2629.26611	    2031.58411
       3.32031	    2623.25244	    1984.73486
       3.35938	    2552.86304	    1982.85876
       3.39844	    2593.67285	    1993.31836
       3.43750	    2595.29199	    2004.75439
       3.47656	    2605.23755	    2058.67090
       3.51563	    2611.45679	    2040.01343
       3.55469	    2619.75757	    2032.71484
       3.59375	    2595.75464	    2037.93176
       3.63281	    2647.38403	    2039.67932
       3.67188	    2666.34985	    2013.67188
       3.71094	    2623.94629	    2026.62427
       3.75000	    2618.70386	    2025.85327
       3.78906	    2621.71069	    2010.92212
       3.82813	    2602.69336	    1996.68494
       3.86719	    2591.23145	    1997.35303
       3.90625	    2609.63208	    1956.08044
       3.94531	    2600.84302	    1960.47498
       3.98438	    2567.66553	    1961.73425
       4.02344	    2596.42285	    1982.26770
       4.06250	    2591.10303	    2014.49426
       4.10156	    2605.26318	    1970.85742
       4.14063	    2618.83228	    2024.56836
       4.17969	    2663.34302	    2002.44141
       4.21875	    2669.12524	    2023.46326
       4.25781	    2660.36182	    1993.26697
       4.29688	    2616.90479	    1975.66309
       4.33594	    2587.53101	    1910.43896
       4.37500	    2625.92529	    2026.44434
       4.41406	    2587.32520	    2031.32715
       4.45313	    2554.73901	    2002.00452
       4.49219	    2573.96191	    2015.18811
       4.53125	    2580.82349	    1966.53992
       4.57031	    2581.97998	    1957.13416
       4.60938	    2551.55225	    1936.93469
       4.64844	    2616.62207	    2000.23132
       4.68750	    2667.09497	    2049.44507
       4.72656	    2561.00952	    2002.69849
       4.76563	    2584.29272	    1971.67969
       4.80469	    2538.44580	    2009.53442
       4.84375	    2546.43823	    1974.99487
       4.88281	    2599.71216	    1983.03870
       4.92188	    2537.93188	    1936.52344
       4.96094	    2512.54126	    1951.30042
       5.00000	    2594.46973	    1984.11804
       5.03906	    2600.53467	    1947.88245
       5.07813	    2549.95898	    1954.41003
       5.11719	    2569.43872	    1960.83472
       5.15625	    2574.88696	    1926.26953
       5.19531	    2549.72754	    1929.53333
       5.23438	    2579.97534	    2025.82751
       5.27344	    2595.13770	    2005.26831
       5.31250	    2558.41382	    1976.69104
       5.35156	    2587.81348	    2031.71265
       5.39063	    2573.67920	    2009.17456
       5.42969	    2552.16895	    1946.18628
       5.46875	    2504.08618	    1939.63306
       5.50781	    2530.91602	    1965.51196
       5.54688	    2522.66650	    1902.36951
       5.58594	    2551.68066	    1907.50928
       5.62500	    2515.54785	    1911.46692
       5.66406	    2506.14209	    1879.29175
       5.70313	    2537.18652	    1959.13867
       5.74219	    2489.46338	    1898.95154
       5.78125	    2524.97949	    1907.79199
       5.82031	    2537.82910	    1896.35596
       5.85938	    2560.52124	    1919.30518
       5.89844	    2556.22949	    1966.38574
       5.93750	    2508.35229	    1894.30005
       5.97656	    2558.87646	    1967.46509
       6.01563	    2576.71167	    1922.59460
       6.05469	    2596.96240	    1961.93982
       6.09375	    2566.40625	    1973.65857
       6.13281	    2571.82886	    2020.79053
       6.17188	    2576.81445	    1947.47131
       6.21094	    2580.25806	    1977.30786
       6.25000	    2594.13550	    1942.61414
       6.28906	    2589.48413	    1940.35266
       6.32813	    2547.92871	    1959.34424
       6.36719	    2583.16211	    1968.67297
       6.40625	    2579.35864	    1932.30884
       6.44531	    2602.17944	    1952.53394
       6.48438	    2573.03662	    1950.65796
       6.52344	    2616.13379	    2000.92517
       6.56250	    2619.08936	    2010.58801
       6.60156	    2632.04150	    1956.05469
       6.64063	    2600.84302	    1977.69336
       6.67969	    2656.12158	    1955.69495
       6.71875	    2620.21997	    1949.75842
       6.75781	    2601.97363	    1907.99756
       6.79688	    2554.25073	    1926.29529
       6.83594	    2586.27173	    1975.14905
       6.87500	    2622.37866	    1976.30554
       6.91406	    2582.15991	    1958.44470
       6.95313	    2560.34131	    1943.30798
       6.99219	    2622.01904	    1953.02222
       7.03125	    2577.86816	    1980.31458
       7.07031	    2566.71460	    1972.47644
       7.10938	    2551.83496	    1932.89990
       7.14844	    2585.91187	    1990.77405
       7.18750	    2574.55298	    1916.01563
       7.22656	    2555.53564	    1941.99744
       7.26563	    2550.78125	    1920.25598
       7.30469	    2568.28223	    1924.31641
       7.34375	    2545.10181	    1941.99744
       7.38281	    2611.66235	    1988.64111
       7.42188	    2594.64941	    1965.15222
       7.46094	    2579.25586	    1962.60803
       7.50000	    2589.99805	    1923.69971
       7.53906	    2549.00806	    1913.57422
       7.57813	    2560.41846	    1902.52368
       7.61719	    2574.09033	    1914.19104
       7.65625	    2599.40381	    1990.08020
       7.69531	    2591.74561	    1975.58594
       7.73438	    2595.00928	    1958.80457
       7.77344	    2621.50488	    1980.46875
       7.81250	    2594.05835	    1920.02478
       7.85156	    2602.48779	    1948.88477
       7.89063	    2599.19824	    1973.78711
       7.92969	    2578.74194	    1941.74036
       7.96875	    2624.46045	    1986.17395
       8.00781	    2628.36670	    1947.21423
       8.04688	    2639.80273	    1999.40894
       8.08594	    2615.74854	    2003.39233
       8.12500	    2620.57983	    2021.40735
       8.16406	    2663.06030	    1995.70837
       8.20313	    2661.44116	    1952.04565
       8.24219	    2612.53613	    1922.28625
       8.28125	    2624.12622	    1954.05017
       8.32031	    2647.28101	    1943.56506
       8.35938	    2630.93652	    1967.92773
       8.39844	    2622.09619	    1982.24207
       8.43750	    2610.73706	    1943.41077
       8.47656	    2649.74829	    1905.14502
       8.51563	    2616.05688	    1913.62561
       8.55469	    2665.68164	    1935.03296
       8.59375	    2694.97852	    1971.14001
       8.63281	    2675.62720	    1994.57751
       8.67188	    2647.58960	    1982.80737
       8.71094	    2645.55933	    1991.21094
       8.75000	    2638.80054	    1940.55823
       8.78906	    2653.03760	    1987.07349
       8.82813	    2613.69238	    1963.86719
       8.86719	    2594.93213	    1941.14929
       8.90625	    2589.81812	    1985.66003
       8.94531	    2584.06152	    1929.35352
       8.98438	    2579.25586	    1915.14197
       9.02344	    2639.10889	    1929.01941
       9.06250	    2571.90601	    1913.34302
       9.10156	    2587.76221	    1929.86743
       9.14063	    2614.59204	    1958.98438
       9.17969	    2602.66772	    1968.51880
       9.21875	    2630.49976	    1972.88757
       9.25781	    2666.29834	    1971.11438
       9.29688	    2588.37891	    1966.89978
       9.33594	    2670.10181	    1939.29895
       9.37500	    2675.13892	    1990.87695
       9.41406	    2610.73706	    1963.01917
       9.45313	    2658.66577	    1999.79443
       9.49219	    2576.40332	    1926.86072
       9.53125	    2607.98730	    1954.20447
       9.57031	    2606.88232	    1919.48499
       9.60938	    2656.66138	    1953.69043
       9.64844	    2635.74219	    1942.53711
