ALV-5000/E-WIN Data
Date :	"06.12.2013"
Time :	"11:21:42"
Samplename : 	""
SampMemo(0) : 	""
SampMemo(1) : 	""
SampMemo(2) : 	""
SampMemo(3) : 	""
SampMemo(4) : 	""
SampMemo(5) : 	""
SampMemo(6) : 	""
SampMemo(7) : 	""
SampMemo(8) : 	""
SampMemo(9) : 	""
Temperature [K] :	     298.16000
Viscosity [cp]  :	       0.89000
Refractive Index:	       1.33200
Wavelength [nm] :	     488.00000
Angle [°]       :	       0.00000
Duration [s]    :	        20
Runs            :	         6
Mode            :	"SINGLE CROSS CH0"
MeanCR0 [kHz]   :	     120.53282
MeanCR1 [kHz]   :	     127.29026

"Correlation (Multi, Averaged)"
"Lag [ms]"	"Average"	" 1, 121.727"	" 2, 121.917"	" 3, 122.189"	" 4, 121.098"	" 5, 122.615"	" 6, 120.533"	
  5.76666E+002	  1.58581E-004	  8.18847E-004	  1.53305E-004	 -5.12015E-005	 -7.37677E-004	  8.99555E-005	  6.78256E-004	
  6.29094E+002	  7.17214E-005	 -5.12893E-005	  5.31649E-004	  1.22803E-004	 -1.26015E-003	  8.54086E-004	  2.33227E-004	
  6.81523E+002	 -2.45355E-004	  2.53531E-004	  2.39168E-004	 -5.90408E-004	 -1.52565E-003	  7.21391E-004	 -5.70161E-004	
  7.33952E+002	 -4.84571E-004	 -1.22134E-003	 -1.61217E-004	 -4.14088E-004	 -8.46744E-004	 -1.13669E-004	 -1.50366E-004	
  7.86381E+002	 -1.96912E-004	 -3.12662E-004	  1.16907E-003	 -5.99494E-004	 -7.39436E-004	 -4.91380E-004	 -2.07570E-004	
  8.38810E+002	  7.38997E-005	 -5.87133E-004	  9.94855E-004	 -5.92798E-005	 -2.80702E-004	  9.83420E-005	  2.77316E-004	
  9.43667E+002	  2.13600E-006	  1.86700E-004	  5.05999E-004	 -2.38366E-004	 -4.80407E-004	  1.68673E-005	  2.20224E-005	
  1.04852E+003	 -2.28139E-004	 -1.83826E-004	 -7.42652E-004	 -1.34638E-004	  7.19962E-005	 -4.04298E-004	  2.45817E-005	
  1.15338E+003	 -7.24637E-005	 -3.92944E-004	  2.25134E-004	 -1.06721E-004	 -1.46893E-004	  6.98745E-004	 -7.12105E-004	
  1.25824E+003	 -1.69727E-004	  1.30200E-004	 -1.56055E-004	 -4.10888E-004	  9.45278E-004	 -5.68731E-004	 -9.58166E-004	
  1.36310E+003	 -4.14771E-005	  3.70612E-004	 -2.39298E-004	  3.66160E-005	 -4.45756E-006	 -4.67814E-004	  5.54782E-005	
  1.46796E+003	 -1.47404E-006	  1.66136E-004	  2.98474E-005	  5.59610E-004	  1.99865E-004	 -5.77756E-004	 -3.86548E-004	
  1.57281E+003	 -8.66875E-005	 -2.85147E-004	  3.28906E-004	  1.77149E-004	 -1.32386E-005	 -4.19170E-004	 -3.08624E-004	
  1.67767E+003	  3.82238E-004	  1.25499E-004	  1.03658E-003	  4.75323E-004	  5.61503E-004	 -4.02444E-004	  4.96964E-004	
  1.88739E+003	 -6.14199E-005	  1.07498E-004	 -1.18900E-004	 -9.43144E-004	  1.24717E-004	  6.44882E-004	 -1.83572E-004	
  2.09710E+003	  1.96459E-005	  2.63904E-004	  6.01940E-004	 -8.33748E-005	 -3.44723E-004	 -1.40849E-004	 -1.79022E-004	
  2.30682E+003	 -6.30634E-005	 -7.33668E-005	  7.42336E-005	 -5.84677E-004	  7.25759E-006	  5.24395E-004	 -3.26223E-004	
  2.51653E+003	 -1.36760E-004	 -5.47700E-004	 -3.27873E-004	 -3.44042E-004	 -2.51028E-004	  7.23359E-004	 -7.32752E-005	
  2.72625E+003	  4.94285E-005	  3.45335E-004	 -2.56354E-004	  2.31004E-006	  1.10083E-004	 -3.62988E-004	  4.58185E-004	
  2.93596E+003	 -4.29507E-005	 -2.60322E-004	  1.08233E-004	  5.22196E-004	 -5.36139E-004	 -1.69490E-004	  7.78183E-005	
  3.14568E+003	 -2.56988E-004	 -5.13576E-004	 -2.34953E-004	 -6.55214E-004	 -3.94912E-004	  4.31069E-004	 -1.74343E-004	
  3.35539E+003	 -2.48760E-004	 -6.31770E-004	  3.34281E-004	 -4.95513E-004	 -6.44108E-004	 -1.13028E-004	  5.75784E-005	
  3.77482E+003	  6.21432E-005	 -6.22372E-004	  1.12459E-003	 -1.44601E-004	  4.23926E-005	  8.20514E-005	 -1.09204E-004	
  4.19425E+003	  1.33286E-004	 -3.29328E-004	 -5.00376E-004	  4.34478E-004	  2.71260E-004	  5.96753E-004	  3.26928E-004	
  4.61368E+003	 -1.65643E-004	 -6.18558E-004	  1.14135E-004	 -3.37626E-004	  1.81888E-004	 -2.13238E-004	 -1.20458E-004	
  5.03311E+003	 -2.45464E-004	 -2.70527E-004	 -7.23481E-005	 -6.87519E-004	  2.37670E-004	 -3.28199E-004	 -3.51864E-004	
  5.45254E+003	  4.11160E-005	  2.46203E-004	  3.90892E-004	  3.89154E-005	 -4.34845E-004	 -1.37224E-004	  1.42754E-004	
  5.87197E+003	  1.83645E-004	  2.02799E-004	 -3.45817E-004	  7.35350E-004	 -4.82228E-005	  4.70804E-004	  8.69561E-005	
  6.29140E+003	  1.15767E-004	 -5.38547E-005	  7.16516E-005	 -3.97561E-004	  7.74086E-004	  5.52824E-007	  2.99730E-004	

"Count Rate"
       0.07813	     118.29256	     132.19572
       0.15625	      99.32669	     139.67413
       0.23438	     106.79225	     127.54420
       0.31250	     107.60177	     110.15882
       0.39063	     108.95097	     151.53424
       0.46875	     115.18298	     122.18596
       0.54688	     130.84653	     129.20180
       0.62500	     117.05901	     128.17383
       0.70313	     122.76419	     130.22975
       0.78125	     135.67795	     137.90091
       0.85938	     112.85722	     104.10670
       0.93750	     137.20703	     127.80119
       1.01563	     118.56240	     126.83749
       1.09375	     114.05222	     119.71886
       1.17188	     141.96135	     133.13374
       1.25000	     141.26749	     123.81785
       1.32813	     139.91827	     145.53351
       1.40625	     107.65317	     112.67732
       1.48438	     138.23500	     147.75648
       1.56250	     125.48828	     118.92219
       1.64063	     122.59715	     128.35373
       1.71875	     134.75278	     139.67413
       1.79688	     101.71670	     121.23510
       1.87500	     122.39156	     129.93422
       1.95313	     120.91386	     127.26151
       2.03125	     118.47245	     132.28568
       2.10938	     138.04225	     146.77992
       2.18750	     127.13302	     120.23283
       2.26563	     126.41345	     133.14659
       2.34375	     123.25247	     124.79441
       2.42188	     115.70981	     123.45806
       2.50000	     118.72945	     136.97574
       2.57813	     118.04842	     138.62048
       2.65625	     120.92671	     131.16777
       2.73438	     121.62058	     135.20251
       2.81250	     123.72791	     129.25319
       2.89063	     120.23283	     121.56918
       2.96875	     142.26974	     130.71803
       3.04688	     102.64186	     119.61606
       3.12500	     129.78001	     132.41417
       3.20313	     129.94707	     123.56086
       3.28125	     104.15810	     116.80202
       3.35938	     126.49055	     140.44511
       3.43750	     112.52313	     116.14669
       3.51563	     121.69768	     116.42938
       3.59375	     128.08388	     131.41191
       3.67188	     120.77251	     132.34991
       3.75000	     114.70755	     121.68483
       3.82813	     133.59633	     142.86082
       3.90625	      98.00319	     111.18678
       3.98438	     121.20940	     128.86771
       4.06250	     110.32587	     123.21392
       4.14063	     107.28053	     123.98489
       4.21875	     122.19881	     141.82001
       4.29688	     116.50648	     122.76419
       4.37500	     123.16252	     121.47924
       4.45313	     110.17167	     127.67270
       4.53125	     124.10054	     116.24949
       4.60938	     122.57145	     128.50792
       4.68750	     126.29781	     132.51697
       4.76563	     137.52827	     144.00443
       4.84375	     114.65615	     138.28639
       4.92188	     101.39546	     108.01295
       5.00000	     141.22893	     156.12151
       5.07813	     127.08163	     117.52159
       5.15625	     120.72112	     107.55037
       5.23438	     119.20487	     119.35907
       5.31250	     117.45734	     106.80510
       5.39063	     134.80418	     144.21002
       5.46875	     110.21022	     111.19963
       5.54688	     128.53362	     133.21083
       5.62500	     132.06723	     123.70220
       5.70313	     107.61462	     113.34550
       5.78125	     115.58131	     129.13754
       5.85938	     136.33327	     123.53516
       5.93750	     141.88426	     148.96434
       6.01563	     106.84365	     123.92065
       6.09375	     121.63343	     121.20940
       6.17188	     121.04236	     121.50494
       6.25000	     129.74147	     112.97286
       6.32813	     132.46556	     134.08461
       6.40625	     124.46033	     127.80119
       6.48438	     130.78229	     134.89412
       6.56250	     118.52385	     130.04987
       6.64063	     112.94717	     131.68175
       6.71875	     107.26768	     120.72112
       6.79688	     122.30161	     134.72708
       6.87500	     113.58964	     115.73551
       6.95313	     119.59036	     111.88065
       7.03125	     130.60239	     135.04832
       7.10938	     128.61072	     136.87296
       7.18750	     125.00000	     135.72934
       7.26563	     121.04236	     109.96608
       7.34375	      98.45292	     111.08398
       7.42188	     110.82700	     129.17609
       7.50000	     126.38775	     133.64772
       7.57813	     138.14505	     145.31508
       7.65625	     126.25925	     122.49435
       7.73438	     120.87531	     124.01059
       7.81250	     126.65759	     130.35825
       7.89063	     102.48767	     116.54503
       7.96875	     117.71433	     124.87151
       8.04688	     117.70148	     122.43010
       8.12500	     128.54646	     109.60629
       8.20313	     114.15502	     131.00072
       8.28125	     114.20642	     118.51100
       8.35938	     129.07330	     137.68246
       8.43750	     109.67054	     121.83903
       8.51563	     133.35219	     144.00443
       8.59375	     100.26470	     114.15502
       8.67188	     128.48222	     128.89340
       8.75000	     108.66828	     109.47780
       8.82813	     119.80880	     121.27364
       8.90625	     120.92671	     122.58430
       8.98438	     119.30767	     116.68637
       9.06250	     128.68781	     127.40286
       9.14063	     123.65080	     124.38322
       9.21875	     137.66962	     131.97728
       9.29688	     125.66817	     148.03917
       9.37500	     119.01213	     120.32278
       9.45313	     114.77180	     127.78835
       9.53125	     125.70673	     132.55551
       9.60938	     119.77026	     130.94933
       9.68750	     111.86781	     141.46022
       9.76563	     105.70004	     109.72194
       9.84375	     126.63189	     131.93874
       9.92188	     127.68555	     143.22061
      10.00000	     106.75370	     108.23140
      10.07813	     110.24877	     108.05151
      10.15625	     115.81261	     131.07782
      10.23438	     117.98417	     129.80573
      10.31250	     147.80788	     156.94388
      10.39063	     106.59951	     129.61298
      10.46875	     106.09838	     115.01594
      10.54688	     125.02570	     124.82011
      10.62500	     121.29935	     134.14885
      10.70313	     117.36739	     131.88734
      10.78125	     124.92290	     137.74672
      10.85938	     109.88898	     127.71125
      10.93750	     106.52242	     120.01440
      11.01563	     116.73777	     127.73695
      11.09375	     103.69552	     112.78012
      11.17188	     130.49959	     120.91386
      11.25000	     121.09375	     117.62439
      11.32813	     129.43309	     126.96598
      11.40625	     120.24569	     112.35609
      11.48438	     105.55870	     141.17754
      11.56250	      97.74620	     116.60928
      11.64063	     103.28434	     112.39464
      11.71875	     121.49209	     122.90553
      11.79688	     124.16479	     122.60999
      11.87500	     112.72872	     128.45653
      11.95313	     128.86771	     128.99620
      12.03125	     117.86853	     124.02344
      12.10938	     134.85558	     133.48068
      12.18750	     135.06117	     157.08522
      12.26563	     119.17918	     122.08317
      12.34375	     142.24405	     144.18431
      12.42188	     127.65985	     134.20026
      12.50000	     138.13220	     136.78300
      12.57813	     112.18904	     133.24939
      12.65625	     134.44440	     129.60013
      12.73438	     110.67281	     117.80428
      12.81250	     115.81261	     134.89412
      12.89063	     112.18904	     123.56086
      12.96875	     116.21094	     121.49209
      13.04688	     121.58203	     135.09972
      13.12500	     121.00381	     151.13589
      13.20313	     133.86617	     131.41191
      13.28125	     122.48150	     133.73767
      13.35938	     104.95477	     118.93504
      13.43750	     116.85342	     129.02190
      13.51563	     132.37563	     130.46104
      13.59375	     118.25401	     121.53064
      13.67188	     101.60105	     107.80737
      13.75000	     128.27663	     134.56004
      13.82813	     125.11565	     150.42918
      13.90625	     119.98869	     139.66129
      13.98438	     119.97585	     117.70148
      14.06250	      96.94953	     108.92527
      14.14063	     132.27283	     135.40811
      14.21875	     124.84581	     115.26008
      14.29688	     121.96752	     134.31590
      14.37500	     120.25854	     119.26913
      14.45313	     118.70374	     147.40955
      14.53125	     111.63651	     108.98952
      14.60938	     119.35907	     130.03700
      14.68750	     109.81189	     120.91386
      14.76563	     138.85178	     143.33624
      14.84375	     118.40820	     130.03700
      14.92188	     109.14371	     127.37716
      15.00000	     118.65234	     113.56394
      15.07813	     127.09447	     137.28413
      15.15625	     113.97513	     123.98489
      15.23438	     112.38179	     130.87222
      15.31250	     108.05151	     122.18596
      15.39063	     103.41283	     113.02426
      15.46875	     102.60331	     120.28423
      15.54688	     121.26080	     116.45508
      15.62500	     126.18216	     126.09221
      15.70313	     112.09910	     112.21474
      15.78125	     124.28043	     137.47687
      15.85938	     121.72338	     146.13744
      15.93750	     120.97811	     138.05510
      16.01563	     106.39392	     119.89875
      16.09375	     137.36124	     138.45343
      16.17188	     113.30695	     126.90173
      16.25000	     130.17836	     136.26903
      16.32813	     121.51778	     115.20868
      16.40625	     124.60167	     137.07854
      16.48438	     124.67876	     115.72266
      16.56250	     122.72564	     129.35599
      16.64063	      96.76964	     103.99106
      16.71875	     140.58646	     123.97205
      16.79688	     119.92445	     118.21546
      16.87500	     151.77838	     159.38528
      16.95313	     113.65389	     117.72718
      17.03125	     120.07864	     139.55850
      17.10938	     119.71886	     127.10732
      17.18750	     138.47914	     148.48891
      17.26563	     132.54266	     136.35896
      17.34375	     123.09827	     120.66972
      17.42188	     122.76419	     135.72934
      17.50000	     132.64546	     132.06723
      17.57813	     126.91458	     134.22595
      17.65625	     129.75432	     132.36278
      17.73438	     116.36514	     113.64104
      17.81250	     124.84581	     130.57669
      17.89063	     111.12254	     101.79379
      17.96875	     102.20498	     105.76429
      18.04688	     152.39516	     139.53279
      18.12500	     112.47173	     116.90482
      18.20313	     125.92517	     128.01964
      18.28125	     116.26234	     137.68246
      18.35938	     110.15882	     126.60619
      18.43750	     102.16643	     120.90101
      18.51563	     110.72420	     134.36729
      18.59375	     109.81189	     114.63046
      18.67188	     110.08173	     117.11040
      18.75000	     102.84745	     120.39988
      18.82813	     121.50494	     123.86925
      18.90625	     119.25627	     100.11051
      18.98438	     130.80798	     127.49281
      19.06250	     127.33862	     141.78146
      19.14063	     137.10423	     124.51172
      19.21875	     109.05376	     114.59190
      19.29688	     124.89721	     133.00525
      19.37500	     131.01357	     141.82001
      19.45313	     120.99096	     139.49425
      19.53125	     117.71433	     129.80573
      19.60938	      99.82782	     126.85033
      19.68750	     134.22595	     135.71649
      19.76563	     110.60856	     123.93349
      19.84375	     129.36884	     132.90245
      19.92188	     127.14587	     140.32947
