ALV-5000/E-WIN Data
Date :	"20-Dec-12"
Time :	"14:11:37"
Samplename : 	""
SampMemo(0) : 	""
SampMemo(1) : 	""
SampMemo(2) : 	""
SampMemo(3) : 	""
SampMemo(4) : 	""
SampMemo(5) : 	""
SampMemo(6) : 	""
SampMemo(7) : 	""
SampMemo(8) : 	""
SampMemo(9) : 	""
Temperature [K] :	     298.16000
Viscosity [cp]  :	       0.89000
Refractive Index:	       1.33200
Wavelength [nm] :	     500.00000
Angle [°]       :	      90.00000
Duration [s]    :	        30
Runs            :	         6
Mode            :	"DUAL CROSS CH0"
MeanCR0 [kHz]   :	      64.63463
MeanCR1 [kHz]   :	      64.63459

"Correlation (Multi, Averaged)"
"Lag [ms]"	"Average(0)"	"Run  1"	"Run  2"	"Run  3"	"Run  4"	"Run  5"	"Run  6"	"Average(1)"	" 1,  65.455"	" 2,  66.652"	" 3,  66.025"	" 4,  66.996"	" 5,  66.167"	" 6,  64.635"	
       2.69531	      12.33508	      60.09615
       2.81250	      12.89848	      71.84222
       2.92969	      14.34966	      64.14240
       3.04688	      11.87411	      51.46587
       3.16406	      13.03506	      58.96082
       3.28125	      14.68258	      64.50946
       3.39844	      17.49959	      68.35938
       3.51563	      15.21184	      68.72644
       3.63281	      13.92284	      65.86675
       3.75000	      10.15830	      65.26067
       3.86719	      19.27516	      67.36062
       3.98438	      13.05213	      59.84006
       4.10156	      16.87643	      59.61811
       4.21875	      16.33010	      64.32166
       4.33594	      15.15208	      55.75113
       4.45313	      13.53871	      53.20729
       4.57031	      15.83500	      68.26547
       4.68750	      14.60576	      70.45933
       4.80469	      15.19477	      65.90943
       4.92188	      10.38024	      65.14116
       5.03906	      11.60948	      59.30227
       5.15625	      17.44837	      62.88755
       5.27344	      15.60451	      73.39584
       5.39063	      18.99346	      70.81786
       5.50781	      13.70090	      62.01684
       5.62500	      13.82894	      72.74708
       5.74219	      13.00091	      57.83401
       5.85938	      17.56788	      73.26780
       5.97656	      15.63012	      58.91813
       6.09375	      20.59830	      68.74352
       6.21094	      12.91555	      64.68873
       6.32813	      12.39483	      63.95460
       6.44531	      15.60451	      71.86783
       6.56250	      16.08255	      51.43172
       6.67969	      11.28510	      56.04991
       6.79688	      13.74358	      54.99993
       6.91406	      12.29239	      58.29498
       7.03125	      13.64114	      69.48618
       7.14844	      12.24971	      57.00598
       7.26563	      12.98384	      56.53648
       7.38281	      11.94240	      60.81321
       7.50000	      13.41066	      62.45219
       7.61719	      13.48749	      74.34338
       7.73438	      12.57410	      91.23689
       7.85156	      13.40213	      66.07162
       7.96875	      13.99967	      74.15558
       8.08594	      12.52288	      58.00474
       8.20313	      23.91895	      72.79829
       8.32031	      15.95450	      63.33998
       8.43750	      16.09962	      62.97292
       8.55469	      11.65217	      70.12640
       8.67188	      11.17413	      60.08762
       8.78906	       9.43271	      53.66825
       8.90625	      11.31071	      65.93504
       9.02344	      12.10459	      65.18384
       9.14063	      14.67405	      62.52902
       9.25781	      12.90701	      69.16180
       9.37500	       7.23885	      60.41200
       9.49219	      14.23015	      56.57916
       9.60938	      16.03987	      63.50217
       9.72656	      12.22410	      57.49255
       9.84375	      14.50332	      73.49828
       9.96094	      14.61429	      65.07287
      10.07813	       9.51807	      58.03035
      10.19531	      13.90577	      57.71450
      10.31250	      12.75336	      65.74724
      10.42969	       7.94737	      47.33426
      10.54688	       9.66319	      58.84984
      10.66406	      10.14123	      55.21334
      10.78125	      14.95575	      67.48013
      10.89844	      12.27532	      67.16428
      11.01563	      18.10567	      68.48742
      11.13281	      10.36317	      68.86302
      11.25000	      16.47522	      72.21782
      11.36719	      15.03257	      75.23116
      11.48438	      12.85580	      66.35332
      11.60156	      11.86558	      63.98875
      11.71875	      15.98865	      70.60445
      11.83594	      14.44356	      76.05066
      11.95313	      15.30574	      57.30476
      12.07031	      12.11313	      71.43247
      12.18750	      18.05445	      69.16180
      12.30469	      13.68383	      69.75080
      12.42188	      14.93867	      75.68359
      12.53906	      13.64114	      67.47159
      12.65625	       9.97903	      62.38390
      12.77344	      11.29364	      58.23522
      12.89063	      15.06672	      67.87280
      13.00781	      14.58015	      71.03980
      13.12500	      16.71424	      60.95833
      13.24219	      19.12150	      64.49239
      13.35938	       9.60343	      64.37288
      13.47656	      14.15333	      67.45451
      13.59375	       9.72294	      58.03035
      13.71094	      10.51683	      55.99869
      13.82813	      10.08147	      52.16585
      13.94531	      12.47166	      60.67663
      14.06250	      17.67885	      63.65583
      14.17969	       8.67297	      70.86053
      14.29688	      10.78999	      61.94855
      14.41406	      13.06921	      56.56209
      14.53125	      12.30947	      59.82299
      14.64844	      13.42773	      63.62168
      14.76563	      17.23496	      76.52869
      14.88281	      18.41298	      68.09475
      15.00000	      12.64239	      72.69585
      15.11719	      12.54849	      60.90711
      15.23438	      20.21416	      68.43620
      15.35156	      14.58868	      63.44242
      15.46875	      21.59706	      73.98486
      15.58594	      14.42649	      62.78511
      15.70313	      19.53979	      65.26067
      15.82031	      14.81063	      62.92170
      15.93750	      17.05570	      66.31064
      16.05469	      14.59722	      56.57063
      16.17188	      17.92641	      60.87296
      16.28906	      13.30822	      69.40081
      16.40625	      19.69344	      75.01775
      16.52344	      12.05338	      65.56798
      16.64063	       9.65465	      57.96206
      16.75781	       9.82538	      65.00458
      16.87500	      15.76670	      57.85108
      16.99219	      14.34113	      55.05968
      17.10938	      16.33864	      69.23862
      17.22656	      13.17164	      74.85556
      17.34375	      18.09714	      68.44474
      17.46094	      15.68134	      78.26158
      17.57813	      11.18266	      57.17671
      17.69531	      20.60683	      78.70547
      17.81250	      16.73985	      66.31064
      17.92969	      10.60219	      59.68641
      18.04688	      13.09482	      61.29978
      18.16406	      11.21681	      66.44723
      18.28125	      15.92889	      71.59467
      18.39844	      14.41795	      73.29340
      18.51563	      11.59241	      76.27261
      18.63281	      14.70819	      79.11522
      18.75000	      10.12415	      68.02646
      18.86719	      12.04484	      67.65086
      18.98438	      10.81560	      52.41341
      19.10156	       9.71441	      53.49753
      19.21875	      15.63866	      69.66544
      19.33594	      13.23993	      66.45576
      19.45313	      13.52163	      62.46073
      19.57031	      13.79480	      62.65707
      19.68750	      15.38257	      72.32026
      19.80469	      19.26662	      94.65998
      19.92188	      11.97655	      68.69229
      20.03906	      10.69609	      56.50233
      20.15625	      16.25328	      61.81197
      20.27344	      13.96553	      68.12889
      20.39063	      16.50937	      67.72768
      20.50781	      11.71192	      59.40471
      20.62500	       9.23637	      60.38639
      20.74219	       8.68150	      52.96827
      20.85938	      11.43022	      64.73141
      20.97656	      13.91431	      58.50838
      21.09375	      13.88016	      65.55090
      21.21094	      15.37403	      57.03159
      21.32813	      16.81668	      53.55728
      21.44531	      11.04608	      57.25354
      21.56250	      11.07169	      57.28768
      21.67969	      11.95948	      55.76820
      21.79688	      12.51434	      57.67182
      21.91406	       9.78270	      55.37553
      22.03125	      11.34486	      49.46835
      22.14844	      10.29488	      65.92651
      22.26563	      14.22162	      67.30940
      22.38281	      14.40088	      64.60336
      22.50000	      11.38754	      67.26672
      22.61719	      10.36317	      52.35365
      22.73438	      11.73753	      64.42410
      22.85156	      15.15208	      76.67381
      22.96875	      13.80334	      62.01684
      23.08594	      15.33135	      64.13387
      23.20313	      10.44000	      68.84595
      23.32031	      13.53871	      60.47175
      23.43750	      13.18018	      78.44084
      23.55469	      14.54600	      71.37272
      23.67188	      12.93262	      50.84271
      23.78906	      11.58387	      71.51784
      23.90625	      12.33508	      60.88150
      24.02344	      11.34486	      64.16801
      24.14063	      16.38986	      70.51054
      24.25781	      13.78626	      64.64605
      24.37500	      19.12150	      81.67613
      24.49219	      11.57534	      60.13030
      24.60938	      20.76903	      67.88987
      24.72656	      11.05462	      56.82672
      24.84375	       9.08271	      67.22404
      24.96094	      10.68755	      65.23505
      25.07813	      17.08131	      64.20216
      25.19531	      12.89848	      57.22793
      25.31250	      12.46312	      50.67198
      25.42969	      14.56307	      66.60941
      25.54688	       9.74002	      57.95352
      25.66406	      13.35944	      62.72536
      25.78125	      17.02155	      60.07908
      25.89844	      11.19974	      60.63395
      26.01563	      16.19352	      69.91299
      26.13281	      11.81436	      58.79008
      26.25000	      17.83251	      71.81661
      26.36719	      14.37527	      66.06309
      26.48438	      16.99594	      79.96032
      26.60156	      20.31660	      70.63859
      26.71875	      16.89351	      62.21318
      26.83594	      16.09962	      71.56905
      26.95313	      15.46793	      64.52654
      27.07031	      16.31303	      70.23738
      27.18750	      13.31676	      64.23630
      27.30469	      16.83375	      71.81661
      27.42188	      16.20206	      64.55215
      27.53906	      11.02047	      61.90587
      27.65625	       9.15100	      61.43637
      27.77344	      11.74607	      67.94109
      27.89063	      10.68755	      71.50930
      28.00781	      10.60219	      71.63734
      28.12500	      15.71549	      71.52637
      28.24219	      15.69841	      67.36916
      28.35938	      13.53871	      59.04618
      28.47656	      10.76438	      59.63519
      28.59375	      15.36549	      67.83012
      28.71094	      12.52288	      56.92062
      28.82813	      16.07401	      63.11803
      28.94531	      10.38878	      49.14397
      29.06250	      14.97282	      61.30832
      29.17969	      12.35215	      60.94979
      29.29688	      11.35339	      64.07411
      29.41406	      12.91555	      54.77798
      29.53125	      19.26662	      66.06309
      29.64844	      15.28867	      63.87777
      29.76563	      11.88265	      69.81910
