ALV-5000/E-WIN Data
Date :	"06.12.2013"
Time :	"12:58:32"
Samplename : 	""
SampMemo(0) : 	""
SampMemo(1) : 	""
SampMemo(2) : 	""
SampMemo(3) : 	""
SampMemo(4) : 	""
SampMemo(5) : 	""
SampMemo(6) : 	""
SampMemo(7) : 	""
SampMemo(8) : 	""
SampMemo(9) : 	""
Temperature [K] :	     298.16000
Viscosity [cp]  :	       0.89000
Refractive Index:	       1.33200
Wavelength [nm] :	     488.00000
Angle [°]       :	       0.00000
Duration [s]    :	        20
Runs            :	         6
Mode            :	"SINGLE CROSS CH0"
MeanCR0 [kHz]   :	     100.35390
MeanCR1 [kHz]   :	      96.75777

"Correlation (Multi, Averaged)"
"Lag [ms]"	"Average"	" 1,  99.876"	" 2,  98.214"	" 3,  99.981"	" 4, 101.263"	" 5, 100.263"	" 6, 100.354"	
  8.38810E+002	 -4.08082E-004	 -1.38287E-003	  6.49459E-005	 -8.58625E-004	 -4.05383E-004	  7.02572E-004	 -5.69134E-004	
  9.43667E+002	  3.06295E-004	 -2.25290E-004	 -4.34753E-004	  3.23669E-005	  1.38845E-003	 -1.51945E-004	  1.22894E-003	
  1.04852E+003	  2.51535E-004	 -3.21865E-004	  1.37666E-003	  4.28300E-004	  3.84557E-004	 -4.71733E-004	  1.13289E-004	
  1.15338E+003	 -1.05803E-004	  1.98897E-004	 -6.16964E-004	  5.48641E-004	  2.54639E-004	 -4.90279E-004	 -5.29750E-004	
  1.25824E+003	  5.11975E-004	  3.01315E-004	  1.11164E-003	 -2.20628E-004	  1.11829E-003	  9.88111E-004	 -2.26873E-004	
  1.36310E+003	 -4.41232E-004	 -3.87138E-004	  1.60951E-004	  2.90440E-005	  2.83721E-004	 -2.10613E-003	 -6.27835E-004	
  1.46796E+003	 -2.19932E-004	  1.01340E-004	 -4.39248E-004	  9.02525E-004	 -9.92801E-004	 -1.23308E-003	  3.41672E-004	
  1.57281E+003	  1.01974E-004	  2.63384E-004	 -9.21013E-006	 -8.63905E-005	  2.63160E-004	 -6.31132E-004	  8.12036E-004	
  1.67767E+003	  9.12731E-005	 -3.86001E-004	  3.05896E-004	  1.83510E-004	  2.14081E-004	  6.47383E-005	  1.65414E-004	
  1.88739E+003	 -2.67233E-004	 -4.39055E-004	  2.00035E-004	  2.58308E-004	 -8.91739E-004	 -3.05665E-004	 -4.25279E-004	
  2.09710E+003	 -2.35205E-004	 -8.00006E-004	  4.79724E-005	 -4.81905E-004	 -5.55331E-004	  6.94428E-004	 -3.16390E-004	
  2.30682E+003	  1.58372E-004	  3.40265E-004	  8.69536E-004	  5.64540E-004	 -6.54078E-004	 -6.55017E-005	 -1.04528E-004	
  2.51653E+003	  3.83466E-004	 -3.42848E-004	  2.20470E-004	  6.35376E-004	  3.93504E-004	  1.10117E-003	  2.93118E-004	
  2.72625E+003	 -2.80146E-004	 -9.30502E-004	 -2.33674E-004	 -1.18153E-003	 -2.75841E-004	  4.76709E-004	  4.63970E-004	
  2.93596E+003	 -1.81733E-004	 -6.85381E-005	 -1.51693E-004	 -5.19148E-004	 -6.35692E-005	  7.02806E-005	 -3.57729E-004	
  3.14568E+003	 -1.93102E-004	 -5.62775E-004	  1.83408E-004	 -6.65688E-004	 -8.35886E-005	 -7.21366E-004	  6.91399E-004	
  3.35539E+003	 -1.12280E-004	  1.54346E-004	  3.07221E-004	 -3.25381E-004	 -4.52140E-004	 -4.05235E-004	  4.75112E-005	
  3.77482E+003	 -2.02830E-004	 -1.44325E-004	  7.45764E-004	 -7.48314E-004	 -6.40631E-004	  3.13108E-004	 -7.42585E-004	
  4.19425E+003	 -4.34963E-005	  1.68976E-004	  3.12463E-004	 -1.01628E-003	  6.50163E-004	  6.05349E-005	 -4.36834E-004	
  4.61368E+003	  5.32034E-005	  4.68889E-004	  2.06609E-004	  1.71506E-004	  1.42093E-004	  3.89893E-005	 -7.08867E-004	
  5.03311E+003	 -3.81780E-005	  1.45904E-004	  2.01399E-004	  1.55467E-004	 -3.67346E-004	  4.17148E-004	 -7.81640E-004	
  5.45254E+003	  5.90219E-005	  1.66460E-004	  6.29144E-004	 -3.32135E-004	  5.41743E-004	  3.77891E-005	 -6.88870E-004	
  5.87197E+003	 -3.82351E-006	 -4.29654E-004	  9.91160E-004	  7.55189E-004	  2.51797E-004	 -1.32953E-003	 -2.61903E-004	
  6.29140E+003	  6.06638E-005	 -5.27572E-004	  4.59564E-004	 -1.06645E-004	 -1.08716E-004	  7.27722E-004	 -8.03707E-005	

"Count Rate"
       0.07813	     103.32288	      90.80746
       0.15625	      92.82484	      85.75761
       0.23438	     103.20724	     103.99106
       0.31250	      97.09087	     107.43473
       0.39063	     101.47256	      89.52251
       0.46875	     111.22533	      90.76891
       0.54688	      94.91930	      95.60033
       0.62500	      88.70015	      90.96166
       0.70313	      88.44315	      92.58070
       0.78125	     109.25935	     102.06364
       0.85938	      86.70847	      94.53382
       0.93750	      95.71598	     105.43021
       1.01563	      89.34262	      95.85732
       1.09375	     108.55264	      85.25648
       1.17188	     111.64937	     103.78547
       1.25000	     101.13847	      85.89896
       1.32813	     109.25935	      89.04708
       1.40625	     110.78845	      95.27909
       1.48438	     101.27982	      90.38343
       1.56250	     106.90790	     106.04698
       1.64063	     105.37881	     104.91622
       1.71875	      88.70015	      85.20508
       1.79688	      98.27303	     102.21783
       1.87500	     114.91314	     100.11051
       1.95313	      93.33882	      92.10526
       2.03125	      97.57915	      87.91633
       2.10938	      90.20354	     103.83687
       2.18750	      95.24055	      98.47862
       2.26563	      89.43257	     105.21176
       2.34375	     104.33800	      95.71598
       2.42188	     107.58892	      97.92609
       2.50000	      84.31847	      89.44542
       2.57813	      96.05006	     108.37274
       2.65625	     103.25864	      88.13477
       2.73438	      88.17332	      88.31466
       2.81250	      87.58224	      77.94511
       2.89063	     105.09612	      97.86185
       2.96875	      92.79914	      91.87398
       3.04688	      89.17558	     100.39320
       3.12500	     106.86935	      94.95786
       3.20313	     113.87233	      92.04102
       3.28125	     108.38559	      98.11884
       3.35938	      84.74250	      89.77950
       3.43750	     108.65543	     106.27827
       3.51563	     110.76275	      94.01984
       3.59375	      95.57463	      79.64124
       3.67188	      94.19974	      86.57998
       3.75000	      99.03115	     111.64937
       3.82813	      88.14762	     102.39772
       3.90625	      98.79986	      74.12881
       3.98438	     105.18607	      91.53989
       4.06250	      89.56107	      93.64721
       4.14063	     107.94871	     107.53752
       4.21875	      93.32597	      84.30562
       4.29688	      94.19974	     110.57001
       4.37500	     112.22759	     100.36750
       4.45313	     111.43092	      98.28588
       4.53125	      79.47420	      85.79616
       4.60938	      99.98201	     103.96536
       4.68750	     115.36288	     123.92065
       4.76563	      82.18545	      91.03876
       4.84375	     105.22461	     108.00011
       4.92188	     106.62521	     103.42568
       5.00000	     100.67589	     101.07422
       5.07813	     120.00155	     111.22533
       5.15625	      80.10383	      85.88610
       5.23438	      95.22770	      98.41438
       5.31250	     107.34478	     111.39237
       5.39063	     102.42342	      96.28136
       5.46875	      95.24055	      90.69182
       5.54688	      89.13703	      96.07576
       5.62500	      88.89289	     102.34632
       5.70313	      94.40533	      82.48099
       5.78125	      96.21711	      95.00925
       5.85938	      97.74620	      99.40379
       5.93750	      90.66612	      88.96999
       6.01563	     101.31836	     102.19213
       6.09375	      84.17712	      94.64947
       6.17188	      90.88456	     103.41283
       6.25000	      99.55798	      94.98356
       6.32813	      90.48623	      86.66992
       6.40625	      79.71834	      80.23232
       6.48438	      94.95786	      92.63210
       6.56250	      92.32371	      89.00854
       6.64063	      83.74023	      87.77498
       6.71875	     103.90112	      98.09314
       6.79688	     119.42332	     101.65245
       6.87500	     106.95930	     102.23067
       6.95313	     106.39392	      89.74096
       7.03125	     116.50648	      97.05232
       7.10938	      90.16499	      79.05016
       7.18750	      96.71824	     101.54965
       7.26563	      68.33368	      96.12716
       7.34375	     104.44080	     101.27982
       7.42188	     109.83759	      93.46732
       7.50000	     126.92743	     114.92599
       7.57813	      91.25719	      93.46732
       7.65625	     103.75977	     108.92527
       7.73438	     100.83008	     100.63734
       7.81250	     119.56466	     107.35763
       7.89063	     118.38251	     103.81116
       7.96875	      95.18915	      86.34869
       8.04688	     100.72729	      97.03947
       8.12500	      80.52786	      88.71300
       8.20313	     110.68565	      95.78023
       8.28125	     124.28043	     106.20117
       8.35938	     113.24271	     106.08553
       8.43750	     108.71968	      94.80367
       8.51563	     118.60095	     108.66828
       8.59375	     101.31836	      83.85588
       8.67188	      90.84602	      92.64494
       8.75000	     113.29411	     102.93740
       8.82813	      93.57011	     111.57227
       8.90625	     118.98643	      99.86637
       8.98438	     101.34406	      94.00700
       9.06250	     116.63497	     105.07042
       9.14063	     113.71814	     100.08481
       9.21875	      98.23448	      98.61996
       9.29688	     114.91314	     111.85496
       9.37500	      95.31764	      96.42270
       9.45313	     102.21783	     103.18154
       9.53125	     102.77036	      90.57617
       9.60938	      94.48242	      91.05161
       9.68750	      90.79462	      88.07052
       9.76563	     117.65009	     117.31600
       9.84375	     116.89197	      98.70992
       9.92188	      96.34560	     112.97286
      10.00000	      98.94120	     108.25710
      10.07813	     105.80284	      92.40080
      10.15625	     109.09232	     106.74085
      10.23438	      84.78104	      96.03722
      10.31250	      98.31158	     114.83604
      10.39063	      95.90872	      99.55798
      10.46875	     110.13313	      85.86040
      10.54688	     109.14371	     107.79451
      10.62500	     103.86256	     106.80510
      10.70313	     106.45817	     111.08398
      10.78125	     100.38035	      98.22163
      10.85938	     101.54965	      89.35547
      10.93750	     117.95847	     100.70158
      11.01563	     101.00997	      94.62377
      11.09375	     101.26697	      99.57083
      11.17188	      98.55572	      93.85280
      11.25000	      99.93062	      92.95333
      11.32813	      91.92537	      81.85136
      11.40625	      94.58522	      86.52858
      11.48438	      83.35475	      92.15666
      11.56250	     118.52385	      91.25719
      11.64063	     116.50648	      96.64114
      11.71875	     112.06055	     108.14145
      11.79688	      79.56415	      80.92619
      11.87500	     104.46649	      86.05315
      11.95313	      89.77950	      95.13775
      12.03125	     119.71886	      98.02888
      12.10938	     114.46341	      97.37357
      12.18750	      99.22389	      94.17403
      12.26563	     110.86555	      95.22770
      12.34375	     109.46495	      87.20960
      12.42188	     112.85722	      98.87695
      12.50000	      90.69182	      83.98438
      12.57813	     102.92455	     103.24579
      12.65625	     104.33800	     101.22842
      12.73438	     104.20950	      95.71598
      12.81250	      82.40388	      82.81507
      12.89063	      98.97975	     106.38107
      12.96875	     105.28886	      86.27159
      13.04688	     110.08173	      86.86266
      13.12500	      90.26778	     102.16643
      13.20313	     111.45662	      95.97297
      13.28125	      85.38497	      86.15594
      13.35938	     107.57607	     107.70457
      13.43750	     100.63734	      90.92311
      13.51563	      88.94429	      79.96248
      13.59375	      97.37357	     101.20271
      13.67188	      94.66232	     103.46423
      13.75000	      92.23376	      88.16047
      13.82813	     100.66304	      85.42352
      13.90625	     102.12788	      94.70087
      13.98438	     104.73633	     103.16869
      14.06250	      96.39700	      97.95179
      14.14063	      76.30037	      84.48551
      14.21875	     108.12860	      98.13168
      14.29688	      98.68421	      83.39330
      14.37500	      94.30253	      78.89597
      14.45313	      80.64351	      85.52632
      14.53125	      91.25719	      82.75082
      14.60938	      92.49075	     103.37428
      14.68750	      88.49455	     103.38713
      14.76563	     112.53598	     107.04924
      14.84375	     103.34859	     100.80438
      14.92188	      95.13775	      86.43864
      15.00000	     104.28660	      87.78783
      15.07813	     101.07422	      98.27303
      15.15625	     105.44305	     111.35383
      15.23438	     111.62366	      90.40913
      15.31250	      92.06672	      82.21114
      15.39063	      87.59509	      98.35013
      15.46875	     115.14443	      98.10599
      15.54688	      90.19069	     112.03485
      15.62500	     112.70303	     103.77262
      15.70313	     103.69552	     109.55489
      15.78125	      98.10599	      96.16571
      15.85938	      85.71906	      82.00555
      15.93750	     106.84365	     101.02283
      16.01563	     105.72575	     109.01521
      16.09375	     109.42640	     113.49969
      16.17188	     105.82854	     101.15132
      16.25000	      87.55654	      97.51491
      16.32813	      95.36904	      92.97903
      16.40625	     127.90399	     120.57977
      16.48438	     114.29636	     100.12336
      16.56250	     123.54801	     124.22903
      16.64063	     119.82166	     106.93359
      16.71875	     109.73479	      98.41438
      16.79688	      91.27005	     105.48161
      16.87500	      78.81888	      81.54297
      16.95313	     101.42116	     103.32288
      17.03125	      80.68205	      93.32597
      17.10938	     103.28434	      92.36226
      17.18750	     101.71670	      98.72276
      17.26563	     106.53526	      91.52704
      17.34375	      99.82782	     100.65018
      17.42188	      96.87243	     108.11575
      17.50000	      97.54060	     102.97595
      17.57813	     115.63271	     117.62439
      17.65625	     116.46793	     101.57536
      17.73438	     102.66756	      81.00329
      17.81250	      97.88754	      91.35999
      17.89063	      87.33810	      93.01758
      17.96875	      94.97070	      96.40985
      18.04688	      99.14680	     107.69172
      18.12500	     101.61390	     114.37346
      18.20313	      87.63364	      84.57545
      18.28125	      92.54215	      95.51038
      18.35938	      92.60640	      85.96320
      18.43750	      77.28979	      78.89597
      18.51563	      73.85896	      87.32525
      18.59375	      89.07278	     105.12182
      18.67188	      90.79462	     105.49445
      18.75000	     107.75597	     100.90718
      18.82813	     117.88138	     104.86482
      18.90625	     125.53968	      98.77416
      18.98438	     110.50576	      90.80746
      19.06250	      87.92918	      77.84232
      19.14063	      98.45292	      80.07813
      19.21875	     100.63734	      90.79462
      19.29688	      90.16499	      98.76131
      19.37500	     127.41571	      97.28362
      19.45313	      90.64042	      91.92537
      19.53125	     111.49517	      96.25565
      19.60938	      96.92383	      99.22389
      19.68750	      90.82031	      80.66920
      19.76563	     112.63878	     111.72646
      19.84375	     103.10445	      98.73561
      19.92188	     116.60928	     102.41057
