ALV-7004/USB
Date :	"04.12.2014"
Time :	"15:58:27"
Samplename : 	""
SampMemo(0) : 	""
SampMemo(1) : 	""
SampMemo(2) : 	""
SampMemo(3) : 	""
SampMemo(4) : 	""
SampMemo(5) : 	""
SampMemo(6) : 	""
SampMemo(7) : 	""
SampMemo(8) : 	""
SampMemo(9) : 	""
Temperature [K] :	     298.16000
Viscosity [cp]  :	       0.89000
Refractive Index:	       1.33200
Wavelength [nm] :	     532.00000
Angle [°]       :	      90.00000
Duration [s]    :	        30
FloatDur [ms]   :	        29989
Stop TP [ms]   :	     98655
Runs            :	        10
Mode            :	"A-CH0+1  C-CH0/1+1/0 "
MeanCR0 [kHz]   :	      85.35768
MeanCR1 [kHz]   :	       8.19226
MeanCR2 [kHz]   :	       0.00000
MeanCR3 [kHz]   :	       0.00000

"Correlation (Multi, Averaged)"
"Lag [ms]"	"Average(0)"	" 1  65.381"	" 2  67.825"	" 3  70.819"	" 4  72.501"	" 5  74.894"	" 6  77.741"	" 7  79.144"	" 8  81.304"	" 9  83.072"	"10  85.358"	"Average(1)"	" 1,   7.002"	" 2,   7.142"	" 3,   7.399"	" 4,   7.418"	" 5,   7.573"	" 6,   7.735"	" 7,   7.741"	" 8,   7.896"	" 9,   8.005"	"10,   8.192"	
  5.24288E+002	  1.77616E-004	  1.68889E-004	  2.86770E-004	  7.33797E-005	  1.25532E-004	  1.82492E-004	  5.66435E-004	  4.11325E-004	 -7.70179E-005	 -4.23530E-005	  8.07062E-005	  2.49489E-004	 -1.74655E-005	  1.22158E-003	 -5.75954E-004	  2.52035E-004	  3.89345E-004	  1.10908E-003	  5.91783E-004	 -4.54834E-004	  1.78705E-004	 -1.99379E-004	
  5.76717E+002	  1.70770E-004	  1.17508E-004	  4.09427E-004	  1.43900E-004	  6.66050E-005	  1.60257E-004	  4.82526E-004	  3.43681E-004	 -7.95449E-005	  6.56045E-005	 -2.26544E-006	  3.15402E-004	 -2.47017E-004	  1.42193E-003	 -1.12596E-004	  1.82341E-004	  7.04747E-004	  6.17434E-004	  8.19979E-004	 -7.84125E-004	  5.24209E-004	  2.71252E-005	
  6.29146E+002	  1.29756E-004	  1.31861E-004	  1.76788E-004	  3.55233E-005	  1.35300E-004	  1.34868E-004	  4.38043E-004	  2.79819E-004	 -4.76920E-005	  1.65832E-006	  1.13900E-005	  1.09414E-004	 -8.66227E-004	 -7.30683E-005	 -1.23509E-004	  2.38019E-004	  2.18130E-004	  6.40868E-004	  5.73065E-004	 -3.89412E-004	  5.64822E-004	  3.11449E-004	
  6.81574E+002	  9.46624E-005	  2.41677E-004	  2.06316E-004	 -1.19302E-005	  5.43185E-005	  5.84493E-005	  3.08429E-004	  7.80039E-005	  7.92299E-005	 -6.95309E-005	  1.66295E-006	  1.24230E-004	 -1.17252E-004	  2.50572E-004	  9.12595E-005	  3.57730E-004	 -2.94103E-004	  1.24813E-004	  1.06703E-003	 -3.68963E-004	 -7.71174E-005	  2.08332E-004	
  7.34003E+002	  7.84362E-005	  2.58214E-004	  2.53150E-004	  4.45037E-005	  3.72599E-005	  8.86885E-005	  7.89062E-005	  3.03424E-004	  2.91477E-005	 -2.73835E-004	 -3.50973E-005	  2.03140E-005	 -1.72255E-005	  7.99023E-004	  2.33675E-004	 -6.50965E-005	  2.50152E-004	 -3.44260E-004	  1.15379E-004	 -1.18916E-004	 -9.55386E-004	  3.05794E-004	
  7.86432E+002	  9.02734E-005	  1.86552E-004	  1.83794E-004	  7.91523E-005	 -3.66182E-005	  1.02005E-004	  3.19747E-004	  1.58186E-004	  3.12031E-005	 -1.48845E-004	  2.75578E-005	  1.42812E-004	  4.32840E-004	  4.02432E-004	  1.93131E-004	 -1.84288E-004	  6.76728E-004	  3.78783E-005	  2.03992E-004	 -2.21730E-004	 -2.69888E-004	  1.57020E-004	
  8.38861E+002	  8.88780E-005	  1.67863E-004	  2.19765E-004	 -1.26195E-005	  3.42460E-005	  2.10760E-004	  2.98535E-004	 -1.07376E-004	  1.05834E-004	 -5.35042E-005	  2.52771E-005	  9.50603E-005	  2.24918E-004	 -1.45965E-005	 -3.24686E-005	 -2.05929E-004	  7.70492E-004	  5.28225E-004	 -4.45785E-004	  1.94967E-004	  6.41772E-005	 -1.33397E-004	
  9.43718E+002	  8.22069E-005	  9.37501E-005	  1.16894E-004	  2.92091E-005	  2.22759E-005	  1.64266E-004	  3.29644E-004	  2.26642E-005	  1.66185E-004	 -3.43622E-005	 -8.84570E-005	  9.81134E-005	 -7.64196E-006	  1.54760E-004	  4.78364E-004	  2.52432E-005	  3.42148E-004	  5.50822E-004	 -2.89061E-004	  5.64405E-005	  1.25508E-004	 -4.55449E-004	
  1.04858E+003	  9.46344E-005	  1.99518E-004	  8.59561E-005	  3.24639E-004	 -1.86395E-005	  1.30675E-004	  2.59445E-004	  4.28455E-005	  1.45951E-004	 -5.30428E-005	 -1.71004E-004	 -4.29711E-005	  5.33958E-004	  2.19345E-004	  5.80898E-004	 -4.29449E-004	 -1.85660E-004	 -3.40888E-005	  1.80667E-005	  9.17503E-005	 -4.14798E-004	 -8.09733E-004	
  1.15343E+003	  6.80495E-005	  2.97723E-004	 -6.33751E-006	  1.43925E-004	 -1.51650E-004	 -3.03873E-005	  2.13820E-004	  4.90520E-005	  1.74427E-004	  8.24864E-005	 -9.25632E-005	  4.31297E-005	  1.51601E-004	  4.30311E-004	  1.17478E-004	 -4.51661E-004	 -3.99999E-004	  6.56714E-004	 -3.69142E-005	  3.06065E-004	  2.57620E-005	 -3.68060E-004	
  1.25829E+003	  7.04498E-005	  1.81706E-004	  5.78246E-005	  9.22619E-005	 -2.51595E-005	 -8.29688E-005	  3.20745E-004	  4.43051E-005	  1.96686E-004	  1.79506E-006	 -8.26974E-005	 -2.35486E-005	  6.00464E-005	  7.09150E-005	  3.48846E-004	 -3.00109E-004	 -4.97906E-004	  2.40403E-004	  8.21213E-005	  3.71398E-004	 -2.08948E-004	 -4.02253E-004	
  1.36315E+003	  3.18174E-005	  2.47441E-004	  1.15643E-005	  1.51588E-004	 -1.75522E-004	  8.25188E-006	  1.33319E-004	 -1.27725E-005	  1.67715E-004	 -5.34868E-005	 -1.59923E-004	 -6.97803E-005	  2.83571E-004	  8.09292E-005	  6.74851E-005	 -6.99784E-004	  2.50849E-004	  2.22672E-004	  4.95078E-005	  5.22911E-004	 -5.79598E-004	 -8.96348E-004	
  1.46801E+003	  5.40775E-006	  9.00655E-005	 -4.05205E-005	  3.02108E-005	 -2.13167E-004	  1.91895E-004	  1.13143E-004	 -3.90002E-005	  1.18150E-004	 -4.45182E-005	 -1.52181E-004	 -2.31167E-005	  1.73270E-004	 -8.08929E-005	 -4.28938E-004	 -3.86974E-004	  2.09559E-004	  6.47564E-004	 -7.13954E-005	  3.60910E-004	 -3.38648E-005	 -6.20406E-004	
  1.57286E+003	  6.01208E-005	  6.37663E-005	 -4.69314E-005	  4.28933E-006	 -1.72952E-004	  3.56529E-004	  2.16911E-004	  2.73706E-004	  1.24659E-004	 -2.06534E-004	 -1.22346E-005	  8.72220E-006	 -3.28820E-004	 -4.91363E-005	 -1.82529E-006	 -7.91432E-004	  1.09850E-003	  2.85691E-004	  4.34904E-004	 -4.07409E-005	 -2.27761E-004	 -2.92153E-004	
  1.67772E+003	  6.78484E-005	  1.30848E-004	  1.60919E-004	 -3.22693E-006	 -1.42325E-004	  2.09060E-004	  7.84387E-005	  2.42639E-004	  2.07775E-004	 -8.75232E-005	 -1.18120E-004	  5.32706E-006	 -1.82631E-004	 -5.42099E-005	  1.08576E-004	 -5.06182E-004	  6.79434E-004	  9.46379E-005	  3.28312E-004	  3.58085E-004	 -1.61951E-004	 -6.10801E-004	
  1.88744E+003	  3.09266E-005	  2.40039E-005	  9.53257E-005	 -1.00264E-004	 -8.84217E-006	  1.43907E-005	  5.84800E-005	  1.28668E-004	  1.94409E-004	 -3.99623E-005	 -5.69428E-005	  1.51322E-005	  1.36327E-005	 -2.20579E-004	 -5.72215E-004	  3.80469E-005	 -1.51927E-004	  6.98409E-004	  1.23599E-004	  7.60764E-005	  2.23625E-004	 -7.73453E-005	
  2.09715E+003	 -1.90666E-006	  6.33653E-005	  3.76797E-005	 -1.89581E-004	  1.69967E-005	 -1.03311E-005	  7.56281E-005	  6.20392E-005	  7.40442E-005	  2.93898E-005	 -1.78298E-004	 -1.96392E-004	 -2.40265E-004	 -5.08755E-004	 -8.28881E-004	 -1.33353E-006	 -2.26575E-004	  1.08501E-004	  3.53450E-004	 -2.70026E-004	  2.70856E-004	 -6.20892E-004	
  2.30687E+003	 -1.57613E-005	  6.80409E-005	 -7.73841E-006	 -2.82801E-004	 -3.55411E-005	  1.72904E-005	  9.41771E-005	  2.06031E-004	  8.58256E-005	 -3.69677E-005	 -2.65929E-004	 -1.68324E-004	 -5.52746E-004	 -6.24672E-004	 -4.09069E-004	  2.24267E-005	  3.97547E-004	 -1.03391E-004	  6.51804E-004	  2.48703E-004	  2.17326E-005	 -1.33557E-003	
  2.51658E+003	 -3.87091E-005	 -3.91997E-005	  4.21666E-005	 -1.42172E-004	  9.59822E-005	  2.07898E-005	 -8.79705E-005	  9.08793E-005	 -3.10774E-005	 -2.15714E-005	 -3.14918E-004	 -1.25882E-004	 -3.66466E-004	 -7.12827E-004	 -3.10649E-004	  2.98429E-005	  4.90554E-004	 -1.61826E-004	  3.60930E-004	  3.59281E-005	  4.75282E-005	 -6.71834E-004	
  2.72630E+003	  1.70143E-005	  6.16667E-005	  3.92646E-005	  2.21418E-005	  2.58384E-004	 -9.66019E-005	 -1.29426E-006	 -2.74016E-005	  2.76671E-005	  3.21846E-005	 -1.45868E-004	  1.05778E-005	  1.45837E-004	 -3.75242E-004	  1.21838E-004	  7.48950E-004	 -6.09353E-004	  3.16618E-004	 -5.54646E-004	  2.64702E-005	  3.15148E-004	 -2.98432E-005	
  2.93601E+003	  3.55898E-005	  1.30503E-004	  1.45673E-004	 -6.37212E-005	  1.31605E-004	 -4.75746E-005	  4.61552E-005	 -7.33335E-005	  1.63443E-004	  3.54734E-005	 -1.12326E-004	 -2.24266E-005	  5.44292E-004	  6.39936E-005	 -2.17624E-004	  1.04231E-004	 -3.40332E-004	  2.84659E-004	 -7.33928E-004	  6.96887E-005	  1.31896E-004	 -1.31142E-004	
  3.14573E+003	  8.64455E-006	  7.99641E-005	  1.23742E-004	 -2.52559E-004	  1.53111E-004	  1.21573E-005	 -1.51841E-004	 -7.43147E-005	  2.53456E-004	  1.57390E-005	 -7.30092E-005	 -5.48746E-005	  3.67886E-004	 -5.56005E-004	 -3.34249E-004	  2.54060E-004	  2.92147E-004	 -6.44882E-004	 -7.83795E-004	  6.56760E-004	  1.13178E-004	  8.61541E-005	
  3.35544E+003	  2.05433E-005	  7.94166E-005	  1.66196E-004	 -4.80480E-005	  4.76592E-005	 -7.65702E-006	 -2.28803E-004	 -1.43973E-005	  1.35373E-004	 -4.89165E-005	  1.24610E-004	 -7.10377E-005	 -1.60874E-004	 -2.93949E-004	  1.86712E-004	 -4.82934E-005	  4.25630E-005	 -4.40245E-004	 -5.92974E-004	  4.09158E-004	 -1.57460E-004	  3.44985E-004	
  3.77487E+003	  3.32915E-005	 -4.73874E-005	  3.70018E-004	 -1.17499E-004	  6.48335E-005	 -1.40811E-004	 -2.52988E-004	  1.87535E-004	  8.93334E-005	 -8.42963E-006	  1.88310E-004	  9.22070E-005	 -5.38123E-005	  7.80948E-004	 -3.46803E-004	  4.58906E-005	 -1.42396E-004	 -8.28396E-005	  1.68999E-004	  2.38460E-005	 -5.84342E-005	  5.86672E-004	
  4.19430E+003	 -2.65280E-007	 -4.89015E-005	  4.28243E-005	  1.54282E-004	 -3.24820E-005	 -8.33193E-005	 -4.00255E-004	  2.33250E-004	  8.99063E-005	 -8.47140E-006	  5.05143E-005	 -1.86355E-005	 -3.22190E-004	 -1.69714E-004	  5.43419E-004	 -4.00156E-005	 -1.64534E-004	 -4.67511E-004	  3.59732E-004	  7.20285E-005	  1.31007E-005	 -1.06705E-005	
  4.61373E+003	 -1.07526E-005	  4.84131E-005	  4.45250E-005	 -1.79258E-004	  2.80545E-005	 -3.06817E-005	 -2.92959E-004	  6.26245E-005	  6.76102E-006	 -1.86325E-005	  2.23627E-004	  2.20079E-007	 -4.63032E-005	  4.09045E-004	 -4.84227E-004	  8.02748E-005	  1.43589E-005	 -6.77217E-004	 -3.71422E-004	 -1.26017E-004	  3.58042E-004	  8.45666E-004	
  5.03317E+003	 -1.66654E-005	 -4.65021E-005	  8.74170E-005	 -1.16665E-004	 -4.35067E-005	 -9.06991E-005	 -4.13386E-005	 -7.01709E-005	  1.11867E-004	 -4.21395E-005	  8.50842E-005	 -9.33991E-005	 -4.40548E-004	  5.07871E-004	 -4.57993E-004	 -6.08859E-005	 -2.24471E-004	 -1.66088E-004	 -6.30069E-004	  4.47134E-004	  3.94421E-005	  5.16165E-005	
  5.45260E+003	  1.10745E-006	 -8.02879E-005	  2.11812E-004	 -6.75584E-005	 -4.96186E-005	 -1.50566E-004	 -5.10946E-005	  1.72959E-004	  4.57296E-005	 -4.89638E-005	  2.86633E-005	 -5.15654E-005	 -2.52100E-004	  7.19904E-004	 -3.11997E-004	 -1.25234E-004	 -2.68982E-005	 -2.21178E-004	  1.95580E-004	 -3.62697E-004	 -3.45118E-005	 -9.65224E-005	
  5.87203E+003	 -1.39111E-005	  1.57614E-004	  2.96314E-005	 -2.44675E-004	  6.04224E-005	 -1.49637E-004	 -5.63815E-005	  1.65161E-004	  5.15388E-005	 -9.46723E-005	 -5.81129E-005	 -1.61886E-004	  3.84489E-004	  1.92528E-004	 -1.18856E-003	 -6.34527E-005	 -2.38492E-004	 -1.92960E-004	  2.71401E-004	 -8.11811E-005	 -3.71062E-004	 -3.31573E-004	
  6.29146E+003	 -5.67953E-005	  1.12199E-004	 -1.88720E-005	 -3.51911E-004	  3.09501E-005	 -1.43486E-005	 -2.36796E-004	  4.19214E-006	  2.90729E-005	 -1.74637E-005	 -1.04976E-004	 -1.99076E-004	  2.31234E-004	 -2.76117E-004	 -1.35022E-003	 -5.02726E-005	  9.76194E-006	 -3.47455E-004	  5.22705E-005	  2.37683E-004	 -4.37842E-004	 -5.98023E-005	
  6.71089E+003	 -4.82549E-005	  1.08331E-004	 -7.56975E-005	 -3.73035E-004	 -1.03478E-004	 -1.12332E-004	  3.07312E-004	 -1.05674E-004	  5.43820E-005	 -1.00098E-004	 -8.22592E-005	 -1.20875E-004	  6.70804E-004	 -1.73293E-004	 -1.13968E-003	 -3.77890E-004	 -1.76142E-004	  8.06128E-004	 -2.35422E-004	  4.95918E-005	 -3.60415E-004	 -2.72436E-004	
  7.54975E+003	 -7.55346E-005	 -3.95100E-006	 -5.66956E-005	 -2.13211E-004	 -7.07521E-006	  4.21188E-006	 -2.00597E-004	 -1.29026E-004	  6.30073E-006	  9.81240E-005	 -2.53427E-004	 -2.58766E-004	 -3.67744E-005	 -4.06880E-004	 -3.85117E-004	 -4.09911E-004	  3.48294E-004	 -5.32415E-004	 -3.51751E-004	 -1.25219E-004	  1.09847E-004	 -7.97736E-004	
  8.38861E+003	  5.98370E-005	 -1.34858E-004	  7.07455E-005	  1.96597E-004	  5.71051E-005	  3.47580E-005	  1.66049E-004	  1.95910E-005	  7.91208E-007	  1.30217E-004	  5.73741E-005	  1.39131E-004	 -8.08461E-005	 -1.02724E-004	  9.95091E-004	  2.09650E-004	 -1.66849E-004	  3.56010E-004	 -6.98811E-005	 -3.13163E-004	  4.06211E-004	  1.57815E-004	
  9.22747E+003	  7.91667E-005	  2.38466E-004	  3.11744E-004	 -2.04945E-004	 -8.64810E-005	 -9.38926E-005	  3.11444E-004	  1.55156E-004	  1.51378E-004	 -9.15186E-005	  1.00318E-004	  2.29390E-004	  5.58420E-004	  9.54730E-004	 -2.42927E-004	 -5.41318E-005	 -1.79956E-004	 -3.68919E-004	  6.87656E-004	  6.78939E-004	 -1.31351E-004	  3.91443E-004	
  1.00663E+004	  7.80864E-005	 -2.96195E-005	  7.24405E-005	  4.32836E-004	  4.48476E-005	  7.00526E-005	  1.27833E-004	 -2.96401E-005	  2.24218E-005	 -9.67396E-005	  1.66433E-004	  5.88292E-005	 -7.01739E-004	  5.43417E-004	  7.90754E-004	  1.39278E-004	  2.16979E-004	 -1.06967E-004	 -2.77340E-004	 -3.27038E-005	 -2.49870E-004	  2.66484E-004	
  1.09052E+004	 -5.18668E-005	 -1.73078E-004	 -7.73824E-005	  1.85841E-004	  1.43662E-004	  9.65954E-005	 -4.21687E-004	 -9.19661E-005	 -7.93056E-005	  6.51677E-005	 -1.66514E-004	 -2.89615E-004	 -4.61448E-004	 -1.39257E-004	 -2.02284E-004	  1.83838E-004	 -5.82932E-005	 -1.07236E-003	 -3.48149E-004	 -1.50140E-004	 -1.69750E-004	 -4.78302E-004	
  1.17441E+004	  3.88028E-005	  1.36435E-004	 -1.06979E-004	  3.50226E-004	 -1.24610E-004	  1.39583E-004	  7.66779E-005	 -3.03060E-005	 -1.15285E-004	  1.25441E-004	 -6.31558E-005	  1.60525E-004	  4.58512E-004	 -1.22467E-004	  1.07733E-003	 -3.51658E-004	  3.88466E-004	  8.56938E-005	 -8.00676E-005	 -8.68321E-005	  2.66196E-004	 -2.99151E-005	
  1.25829E+004	  2.50372E-005	  3.84854E-005	 -2.32584E-004	  2.34875E-005	 -6.81660E-005	  3.37680E-004	  6.26352E-006	  1.29432E-004	  4.93413E-005	 -1.20347E-004	  8.67802E-005	 -9.88641E-005	 -7.06277E-005	 -8.55192E-004	 -2.35910E-004	 -3.68273E-004	  7.75567E-004	 -4.33110E-004	  6.71822E-004	  1.05162E-004	 -2.49800E-004	 -3.28280E-004	

"Count Rate"
       0.11719	      89.58640	       8.53853	      89.58640	       8.53853
       0.23438	      88.52122	       8.72600	      88.52122	       8.72600
       0.35156	      84.99332	       8.24028	      84.99332	       8.24028
       0.46875	      82.32610	       8.12098	      82.32610	       8.12098
       0.58594	      83.18677	       7.91646	      83.18677	       7.91646
       0.70313	      85.91364	       8.61522	      85.91364	       8.61522
       0.82031	      86.97031	       8.66635	      86.97031	       8.66635
       0.93750	      81.28648	       8.01020	      81.28648	       8.01020
       1.05469	      87.96732	       8.15506	      87.96732	       8.15506
       1.17188	      82.71809	       7.33700	      82.71809	       7.33700
       1.28906	      78.38917	       7.06431	      78.38917	       7.06431
       1.40625	      83.91109	       7.89942	      83.91109	       7.89942
       1.52344	      84.32012	       8.06133	      84.32012	       8.06133
       1.64063	      82.39426	       7.94203	      82.39426	       7.94203
       1.75781	      84.92515	       8.17211	      84.92515	       8.17211
       1.87500	      88.47861	       9.05834	      88.47861	       9.05834
       1.99219	      84.18378	       8.48740	      84.18378	       8.48740
       2.10938	      83.27198	       7.65230	      83.27198	       7.65230
       2.22656	      86.28007	       8.43627	      86.28007	       8.43627
       2.34375	      82.17271	       7.31996	      82.17271	       7.31996
       2.46094	      83.60432	       7.83125	      83.60432	       7.83125
       2.57813	      83.39128	       7.91646	      83.39128	       7.91646
       2.69531	      86.38232	       9.16060	      86.38232	       9.16060
       2.81250	      87.81393	       8.91348	      87.81393	       8.91348
       2.92969	      81.62733	       7.10692	      81.62733	       7.10692
       3.04688	      86.50163	       8.16359	      86.50163	       8.16359
       3.16406	      84.82289	       8.67487	      84.82289	       8.67487
       3.28125	      84.49908	       8.08689	      84.49908	       8.08689
       3.39844	      90.63454	       9.25434	      90.63454	       9.25434
       3.51563	      91.95538	       9.95310	      91.95538	       9.95310
       3.63281	      83.53615	       7.45630	      83.53615	       7.45630
       3.75000	      84.22639	       7.95907	      84.22639	       7.95907
       3.86719	      81.63586	       7.83977	      81.63586	       7.83977
       3.98438	      81.05640	       7.98463	      81.05640	       7.98463
       4.10156	      81.50803	       8.25732	      81.50803	       8.25732
       4.21875	      86.28007	       8.18915	      86.28007	       8.18915
       4.33594	      83.89405	       7.65230	      83.89405	       7.65230
       4.45313	      83.85144	       7.53300	      83.85144	       7.53300
       4.57031	      85.58983	       7.60117	      85.58983	       7.60117
       4.68750	      84.03892	       7.84829	      84.03892	       7.84829
       4.80469	      87.07256	       8.28289	      87.07256	       8.28289
       4.92188	      88.63200	       8.47888	      88.63200	       8.47888
       5.03906	      84.66098	       8.01872	      84.66098	       8.01872
       5.15625	      83.41685	       8.24880	      83.41685	       8.24880
       5.27344	      88.53826	       8.58966	      88.53826	       8.58966
       5.39063	      85.32566	       8.20619	      85.32566	       8.20619
       5.50781	      81.61881	       7.39665	      81.61881	       7.39665
       5.62500	      83.99631	       8.47036	      83.99631	       8.47036
       5.74219	      83.54467	       7.75455	      83.54467	       7.75455
       5.85938	      82.64139	       7.55856	      82.64139	       7.55856
       5.97656	      78.51699	       6.90241	      78.51699	       6.90241
       6.09375	      79.04532	       7.19214	      79.04532	       7.19214
       6.21094	      84.81437	       8.02724	      84.81437	       8.02724
       6.32813	      84.85698	       7.69490	      84.85698	       7.69490
       6.44531	      84.00483	       7.74603	      84.00483	       7.74603
       6.56250	      85.22340	       7.86533	      85.22340	       7.86533
       6.67969	      85.64948	       8.42775	      85.64948	       8.42775
       6.79688	      83.60432	       8.01020	      83.60432	       8.01020
       6.91406	      83.48502	       8.23176	      83.48502	       8.23176
       7.03125	      94.24766	       9.38216	      94.24766	       9.38216
       7.14844	      93.87271	       9.26286	      93.87271	       9.26286
       7.26563	      85.15523	       8.16359	      85.15523	       8.16359
       7.38281	      80.80927	       7.39665	      80.80927	       7.39665
       7.50000	      83.82587	       7.49891	      83.82587	       7.49891
       7.61719	      84.85698	       8.38514	      84.85698	       8.38514
       7.73438	      85.52165	       8.58114	      85.52165	       8.58114
       7.85156	      84.75472	       7.82273	      84.75472	       7.82273
       7.96875	      88.87912	       8.78565	      88.87912	       8.78565
       8.08594	      85.84547	       7.85681	      85.84547	       7.85681
       8.20313	      85.99886	       8.19767	      85.99886	       8.19767
       8.32031	      83.70657	       7.74603	      83.70657	       7.74603
       8.43750	      92.67970	       9.40772	      92.67970	       9.40772
       8.55469	      87.20039	       8.34254	      87.20039	       8.34254
       8.67188	      90.26812	       9.49294	      90.26812	       9.49294
       8.78906	      84.02187	       7.88238	      84.02187	       7.88238
       8.90625	      84.79733	       7.94203	      84.79733	       7.94203
       9.02344	      84.23491	       7.81420	      84.23491	       7.81420
       9.14063	      82.76069	       7.95055	      82.76069	       7.95055
       9.25781	      85.09558	       7.92498	      85.09558	       7.92498
       9.37500	      81.68698	       7.32848	      81.68698	       7.32848
       9.49219	      80.13607	       7.25179	      80.13607	       7.25179
       9.60938	      83.62988	       8.06133	      83.62988	       8.06133
       9.72656	      79.58218	       7.50743	      79.58218	       7.50743
       9.84375	      79.45435	       7.16657	      79.45435	       7.16657
       9.96094	      81.44838	       7.44778	      81.44838	       7.44778
      10.07813	      83.58727	       7.50743	      83.58727	       7.50743
      10.19531	      84.10709	       8.29141	      84.10709	       8.29141
      10.31250	      84.55872	       8.63227	      84.55872	       8.63227
      10.42969	      85.01888	       7.96759	      85.01888	       7.96759
      10.54688	      83.82587	       7.63525	      83.82587	       7.63525
      10.66406	      85.08706	       8.06985	      85.08706	       8.06985
      10.78125	      81.94263	       7.54152	      81.94263	       7.54152
      10.89844	      85.58131	       8.65783	      85.58131	       8.65783
      11.01563	      89.27111	       9.39068	      89.27111	       9.39068
      11.13281	      85.77730	       8.64079	      85.77730	       8.64079
      11.25000	      93.42960	       9.74858	      93.42960	       9.74858
      11.36719	      85.07854	       8.13802	      85.07854	       8.13802
      11.48438	      86.98735	       9.19469	      86.98735	       9.19469
      11.60156	      89.96135	       8.99869	      89.96135	       8.99869
      11.71875	      85.98181	       8.47888	      85.98181	       8.47888
      11.83594	      86.22894	       7.77160	      86.22894	       7.77160
      11.95313	      82.35166	       7.76308	      82.35166	       7.76308
      12.07031	      91.87016	       9.41624	      91.87016	       9.41624
      12.18750	      96.82967	       9.72302	      96.82967	       9.72302
      12.30469	      91.98094	       9.16060	      91.98094	       9.16060
      12.42188	      83.61284	       8.14654	      83.61284	       8.14654
      12.53906	      86.54424	       8.43627	      86.54424	       8.43627
      12.65625	      85.33418	       8.08689	      85.33418	       8.08689
      12.77344	      84.45647	       8.25732	      84.45647	       8.25732
      12.89063	      81.91706	       7.92498	      81.91706	       7.92498
      13.00781	      82.44540	       7.18361	      82.44540	       7.18361
      13.12500	      80.86892	       7.26031	      80.86892	       7.26031
      13.24219	      80.63884	       7.50743	      80.63884	       7.50743
      13.35938	      84.03892	       8.01020	      84.03892	       8.01020
      13.47656	      82.59026	       7.77160	      82.59026	       7.77160
      13.59375	      82.44540	       7.57560	      82.44540	       7.57560
      13.71094	      82.81182	       8.06985	      82.81182	       8.06985
      13.82813	      82.26644	       7.63525	      82.26644	       7.63525
      13.94531	      84.06448	       8.00168	      84.06448	       8.00168
      14.06250	      84.69507	       8.54705	      84.69507	       8.54705
      14.17969	      83.37424	       8.00168	      83.37424	       8.00168
      14.29688	      84.85698	       8.35958	      84.85698	       8.35958
      14.41406	      86.13520	       8.11246	      86.13520	       8.11246
      14.53125	      85.33418	       8.50445	      85.33418	       8.50445
      14.64844	      82.41983	       8.05281	      82.41983	       8.05281
      14.76563	      83.82587	       8.50445	      83.82587	       8.50445
      14.88281	      85.70913	       8.52149	      85.70913	       8.52149
      15.00000	      85.59834	       8.02724	      85.59834	       8.02724
      15.11719	      82.36018	       7.78864	      82.36018	       7.78864
      15.23438	      80.58772	       7.49039	      80.58772	       7.49039
      15.35156	      82.72661	       7.60969	      82.72661	       7.60969
      15.46875	      81.65290	       7.48187	      81.65290	       7.48187
      15.58594	      88.39339	       8.81974	      88.39339	       8.81974
      15.70313	      89.25407	       7.72899	      89.25407	       7.72899
      15.82031	      80.62180	       7.73751	      80.62180	       7.73751
      15.93750	      91.10323	       8.78565	      91.10323	       8.78565
      16.05469	      89.90170	       9.04982	      89.90170	       9.04982
      16.17188	      85.56426	       8.27436	      85.56426	       8.27436
      16.28906	      84.31160	       7.83977	      84.31160	       7.83977
      16.40625	      81.84037	       7.91646	      81.84037	       7.91646
      16.52344	      81.23534	       6.91093	      81.23534	       6.91093
      16.64063	      82.09602	       7.73751	      82.09602	       7.73751
      16.75781	      81.62733	       8.11246	      81.62733	       8.11246
      16.87500	      85.18079	       8.44479	      85.18079	       8.44479
      16.99219	      85.26601	       7.55004	      85.26601	       7.55004
      17.10938	      87.02144	       8.05281	      87.02144	       8.05281
      17.22656	      88.11218	       8.56410	      88.11218	       8.56410
      17.34375	      93.75341	       9.95310	      93.75341	       9.95310
      17.46094	      86.52719	       8.78565	      86.52719	       8.78565
      17.57813	      95.64518	      10.18318	      95.64518	      10.18318
      17.69531	      83.39128	       7.52447	      83.39128	       7.52447
      17.81250	      81.18422	       7.77160	      81.18422	       7.77160
      17.92969	      85.33418	       8.07837	      85.33418	       8.07837
      18.04688	      85.15523	       8.23176	      85.15523	       8.23176
      18.16406	      87.43047	       8.47036	      87.43047	       8.47036
      18.28125	      82.81182	       7.83977	      82.81182	       7.83977
      18.39844	      86.96178	       8.01020	      86.96178	       8.01020
      18.51563	      81.82333	       7.72899	      81.82333	       7.72899
      18.63281	      82.93964	       7.76308	      82.93964	       7.76308
      18.75000	      80.45989	       7.50743	      80.45989	       7.50743
      18.86719	      87.45603	       8.85383	      87.45603	       8.85383
      18.98438	      85.97329	       7.84829	      85.97329	       7.84829
      19.10156	      81.70403	       8.03576	      81.70403	       8.03576
      19.21875	      83.99631	       7.97611	      83.99631	       7.97611
      19.33594	      90.29369	       9.23729	      90.29369	       9.23729
      19.45313	      88.56383	       8.89643	      88.56383	       8.89643
      19.57031	      87.37082	       8.51297	      87.37082	       8.51297
      19.68750	      83.99631	       8.16359	      83.99631	       8.16359
