#! time [s],	camera1/temperature_degC,	laser1/line1/measured_power,	laser1/line1/set_power,	laser2/line1/measured_power,	laser2/line1/set_power,	stagex/position,	stagex/velocity,	stagey/position,	stagey/velocity,	stagez/position,	stagez/velocity,	transmission/line1/measured_power,	transmission/line1/set_power
141.62,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
142.203,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
142.828,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
143.406,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
143.995,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
144.602,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
145.187,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
145.806,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
146.379,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
146.939,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
147.557,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
148.134,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
148.753,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
149.323,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
149.92,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
150.515,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
151.112,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
151.724,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
152.303,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
152.897,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
153.495,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
154.092,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
154.704,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
155.323,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
155.923,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
156.522,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
157.131,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
157.709,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
158.304,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
158.91,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
159.504,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
160.103,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
160.689,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
161.286,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
161.895,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
162.476,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
163.073,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
163.687,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
164.31,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
164.915,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
165.491,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
166.133,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
166.739,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
167.346,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
167.928,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
168.515,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
169.123,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
169.713,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
170.322,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
170.905,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
171.496,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
172.111,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
172.688,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
173.305,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
173.844,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
174.398,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
174.971,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
175.553,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
176.112,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
176.682,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
177.269,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
177.825,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
178.378,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
178.936,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
179.502,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
180.045,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
180.617,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
181.165,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
181.721,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
182.284,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
182.835,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
183.395,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
183.955,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
184.567,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
185.114,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
185.666,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
186.221,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
186.822,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
187.372,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
187.935,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
188.491,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
189.042,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
189.634,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
190.202,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
190.797,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
191.349,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
191.903,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
192.501,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
193.064,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
193.631,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
194.173,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
194.729,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
195.339,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
195.885,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
196.444,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
197.007,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
197.559,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
198.132,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
198.734,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
199.312,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
199.869,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
200.421,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
200.983,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
201.571,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
202.135,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
202.694,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
203.247,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
203.812,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
204.362,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
204.914,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
205.492,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
206.082,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
206.637,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
207.191,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
207.744,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
208.384,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
208.932,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
209.502,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
210.087,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
210.647,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
211.204,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
211.758,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
212.322,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
212.88,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
213.425,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
213.997,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
214.583,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
215.137,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
215.699,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
216.257,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
216.865,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
217.453,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
218.044,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
218.64,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
219.194,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
219.762,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
220.352,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
220.933,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
221.51,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
222.107,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
222.666,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
223.267,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
223.882,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
224.454,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
225.048,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
225.647,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
226.237,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
226.86,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
227.423,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
227.982,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
228.591,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
229.178,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
229.763,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
230.329,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
230.897,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
231.497,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
232.085,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
232.679,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
233.294,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
233.873,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
234.472,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
235.053,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
235.625,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
236.213,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
236.771,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
237.389,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
237.957,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
238.527,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
239.115,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
239.674,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
240.271,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
240.864,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
241.465,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
242.056,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
242.612,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
243.216,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
243.803,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
244.382,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
244.961,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
245.547,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
246.114,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
246.71,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
247.316,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
247.905,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
248.512,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
249.133,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
249.732,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
250.333,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
250.923,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
251.54,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
252.116,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
252.715,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
253.317,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
253.902,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
254.522,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
255.128,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
255.686,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
256.284,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
256.883,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
257.489,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
258.081,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
258.686,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
259.263,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
259.861,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
260.476,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
261.058,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
261.671,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
262.245,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
262.853,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
263.457,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
264.036,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
264.644,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
265.226,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
265.822,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
266.426,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
267.013,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
267.627,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
268.207,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
268.831,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
269.4,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
269.994,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
270.597,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
271.188,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
271.828,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
272.432,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
273.044,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
273.649,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
274.211,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
274.821,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
275.368,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
275.918,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
276.479,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
277.03,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
277.595,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
278.15,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
278.704,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
279.266,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
279.822,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
280.38,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
280.936,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
281.491,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
282.051,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
282.604,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
283.173,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
283.717,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
284.31,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
284.884,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
285.437,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
285.994,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
286.556,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
287.137,	-77.949,	25,	25,	25,	25,	-614.873,	0,	2200.47,	0,	2086.52,	0,	0,	356
