ALV-5000/E-WIN Data
Date :	"14.01.2011"
Time :	"15:23:50"
Samplename : 	""
SampMemo(0) : 	""
SampMemo(1) : 	""
SampMemo(2) : 	""
SampMemo(3) : 	""
SampMemo(4) : 	""
SampMemo(5) : 	""
SampMemo(6) : 	""
SampMemo(7) : 	""
SampMemo(8) : 	""
SampMemo(9) : 	""
Temperature [K] :	     298.16000
Viscosity [cp]  :	       0.89000
Refractive Index:	       1.33200
Wavelength [nm] :	     632.80000
Angle [°]       :	      90.00000
Duration [s]    :	        30
Runs            :	         6
Mode            :	"SINGLE AUTO CH0"
MeanCR0 [kHz]   :	     268.13739
MeanCR1 [kHz]   :	       0.00000

"Correlation (Multi, Averaged)"
"Lag [ms]"	"Average"	" 1, 266.992"	" 2, 266.543"	" 3, 266.916"	" 4, 266.046"	" 5, 267.830"	" 6, 268.137"	
  5.24237E+002	 -1.44163E-005	 -6.06277E-005	  1.41186E-005	 -6.77065E-005	  7.28178E-005	  7.09383E-005	 -1.16038E-004	
  5.76666E+002	  3.27165E-005	  6.48352E-005	 -5.93784E-005	  1.85296E-005	  6.73232E-005	  4.74039E-005	  5.75858E-005	
  6.29094E+002	  4.43540E-005	  6.95792E-005	  3.14507E-005	  9.45458E-005	 -4.87354E-005	 -7.03600E-006	  1.26320E-004	
  6.81523E+002	 -4.02109E-005	 -7.84594E-005	 -8.03538E-005	 -5.56925E-005	 -1.11907E-006	 -2.75479E-006	 -2.28858E-005	
  7.33952E+002	  3.97181E-005	  7.99319E-005	  1.45768E-005	 -1.39021E-005	  4.05103E-005	  1.49485E-004	 -3.22936E-005	
  7.86381E+002	 -1.12275E-005	 -2.91334E-005	 -7.45372E-005	 -1.26039E-004	  1.32583E-005	  1.13528E-004	  3.55579E-005	
  8.38810E+002	 -4.15378E-005	 -3.34963E-005	 -3.21402E-005	 -1.86708E-004	 -4.36378E-005	  1.19532E-005	  3.48027E-005	
  9.43667E+002	 -2.96242E-005	  6.90996E-006	 -1.43359E-005	 -3.96760E-005	 -4.17541E-005	 -2.21768E-005	 -6.67124E-005	
  1.04852E+003	  3.19213E-005	  5.04834E-005	  3.81079E-005	  3.05596E-005	  1.25021E-005	 -3.09788E-007	  6.01843E-005	
  1.15338E+003	  1.20053E-005	  7.23194E-005	  7.55021E-006	 -2.82709E-005	 -6.24329E-005	  1.20156E-004	 -3.72901E-005	
  1.25824E+003	 -7.63560E-006	 -1.00609E-004	  5.14149E-006	  2.02164E-005	  1.91946E-005	 -4.92370E-005	  5.94798E-005	
  1.36310E+003	 -2.10734E-005	 -1.61045E-005	 -7.41556E-006	 -4.79944E-005	 -1.44115E-005	  3.27131E-005	 -7.32278E-005	
  1.46796E+003	 -5.30080E-005	  5.32644E-006	 -4.13888E-005	 -9.48677E-005	 -1.34481E-004	 -1.42070E-005	 -3.84295E-005	
  1.57281E+003	  2.53868E-006	  8.83739E-005	 -5.23579E-006	  3.24003E-005	 -9.50118E-005	 -1.57644E-006	 -3.71809E-006	
  1.67767E+003	 -1.13379E-005	  3.48605E-005	  2.93819E-006	  5.58759E-005	 -5.40458E-005	 -5.62768E-005	 -5.13794E-005	
  1.88739E+003	 -2.15305E-005	 -1.39399E-005	  1.45814E-005	 -1.06370E-004	  3.37175E-006	  2.75745E-005	 -5.44004E-005	
  2.09710E+003	  9.89957E-006	  7.23126E-005	 -3.95534E-005	 -3.22431E-006	  8.43915E-006	 -4.62336E-006	  2.60467E-005	
  2.30682E+003	 -6.87665E-007	 -7.12492E-005	  7.02622E-006	  4.45464E-005	  5.66771E-005	  1.89932E-005	 -6.01197E-005	
  2.51653E+003	 -1.76019E-005	 -4.11258E-005	 -5.52938E-005	 -2.23366E-005	  1.97553E-005	  3.48513E-005	 -4.14616E-005	
  2.72625E+003	  2.58835E-005	 -2.95629E-005	  5.47454E-005	  8.01985E-005	  1.87917E-005	  4.11653E-005	 -1.00369E-005	
  2.93596E+003	 -1.13305E-005	 -4.41078E-008	  2.98416E-005	  4.52406E-005	 -8.77469E-006	 -6.55330E-005	 -6.87137E-005	
  3.14568E+003	  6.51586E-006	  3.56571E-005	 -2.33390E-005	  7.40719E-006	 -4.10174E-006	  5.92552E-005	 -3.57836E-005	
  3.35539E+003	  2.22864E-006	  4.20304E-005	 -1.15477E-005	 -1.72509E-005	 -1.26645E-006	  1.94368E-005	 -1.80304E-005	
  3.77482E+003	  3.72759E-006	 -3.67269E-005	  4.74718E-005	 -5.18480E-005	  1.14936E-005	  6.12028E-005	 -9.22775E-006	
  4.19425E+003	  2.47953E-005	 -2.10435E-005	  4.60694E-005	 -9.53973E-006	  2.80394E-005	  2.66044E-005	  7.86416E-005	
  4.61368E+003	  2.60680E-005	 -4.92820E-005	  2.73567E-005	  3.86037E-005	  2.46862E-005	  2.19409E-005	  9.31022E-005	
  5.03311E+003	  1.08457E-005	  2.68004E-005	 -3.77443E-005	  1.02738E-005	 -4.70008E-006	  4.31053E-005	  2.73390E-005	
  5.45254E+003	 -3.08326E-005	 -5.25828E-005	 -3.72181E-005	 -1.89898E-005	  3.77389E-006	 -3.45335E-005	 -4.54454E-005	
  5.87197E+003	  2.35708E-005	  2.99479E-005	 -1.60218E-005	  8.84730E-006	  2.90662E-005	  3.04462E-005	  5.91387E-005	
  6.29140E+003	 -2.08257E-005	 -3.67506E-005	 -3.53510E-005	 -4.92500E-005	 -2.89652E-005	 -2.51028E-005	  5.04656E-005	

"Count Rate"
       0.11719	     267.35104
       0.23438	     254.97330
       0.35156	     277.88495
       0.46875	     263.43286
       0.58594	     280.20685
       0.70313	     260.05243
       0.82031	     268.78516
       0.93750	     259.42929
       1.05469	     271.96924
       1.17188	     274.52161
       1.28906	     264.49136
       1.40625	     259.21588
       1.52344	     265.68646
       1.64063	     267.82910
       1.75781	     260.45364
       1.87500	     274.78625
       1.99219	     269.93759
       2.10938	     272.83142
       2.22656	     286.89084
       2.34375	     270.42416
       2.46094	     268.64859
       2.57813	     274.29968
       2.69531	     243.97842
       2.81250	     256.74033
       2.92969	     271.39731
       3.04688	     271.96924
       3.16406	     280.23245
       3.28125	     274.22284
       3.39844	     276.91180
       3.51563	     262.74994
       3.63281	     266.04498
       3.75000	     260.53903
       3.86719	     261.93045
       3.98438	     256.33057
       4.10156	     264.40601
       4.21875	     249.80878
       4.33594	     259.69391
       4.45313	     266.63400
       4.57031	     258.13174
       4.68750	     276.48499
       4.80469	     253.22334
       4.92188	     269.65588
       5.03906	     260.12073
       5.15625	     270.44977
       5.27344	     268.69980
       5.39063	     275.06793
       5.50781	     264.15845
       5.62500	     272.72897
       5.74219	     270.62048
       5.85938	     261.71704
       5.97656	     271.31195
       6.09375	     270.18512
       6.21094	     272.13144
       6.32813	     269.06686
       6.44531	     265.86572
       6.56250	     266.24133
       6.67969	     269.45102
       6.79688	     265.11453
       6.91406	     267.47910
       7.03125	     281.19708
       7.14844	     283.20313
       7.26563	     256.41595
       7.38281	     255.69035
       7.50000	     279.35321
       7.61719	     264.81573
       7.73438	     261.60608
       7.85156	     259.04514
       7.96875	     277.97031
       8.08594	     270.56073
       8.20313	     270.34732
       8.32031	     278.82394
       8.43750	     254.58063
       8.55469	     264.73038
       8.67188	     264.30356
       8.78906	     262.90359
       8.90625	     264.97794
       9.02344	     269.07541
       9.14063	     269.34003
       9.25781	     266.51450
       9.37500	     263.65479
       9.49219	     278.03006
       9.60938	     274.04358
       9.72656	     262.86945
       9.84375	     272.94238
       9.96094	     270.57782
      10.07813	     251.49899
      10.19531	     272.22534
      10.31250	     262.70724
      10.42969	     261.25607
      10.54688	     263.26212
      10.66406	     273.03629
      10.78125	     267.24008
      10.89844	     269.52783
      11.01563	     265.78036
      11.13281	     269.39124
      11.25000	     259.02808
      11.36719	     268.22177
      11.48438	     279.52393
      11.60156	     268.10226
      11.71875	     287.04449
      11.83594	     279.86539
      11.95313	     267.46204
      12.07031	     265.19989
      12.18750	     273.94113
      12.30469	     273.70212
      12.42188	     265.95108
      12.53906	     279.78003
      12.65625	     267.62421
      12.77344	     266.28400
      12.89063	     268.73395
      13.00781	     268.06812
      13.12500	     259.62561
      13.24219	     272.35336
      13.35938	     261.67435
      13.47656	     270.63757
      13.59375	     271.84973
      13.71094	     262.46823
      13.82813	     271.68753
      13.94531	     274.00943
      14.06250	     262.18655
      14.17969	     265.02914
      14.29688	     263.71454
      14.41406	     259.74515
      14.53125	     272.42166
      14.64844	     260.25732
      14.76563	     256.02328
      14.88281	     265.19989
      15.00000	     263.12555
      15.11719	     274.47894
      15.23438	     267.06082
      15.35156	     246.89787
      15.46875	     269.69003
      15.58594	     283.31409
      15.70313	     277.68863
      15.82031	     257.43176
      15.93750	     279.08859
      16.05469	     281.53000
      16.17188	     275.10208
      16.28906	     267.95712
      16.40625	     268.89615
      16.52344	     264.28650
      16.64063	     269.16077
      16.75781	     277.44107
      16.87500	     265.84012
      16.99219	     274.64111
      17.10938	     273.23264
      17.22656	     279.01175
      17.34375	     259.89880
      17.46094	     272.91678
      17.57813	     265.35355
      17.69531	     275.48624
      17.81250	     281.76047
      17.92969	     267.70105
      18.04688	     277.68008
      18.16406	     277.25327
      18.28125	     279.41296
      18.39844	     269.78394
      18.51563	     279.33615
      18.63281	     260.63290
      18.75000	     275.02527
      18.86719	     264.95233
      18.98438	     262.34021
      19.10156	     262.06702
      19.21875	     265.85718
      19.33594	     271.23511
      19.45313	     262.38287
      19.57031	     264.64502
      19.68750	     257.32935
      19.80469	     262.89505
      19.92188	     284.03116
      20.03906	     261.39267
      20.15625	     252.81358
      20.27344	     262.52798
      20.39063	     278.17520
      20.50781	     278.71298
      20.62500	     264.41455
      20.74219	     272.78018
      20.85938	     270.44122
      20.97656	     255.76718
      21.09375	     273.12164
      21.21094	     278.62762
      21.32813	     271.29486
      21.44531	     272.53265
      21.56250	     264.60233
      21.67969	     253.80380
      21.79688	     270.68024
      21.91406	     276.90326
      22.03125	     284.37262
      22.14844	     273.74481
      22.26563	     259.50610
      22.38281	     275.33258
      22.50000	     264.73892
      22.61719	     272.01193
      22.73438	     272.88263
      22.85156	     268.23883
      22.96875	     276.00696
      23.08594	     261.45242
      23.20313	     261.87924
      23.32031	     278.15811
      23.43750	     258.36224
      23.55469	     263.05725
      23.67188	     270.96194
      23.78906	     260.82925
      23.90625	     251.02948
      24.02344	     265.02914
      24.14063	     263.84259
      24.25781	     262.14386
      24.37500	     271.86679
      24.49219	     271.42291
      24.60938	     269.88635
      24.72656	     272.52411
      24.84375	     265.16574
      24.96094	     271.71313
      25.07813	     253.23187
      25.19531	     262.61337
      25.31250	     259.95001
      25.42969	     275.48624
      25.54688	     275.93866
      25.66406	     262.16946
      25.78125	     263.55237
      25.89844	     253.86357
      26.01563	     280.79587
      26.13281	     275.49475
      26.25000	     272.95947
      26.36719	     269.47662
      26.48438	     280.72757
      26.60156	     280.44586
      26.71875	     263.97919
      26.83594	     271.84119
      26.95313	     258.46469
      27.07031	     262.66458
      27.18750	     263.67188
      27.30469	     278.50812
      27.42188	     261.11951
      27.53906	     267.49619
      27.65625	     270.27051
      27.77344	     271.39731
      27.89063	     259.89880
      28.00781	     264.04749
      28.12500	     255.92937
      28.24219	     261.66583
      28.35938	     266.79620
      28.47656	     278.84103
      28.59375	     263.42432
      28.71094	     253.79527
      28.82813	     271.96069
      28.94531	     268.95590
      29.06250	     278.47397
      29.17969	     272.64362
      29.29688	     272.97653
      29.41406	     262.22067
      29.53125	     277.19351
      29.64844	     262.79263
      29.76563	     277.03986
      29.88281	     262.13531
