# number, position 1[micrometer], ideal position 1 [micrometer] 
295, 466.02600000000001, 466.034799999999677
296, 465.83280000000002, 465.834799999999689
297, 465.62579999999997, 465.6347999999997
298, 465.425700000000006, 465.434799999999711
299, 465.225599999999986, 465.234799999999723
300, 465.032399999999996, 465.034799999999734
301, 464.818499999999972, 464.834799999999746
302, 464.625299999999982, 464.634799999999757
303, 464.418299999999988, 464.434799999999768
304, 464.225099999999998, 464.23479999999978
305, 464.031900000000007, 464.034799999999791
306, 463.831799999999987, 463.834799999999802
307, 463.624799999999993, 463.634799999999814
308, 463.424699999999973, 463.434799999999825
309, 463.224600000000009, 463.234799999999836
310, 463.017600000000016, 463.034799999999848
311, 462.831299999999999, 462.834799999999859
312, 462.631199999999978, 462.634799999999871
313, 462.437999999999988, 462.434799999999882
314, 462.230999999999995, 462.234799999999893
315, 462.030899999999974, 462.034799999999905
316, 461.830800000000011, 461.834799999999916
317, 461.63760000000002, 461.634799999999927
318, 461.423699999999997, 461.434799999999939
319, 461.230500000000006, 461.23479999999995
320, 461.037300000000016, 461.034799999999962
321, 460.823399999999992, 460.834799999999973
322, 460.630200000000002, 460.634799999999984
323, 460.430099999999982, 460.434799999999996
324, 460.230000000000018, 460.234800000000007
325, 460.029899999999998, 460.034800000000018
326, 459.836700000000008, 459.83480000000003
327, 459.636599999999987, 459.634800000000041
328, 459.429599999999994, 459.434800000000052
329, 459.229499999999973, 459.234800000000064
330, 459.02940000000001, 459.034800000000075
331, 458.829299999999989, 458.834800000000087
332, 458.622299999999996, 458.634800000000098
333, 458.429100000000005, 458.434800000000109
334, 458.235900000000015, 458.234800000000121
335, 458.035799999999995, 458.034800000000132
336, 457.828800000000001, 457.834800000000143
337, 457.635600000000011, 457.634800000000155
338, 457.428600000000017, 457.434800000000166
339, 457.228499999999997, 457.234800000000178
340, 457.028399999999976, 457.034800000000189
341, 456.835199999999986, 456.8348000000002
342, 456.621300000000019, 456.634800000000212
343, 456.428099999999972, 456.434800000000223
344, 456.228000000000009, 456.234800000000234
345, 456.027899999999988, 456.034800000000246
346, 455.834699999999998, 455.834800000000257
347, 455.627700000000004, 455.634800000000268
348, 455.441399999999987, 455.43480000000028
349, 455.22750000000002, 455.234800000000291
350, 455.0274, 455.034800000000303
351, 454.82729999999998, 454.834800000000314
352, 454.627200000000016, 454.634800000000325
353, 454.420199999999966, 454.434800000000337
354, 454.226999999999975, 454.234800000000348
355, 454.033799999999985, 454.034800000000359
356, 453.826799999999992, 453.834800000000371
357, 453.626699999999971, 453.634800000000382
358, 453.426600000000008, 453.434800000000394
359, 453.240299999999991, 453.234800000000405
360, 453.019499999999994, 453.034800000000416
361, 452.826300000000003, 452.834800000000428
362, 452.633100000000013, 452.634800000000439
363, 452.419199999999989, 452.43480000000045
364, 452.225999999999999, 452.234800000000462
365, 452.025899999999979, 452.034800000000473
366, 451.825800000000015, 451.834800000000484
367, 451.625699999999995, 451.634800000000496
368, 451.425599999999974, 451.434800000000507
369, 451.239300000000014, 451.234800000000519
370, 451.025399999999991, 451.03480000000053
371, 450.82529999999997, 450.834800000000541
372, 450.625200000000007, 450.634800000000553
373, 450.425099999999986, 450.434800000000564
374, 450.218099999999993, 450.234800000000575
375, 450.017999999999972, 450.034800000000587
376, 449.831700000000012, 449.834800000000598
377, 449.624700000000018, 449.63480000000061
378, 449.424599999999998, 449.434800000000621
379, 449.224499999999978, 449.234800000000632
380, 449.038200000000018, 449.034800000000644
381, 448.831199999999967, 448.834800000000655
382, 448.624199999999973, 448.634800000000666
383, 448.430999999999983, 448.434800000000678
384, 448.237799999999993, 448.234800000000689
385, 448.030799999999999, 448.0348000000007
386, 447.830699999999979, 447.834800000000712
387, 447.630600000000015, 447.634800000000723
388, 447.430499999999995, 447.434800000000735
389, 447.230399999999975, 447.234800000000746
390, 447.037199999999984, 447.034800000000757
391, 446.837100000000021, 446.834800000000769
392, 446.63009999999997, 446.63480000000078
393, 446.430000000000007, 446.434800000000791
394, 446.229899999999986, 446.234800000000803
395, 446.029799999999966, 446.034800000000814
396, 445.815899999999999, 445.834800000000826
397, 445.643399999999986, 445.634800000000837
398, 445.429500000000019, 445.434800000000848
399, 445.236299999999972, 445.23480000000086
400, 445.029299999999978, 445.034800000000871
401, 444.829200000000014, 444.834800000000882
402, 444.635999999999967, 444.634800000000894
403, 444.4221, 444.434800000000905
404, 444.235799999999983, 444.234800000000916
405, 444.02879999999999, 444.034800000000928
406, 443.828699999999969, 443.834800000000939
407, 443.628600000000006, 443.634800000000951
408, 443.428499999999985, 443.434800000000962
