# number, position 1[micrometer], ideal position 1 [micrometer] 
348, 4304.37179999999989, 4304.37900000006357
349, 4304.17169999999987, 4304.17900000006375
350, 4303.97159999999985, 4303.97900000006393
351, 4303.77149999999983, 4303.77900000006412
352, 4303.5644999999995, 4303.5790000000643
353, 4303.37820000000011, 4303.37900000006448
354, 4303.17810000000009, 4303.17900000006466
355, 4302.97109999999975, 4302.97900000006484
356, 4302.77099999999973, 4302.77900000006503
357, 4302.57780000000002, 4302.57900000006521
358, 4302.36390000000029, 4302.37900000006539
359, 4302.16380000000026, 4302.17900000006557
360, 4301.97749999999996, 4301.97900000006575
361, 4301.77739999999994, 4301.77900000006593
362, 4301.57039999999961, 4301.57900000006612
363, 4301.3771999999999, 4301.3790000000663
364, 4301.17019999999957, 4301.17900000006648
365, 4300.97699999999986, 4300.97900000006666
366, 4300.76310000000012, 4300.77900000006684
367, 4300.57679999999982, 4300.57900000006703
368, 4300.3766999999998, 4300.37900000006721
369, 4300.16280000000006, 4300.17900000006739
370, 4299.96960000000036, 4299.97900000006757
371, 4299.76950000000033, 4299.77900000006775
372, 4299.56940000000031, 4299.57900000006794
373, 4299.36930000000029, 4299.37900000006812
374, 4299.17609999999968, 4299.1790000000683
375, 4298.98980000000029, 4298.97900000006848
376, 4298.76209999999992, 4298.77900000006866
377, 4298.57579999999962, 4298.57900000006885
378, 4298.36189999999988, 4298.37900000006903
379, 4298.16870000000017, 4298.17900000006921
380, 4297.96860000000015, 4297.97900000006939
381, 4297.78229999999985, 4297.77900000006957
382, 4297.58219999999983, 4297.57900000006975
383, 4297.3751999999995, 4297.37900000006994
384, 4297.17509999999947, 4297.17900000007012
385, 4296.97500000000036, 4296.9790000000703
386, 4296.77490000000034, 4296.77900000007048
387, 4296.57480000000032, 4296.57900000007066
388, 4296.38159999999971, 4296.37900000007085
389, 4296.18149999999969, 4296.17900000007103
390, 4295.96759999999995, 4295.97900000007121
391, 4295.77440000000024, 4295.77900000007139
392, 4295.57430000000022, 4295.57900000007157
393, 4295.3742000000002, 4295.37900000007176
394, 4295.16719999999987, 4295.17900000007194
395, 4294.98089999999956, 4294.97900000007212
396, 4294.78769999999986, 4294.7790000000723
397, 4294.57380000000012, 4294.57900000007248
398, 4294.3737000000001, 4294.37900000007266
399, 4294.17360000000008, 4294.17900000007285
400, 4293.97350000000006, 4293.97900000007303
401, 4293.76649999999972, 4293.77900000007321
402, 4293.57330000000002, 4293.57900000007339
403, 4293.38010000000031, 4293.37900000007357
404, 4293.17309999999998, 4293.17900000007376
405, 4292.97299999999996, 4292.97900000007394
406, 4292.77289999999994, 4292.77900000007412
407, 4292.57279999999992, 4292.5790000000743
408, 4292.37960000000021, 4292.37900000007448
409, 4292.17259999999987, 4292.17900000007467
410, 4291.97940000000017, 4291.97900000007485
411, 4291.77239999999983, 4291.77900000007503
412, 4291.57229999999981, 4291.57900000007521
413, 4291.37219999999979, 4291.37900000007539
414, 4291.17209999999977, 4291.17900000007558
415, 4290.96510000000035, 4290.97900000007576
416, 4290.77189999999973, 4290.77900000007594
417, 4290.58560000000034, 4290.57900000007612
418, 4290.37860000000001, 4290.3790000000763
419, 4290.17159999999967, 4290.17900000007648
420, 4289.97149999999965, 4289.97900000007667
421, 4289.77139999999963, 4289.77900000007685
422, 4289.56440000000021, 4289.57900000007703
423, 4289.36430000000018, 4289.37900000007721
424, 4289.1849000000002, 4289.17900000007739
425, 4288.97099999999955, 4288.97900000007758
426, 4288.77089999999953, 4288.77900000007776
427, 4288.57079999999951, 4288.57900000007794
428, 4288.3775999999998, 4288.37900000007812
429, 4288.17060000000038, 4288.1790000000783
430, 4287.97050000000036, 4287.97900000007849
431, 4287.78420000000006, 4287.77900000007867
432, 4287.57030000000032, 4287.57900000007885
433, 4287.3702000000003, 4287.37900000007903
434, 4287.17010000000028, 4287.17900000007921
435, 4286.97000000000025, 4286.9790000000794
436, 4286.76990000000023, 4286.77900000007958
437, 4286.5628999999999, 4286.57900000007976
438, 4286.3765999999996, 4286.37900000007994
439, 4286.17649999999958, 4286.17900000008012
440, 4285.96950000000015, 4285.9790000000803
441, 4285.76940000000013, 4285.77900000008049
442, 4285.56930000000011, 4285.57900000008067
443, 4285.36920000000009, 4285.37900000008085
444, 4285.16219999999976, 4285.17900000008103
445, 4284.97590000000037, 4284.97900000008121
446, 4284.77580000000034, 4284.7790000000814
447, 4284.56880000000001, 4284.57900000008158
448, 4284.36869999999999, 4284.37900000008176
449, 4284.18239999999969, 4284.17900000008194
450, 4283.97540000000026, 4283.97900000008212
451, 4283.77530000000024, 4283.77900000008231
452, 4283.58209999999963, 4283.57900000008249
453, 4283.38199999999961, 4283.37900000008267
454, 4283.16809999999987, 4283.17900000008285
455, 4282.97490000000016, 4282.97900000008303
456, 4282.77480000000014, 4282.77900000008322
457, 4282.57470000000012, 4282.5790000000834
458, 4282.36769999999979, 4282.37900000008358
459, 4282.1882999999998, 4282.17900000008376
460, 4281.98130000000037, 4281.97900000008394
461, 4281.77430000000004, 4281.77900000008412
462, 4281.57420000000002, 4281.57900000008431
463, 4281.3741, 4281.37900000008449
464, 4281.16709999999966, 4281.17900000008467
465, 4280.96699999999964, 4280.97900000008485
466, 4280.77379999999994, 4280.77900000008503
467, 4280.58060000000023, 4280.57900000008522
468, 4280.3735999999999, 4280.3790000000854
469, 4280.17349999999988, 4280.17900000008558
470, 4279.98030000000017, 4279.97900000008576
471, 4279.77329999999984, 4279.77900000008594
472, 4279.58010000000013, 4279.57900000008613
473, 4279.37309999999979, 4279.37900000008631
474, 4279.17990000000009, 4279.17900000008649
475, 4278.96600000000035, 4278.97900000008667
476, 4278.77279999999973, 4278.77900000008685
477, 4278.57269999999971, 4278.57900000008704
478, 4278.37259999999969, 4278.37900000008722
479, 4278.17249999999967, 4278.1790000000874
480, 4277.97239999999965, 4277.97900000008758
481, 4277.77919999999995, 4277.77900000008776
482, 4277.57219999999961, 4277.57900000008794
483, 4277.37899999999991, 4277.37900000008813
484, 4277.17199999999957, 4277.17900000008831
485, 4276.97189999999955, 4276.97900000008849
486, 4276.76490000000013, 4276.77900000008867
487, 4276.57169999999951, 4276.57900000008885
488, 4276.3784999999998, 4276.37900000008904
489, 4276.17150000000038, 4276.17900000008922
490, 4275.97140000000036, 4275.9790000000894
491, 4275.77819999999974, 4275.77900000008958
492, 4275.57120000000032, 4275.57900000008976
493, 4275.3711000000003, 4275.37900000008995
494, 4275.17100000000028, 4275.17900000009013
495, 4274.97779999999966, 4274.97900000009031
496, 4274.76389999999992, 4274.77900000009049
497, 4274.57070000000022, 4274.57900000009067
498, 4274.37060000000019, 4274.37900000009085
499, 4274.17050000000017, 4274.17900000009104
500, 4273.96349999999984, 4273.97900000009122
501, 4273.77719999999954, 4273.7790000000914
502, 4273.59090000000015, 4273.57900000009158
503, 4273.37010000000009, 4273.37900000009176
504, 4273.17000000000007, 4273.17900000009195
505, 4272.96990000000005, 4272.97900000009213
506, 4272.76980000000003, 4272.77900000009231
507, 4272.5627999999997, 4272.57900000009249
508, 4272.36959999999999, 4272.37900000009267
509, 4272.17640000000029, 4272.17900000009286
510, 4271.96249999999964, 4271.97900000009304
511, 4271.77620000000024, 4271.77900000009322
512, 4271.56919999999991, 4271.5790000000934
513, 4271.36909999999989, 4271.37900000009358
514, 4271.16899999999987, 4271.17900000009377
515, 4270.97580000000016, 4270.97900000009395
516, 4270.77570000000014, 4270.77900000009413
517, 4270.56179999999949, 4270.57900000009431
518, 4270.3755000000001, 4270.37900000009449
519, 4270.16849999999977, 4270.17900000009467
520, 4269.97530000000006, 4269.97900000009486
521, 4269.77520000000004, 4269.77900000009504
522, 4269.57510000000002, 4269.57900000009522
523, 4269.38879999999972, 4269.3790000000954
524, 4269.18180000000029, 4269.17900000009558
525, 4268.97479999999996, 4268.97900000009577
526, 4268.77469999999994, 4268.77900000009595
527, 4268.57459999999992, 4268.57900000009613
528, 4268.36759999999958, 4268.37900000009631
529, 4268.16749999999956, 4268.17900000009649
530, 4267.98120000000017, 4267.97900000009668
531, 4267.77419999999984, 4267.77900000009686
532, 4267.57409999999982, 4267.57900000009704
533, 4267.3739999999998, 4267.37900000009722
534, 4267.18080000000009, 4267.1790000000974
535, 4266.97379999999976, 4266.97900000009759
536, 4266.77369999999974, 4266.77900000009777
537, 4266.58740000000034, 4266.57900000009795
538, 4266.37349999999969, 4266.37900000009813
539, 4266.18029999999999, 4266.17900000009831
540, 4265.96640000000025, 4265.97900000009849
541, 4265.77319999999963, 4265.77900000009868
542, 4265.56620000000021, 4265.57900000009886
543, 4265.36610000000019, 4265.37900000009904
544, 4265.1867000000002, 4265.17900000009922
545, 4264.97969999999987, 4264.9790000000994
546, 4264.77269999999953, 4264.77900000009959
547, 4264.57259999999951, 4264.57900000009977
548, 4264.37249999999949, 4264.37900000009995
549, 4264.17240000000038, 4264.17900000010013
550, 4263.96540000000005, 4263.97900000010031
551, 4263.77909999999974, 4263.7790000001005
552, 4263.57210000000032, 4263.57900000010068
553, 4263.3720000000003, 4263.37900000010086
554, 4263.17190000000028, 4263.17900000010104
555, 4262.97869999999966, 4262.97900000010122
556, 4262.77170000000024, 4262.77900000010141
557, 4262.57160000000022, 4262.57900000010159
558, 4262.39220000000023, 4262.37900000010177
559, 4262.16449999999986, 4262.17900000010195
560, 4261.97130000000016, 4261.97900000010213
561, 4261.76429999999982, 4261.77900000010231
562, 4261.5641999999998, 4261.5790000001025
563, 4261.37100000000009, 4261.37900000010268
564, 4261.17090000000007, 4261.17900000010286
565, 4260.97770000000037, 4260.97900000010304
566, 4260.78449999999975, 4260.77900000010322
567, 4260.57060000000001, 4260.57900000010341
568, 4260.38429999999971, 4260.37900000010359
569, 4260.15660000000025, 4260.17900000010377
570, 4259.97029999999995, 4259.97900000010395
571, 4259.75640000000021, 4259.77900000010413
572, 4259.57009999999991, 4259.57900000010432
573, 4259.37690000000021, 4259.3790000001045
574, 4259.17680000000018, 4259.17900000010468
575, 4258.96979999999985, 4258.97900000010486
576, 4258.77660000000014, 4258.77900000010504
577, 4258.56959999999981, 4258.57900000010522
578, 4258.36949999999979, 4258.37900000010541
579, 4258.16939999999977, 4258.17900000010559
580, 4257.97620000000006, 4257.97900000010577
581, 4257.76230000000032, 4257.77900000010595
582, 4257.56909999999971, 4257.57900000010613
583, 4257.36899999999969, 4257.37900000010632
584, 4257.16889999999967, 4257.1790000001065
585, 4256.96879999999965, 4256.97900000010668
586, 4256.77559999999994, 4256.77900000010686
587, 4256.58929999999964, 4256.57900000010704
588, 4256.3753999999999, 4256.37900000010723
589, 4256.17529999999988, 4256.17900000010741
590, 4255.97519999999986, 4255.97900000010759
591, 4255.77509999999984, 4255.77900000010777
592, 4255.5680999999995, 4255.57900000010795
593, 4255.3748999999998, 4255.37900000010814
594, 4255.18170000000009, 4255.17900000010832
595, 4254.97469999999976, 4254.9790000001085
596, 4254.77459999999974, 4254.77900000010868
597, 4254.57449999999972, 4254.57900000010886
598, 4254.38130000000001, 4254.37900000010904
599, 4254.16740000000027, 4254.17900000010923
600, 4253.98109999999997, 4253.97900000010941
601, 4253.78099999999995, 4253.77900000010959
602, 4253.56710000000021, 4253.57900000010977
603, 4253.37389999999959, 4253.37900000010995
604, 4253.16690000000017, 4253.17900000011014
605, 4252.97369999999955, 4252.97900000011032
606, 4252.76670000000013, 4252.7790000001105
607, 4252.58039999999983, 4252.57900000011068
608, 4252.38720000000012, 4252.37900000011086
609, 4252.17330000000038, 4252.17900000011105
610, 4251.97320000000036, 4251.97900000011123
611, 4251.77310000000034, 4251.77900000011141
612, 4251.57300000000032, 4251.57900000011159
613, 4251.36599999999999, 4251.37900000011177
614, 4251.17280000000028, 4251.17900000011196
615, 4250.97959999999966, 4250.97900000011214
616, 4250.76569999999992, 4250.77900000011232
617, 4250.57939999999962, 4250.5790000001125
618, 4250.3724000000002, 4250.37900000011268
619, 4250.17230000000018, 4250.17900000011286
620, 4249.97220000000016, 4249.97900000011305
621, 4249.77210000000014, 4249.77900000011323
622, 4249.57889999999952, 4249.57900000011341
623, 4249.36499999999978, 4249.37900000011359
624, 4249.17180000000008, 4249.17900000011377
625, 4248.97170000000006, 4248.97900000011396
626, 4248.77160000000003, 4248.77900000011414
627, 4248.57150000000001, 4248.57900000011432
628, 4248.37139999999999, 4248.3790000001145
629, 4248.18509999999969, 4248.17900000011468
630, 4247.97119999999995, 4247.97900000011487
631, 4247.77800000000025, 4247.77900000011505
632, 4247.57099999999991, 4247.57900000011523
