ALV-5000/E-WIN Data
Date :	""
Time :	""
Samplename : 	"noTrip__noBleach__IsatRel2_"
SampMemo(0) : 	""
SampMemo(1) : 	""
SampMemo(2) : 	""
SampMemo(3) : 	""
SampMemo(4) : 	""
SampMemo(5) : 	""
SampMemo(6) : 	""
SampMemo(7) : 	""
SampMemo(8) : 	""
SampMemo(9) : 	""
Temperature [K] :	     298.16000
Viscosity [cp]  :	       0.89000
Refractive Index:	       1.33200
Wavelength [nm] :	     488.000000
Angle [°]       :	      90.00000
Duration [s]    :	     2.000000
Runs            :	         1
Mode            :	"SINGLE AUTO CH0"
MeanCR0 [kHz]   :	       0.000000
MeanCR1 [kHz]   :	       0.000000

"Correlation"
         0.001	        2.7064
        0.0015	        2.7081
         0.002	        2.7001
        0.0025	        2.6911
         0.003	        2.6851
        0.0035	        2.6761
         0.004	          2.67
         0.005	        2.6601
         0.006	        2.6501
         0.007	        2.6377
         0.008	        2.6279
          0.01	        2.6016
         0.012	        2.5794
         0.014	        2.5556
         0.016	        2.5364
          0.02	        2.4946
         0.024	        2.4551
         0.028	        2.4193
         0.032	        2.3857
          0.04	        2.3216
         0.048	        2.2638
         0.056	        2.2121
         0.064	        2.1639
          0.08	        2.0793
         0.096	        2.0035
         0.112	        1.9406
         0.128	        1.8851
          0.16	        1.7934
         0.192	        1.7199
         0.224	        1.6625
         0.256	        1.6178
          0.32	        1.5418
         0.384	        1.4772
         0.448	        1.4246
         0.512	        1.3812
          0.64	        1.3097
         0.768	        1.2661
         0.896	        1.2394
         1.024	        1.2143
          1.28	        1.1713
         1.536	        1.1618
         1.792	        1.1443
         2.048	        1.1293
          2.56	        1.1082
         3.072	        1.1045
         3.584	        1.1046
         4.096	        1.0971
          5.12	        1.1062
         6.144	        1.0778
         7.168	        1.0683
         8.192	        1.0774
         10.24	        1.0717
        12.288	        1.0635
        14.336	        1.0776
        16.384	        1.0647
         20.48	        1.0426
        24.576	        1.0425
        28.672	        1.0225
        32.768	        1.0215
         40.96	        1.0357
        49.152	        1.0336
        57.344	        1.0304
        65.536	        1.0232
         81.92	        1.0042
        98.304	       0.98485
        114.69	       0.98278
        131.07	       0.97586

"Count Rate"
       0.00000	     759.00000
       0.00500	    1383.40000
       0.01000	    1366.00000
       0.01500	     505.60000
       0.02000	     473.00000
       0.02500	     617.00000
       0.03000	     470.80000
       0.03500	     275.20000
       0.04000	     600.00000
       0.04500	     470.80000
       0.05000	     639.00000
       0.05500	    1286.60000
       0.06000	    1241.80000
       0.06500	    1250.60000
       0.07000	     827.80000
       0.07500	    1055.60000
       0.08000	     904.00000
       0.08500	    1546.40000
       0.09000	     395.60000
       0.09500	     504.60000
       0.10000	    1247.60000
       0.10500	     273.80000
       0.11000	     833.40000
       0.11500	     589.60000
       0.12000	    1022.80000
       0.12500	    1157.80000
       0.13000	     467.60000
       0.13500	     267.40000
       0.14000	     547.60000
       0.14500	     427.00000
       0.15000	     532.40000
       0.15500	     561.20000
       0.16000	     395.60000
       0.16500	     207.60000
       0.17000	     685.20000
       0.17500	     584.80000
       0.18000	     810.40000
       0.18500	     887.20000
       0.19000	     871.40000
       0.19500	     614.80000
       0.20000	     595.80000
       0.20500	     765.60000
       0.21000	    1107.60000
       0.21500	     742.40000
       0.22000	     701.20000
       0.22500	     915.80000
       0.23000	    1251.80000
       0.23500	     900.00000
       0.24000	    1341.00000
       0.24500	    1134.40000
       0.25000	     749.20000
       0.25500	     754.80000
       0.26000	     577.20000
       0.26500	    1712.20000
       0.27000	    1433.60000
       0.27500	     323.20000
       0.28000	    1374.40000
       0.28500	     613.00000
       0.29000	    1034.80000
       0.29500	     828.60000
       0.30000	     593.00000
       0.30500	     948.80000
       0.31000	    2260.80000
       0.31500	    1571.80000
       0.32000	    1356.80000
       0.32500	    1341.00000
       0.33000	     776.60000
       0.33500	     918.40000
       0.34000	     359.20000
       0.34500	     935.00000
       0.35000	     493.20000
       0.35500	    1055.80000
       0.36000	    1120.60000
       0.36500	    1068.40000
       0.37000	     785.00000
       0.37500	     562.20000
       0.38000	    1144.00000
       0.38500	     566.80000
       0.39000	     786.00000
       0.39500	     765.60000
       0.40000	     977.20000
       0.40500	     589.20000
       0.41000	     275.20000
       0.41500	     488.00000
       0.42000	     925.80000
       0.42500	     390.80000
       0.43000	     589.00000
       0.43500	     489.80000
       0.44000	     610.00000
       0.44500	     344.20000
       0.45000	     238.60000
       0.45500	     427.80000
       0.46000	     959.60000
       0.46500	     902.80000
       0.47000	     665.20000
       0.47500	     844.60000
       0.48000	     312.40000
       0.48500	     558.80000
       0.49000	     416.40000
       0.49500	     476.00000
       0.50000	     961.60000
       0.50500	     909.20000
       0.51000	    1024.20000
       0.51500	     268.00000
       0.52000	     247.20000
       0.52500	     815.00000
       0.53000	     262.00000
       0.53500	     336.00000
       0.54000	     189.80000
       0.54500	     913.80000
       0.55000	     839.80000
       0.55500	     500.00000
       0.56000	     703.60000
       0.56500	     997.80000
       0.57000	     329.80000
       0.57500	     522.20000
       0.58000	     979.40000
       0.58500	    1684.00000
       0.59000	    1167.00000
       0.59500	     408.20000
       0.60000	     438.20000
       0.60500	     713.20000
       0.61000	    1178.20000
       0.61500	     644.20000
       0.62000	    1156.80000
       0.62500	     703.00000
       0.63000	    1341.60000
       0.63500	    1322.00000
       0.64000	    1629.40000
       0.64500	    1330.20000
       0.65000	    1206.60000
       0.65500	     834.40000
       0.66000	     863.60000
       0.66500	     482.60000
       0.67000	     490.20000
       0.67500	     920.20000
       0.68000	     558.80000
       0.68500	     506.60000
       0.69000	     923.20000
       0.69500	     528.60000
       0.70000	     306.00000
       0.70500	     516.00000
       0.71000	     781.60000
       0.71500	    1267.80000
       0.72000	     667.20000
       0.72500	     224.40000
       0.73000	     317.60000
       0.73500	     363.80000
       0.74000	     559.80000
       0.74500	     759.40000
       0.75000	     530.80000
       0.75500	     870.80000
       0.76000	     386.40000
       0.76500	     500.60000
       0.77000	     675.00000
       0.77500	    1294.00000
       0.78000	     849.20000
       0.78500	     497.20000
       0.79000	    2035.20000
       0.79500	     842.40000
       0.80000	     385.00000
       0.80500	     932.60000
       0.81000	     254.00000
       0.81500	     384.80000
       0.82000	     640.60000
       0.82500	     416.40000
       0.83000	     833.40000
       0.83500	     833.40000
       0.84000	     832.20000
       0.84500	    1074.00000
       0.85000	    1344.00000
       0.85500	     561.60000
       0.86000	     764.60000
       0.86500	     613.60000
       0.87000	     441.40000
       0.87500	    1088.80000
       0.88000	     424.80000
       0.88500	     152.00000
       0.89000	     687.80000
       0.89500	     977.80000
