0.00206, 2.56518
0.00412, 2.29938
0.00618, 2.06369
0.00824, 1.8228
0.0103, 1.70088
0.01236, 1.60403
0.01442, 1.54273
0.01648, 1.52696
0.01854, 1.41343
0.0206, 1.30782
0.02266, 1.22522
0.02472, 1.12742
0.02678, 1.09923
0.02884, 1.04426
0.0309, 1.03388
0.03296, 1.00092
0.03708, 0.9226
0.0412, 0.872094
0.04532, 0.866002
0.04944, 0.795253
0.05356, 0.704132
0.05768, 0.678377
0.0618, 0.710222
0.06592, 0.671507
0.07004, 0.571663
0.07416, 0.527799
0.07828, 0.511061
0.0824, 0.499048
0.08652, 0.465035
0.09064, 0.420523
0.09476, 0.40583
0.09888, 0.394676
0.10712, 0.366342
0.11536, 0.34698
0.1236, 0.334529
0.13184, 0.315708
0.14008, 0.269739
0.14832, 0.233307
0.15656, 0.193705
0.1648, 0.148264
0.17304, 0.0737856
0.18128, 0.0494007
0.18952, 0.0214561
0.19776, 0.0171599
0.206, 0.0626808
0.21424, 0.127613
0.22248, 0.0926514
0.23072, 0.0809176
0.2472, 0.0578671
0.26368, 0.0619017
0.28016, 0.0433853
0.29664, 0.0396508
0.31312, 0.101726
0.3296, 0.065974
0.34608, 0.00296181
0.36256, 0.018602
0.37904, 0.0449648
0.39552, 0.0686084
0.412, 0.0733098
0.42848, 0.0364058
0.44496, 0.0541638
0.46144, 0.100562
0.47792, 0.112383
0.4944, 0.141974
0.52736, 0.24162
0.56032, 0.315643
0.59328, 0.360652
0.62624, 0.319902
0.6592, 0.0898366
0.69216, -0.0155695
0.72512, -0.0171304
0.75808, 0.0636924
0.79104, 0.126096
0.824, 0.141819
0.85696, 0.0914543
0.88992, 0.115917
0.92288, 0.13046
0.95584, 0.0493893
0.9888, -0.0670604
1.02176, -0.0535425
1.08768, -0.0444347
1.1536, -0.0393729
1.21952, -0.0438389
1.28544, -0.063107
1.35136, -0.0414544
1.41728, 0.126778
1.4832, 0.100244
1.54912, 0.0948575
1.61504, -0.0523314
1.68096, -0.0948313
1.74688, -0.0118708
1.8128, 0.0156917
1.87872, 0.0206143
1.94464, -0.0230869
2.01056, -0.0049112
2.07648, -0.0274203
2.20832, -0.000188611
2.34016, 0.0325481
2.472, 0.116263
2.60384, 0.0598185
2.73568, 0.0434979
2.86752, 0.0046555
2.99936, -0.028089
3.1312, -0.087412
3.26304, 0.0277688
3.39488, 0.0565013
3.52672, -0.0353636
3.65856, -0.032268
3.7904, -0.0805153
3.92224, -0.0794743
4.05408, -0.0617418
4.18592, 0.0669669
4.4496, 0.0415799
4.71328, -0.0148398
4.97696, -0.0764236
5.24064, -0.00450284
5.50432, -0.0764795
5.768, -0.0953661
6.03168, -0.165125
6.29536, -0.0740316
6.55904, 0.107918
6.82272, 0.0129694
7.0864, 0.00457778
7.35008, -0.0480747
7.61376, -0.0388768
7.87744, -0.0263309
8.14112, -0.131098
8.4048, -0.046668
8.93216, 0.00398389
9.45952, 0.0376206
9.98688, 0.15849
10.5142, 0.0340723
11.0416, -0.0783296
11.569, 0.0181239
12.0963, -0.019676
12.6237, -0.0915202
13.151, -0.0886123
13.6784, -0.0112617
14.2058, 0.322264
14.7331, 0.0492881
15.2605, -0.111335
15.7878, 0.00390496
16.3152, 0.0540639
16.8426, 0.0498133
17.8973, -0.0167015
18.952, 0.020073
20.0067, 0


0.00206, 2.58342
0.00412, 2.27231
0.00618, 2.00979
0.00824, 1.81686
0.0103, 1.70145
0.01236, 1.61904
0.01442, 1.51803
0.01648, 1.4402
0.01854, 1.37707
0.0206, 1.34826
0.02266, 1.28416
0.02472, 1.20503
0.02678, 1.09621
0.02884, 1.0178
0.0309, 0.971297
0.03296, 0.908438
0.03708, 0.812551
0.0412, 0.737046
0.04532, 0.651907
0.04944, 0.560883
0.05356, 0.527827
0.05768, 0.574901
0.0618, 0.578485
0.06592, 0.575747
0.07004, 0.561393
0.07416, 0.522904
0.07828, 0.517839
0.0824, 0.490882
0.08652, 0.44409
0.09064, 0.37999
0.09476, 0.358506
0.09888, 0.338501
0.10712, 0.283969
0.11536, 0.220246
0.1236, 0.205633
0.13184, 0.192322
0.14008, 0.155957
0.14832, 0.133148
0.15656, 0.136033
0.1648, 0.0887797
0.17304, 0.0636843
0.18128, 0.0757605
0.18952, 0.0689885
0.19776, 0.0574853
0.206, 0.0991126
0.21424, 0.0891029
0.22248, 0.092306
0.23072, 0.0653232
0.2472, 0.0180195
0.26368, -0.0228513
0.28016, -0.0121502
0.29664, 0.00844891
0.31312, 0.0645735
0.3296, 0.0624102
0.34608, 0.0446296
0.36256, 0.0926568
0.37904, 0.104675
0.39552, 0.098862
0.412, 0.11444
0.42848, 0.057324
0.44496, 0.0333899
0.46144, 0.000117251
0.47792, 0.0109733
0.4944, 0.00975601
0.52736, 0.0301771
0.56032, 0.142692
0.59328, 0.189111
0.62624, 0.119529
0.6592, 0.0269202
0.69216, 0.0618309
0.72512, 0.0354952
0.75808, 0.0892649
0.79104, 0.225357
0.824, 0.142258
0.85696, 0.00169962
0.88992, -0.0535841
0.92288, -0.0142431
0.95584, -0.0436377
0.9888, -0.0550431
1.02176, -0.0682016
1.08768, -0.116477
1.1536, -0.118039
1.21952, -0.0905998
1.28544, -0.0990382
1.35136, 0.0766075
1.41728, 0.26658
1.4832, 0.108144
1.54912, 0.0573843
1.61504, -0.075462
1.68096, -0.109661
1.74688, 0.0158525
1.8128, -0.0431056
1.87872, -0.0538614
1.94464, 0.0237538
2.01056, -0.0703263
2.07648, -0.0717952
2.20832, -0.085803
2.34016, -0.104616
2.472, -0.0209885
2.60384, -0.0153475
2.73568, 0.000594381
2.86752, 0.0484026
2.99936, -0.0249754
3.1312, -0.118997
3.26304, 0.0452879
3.39488, 0.0441509
3.52672, -0.106791
3.65856, 0.0287105
3.7904, -0.0774686
3.92224, -0.0616184
4.05408, -0.0572091
4.18592, 0.163222
4.4496, 0.146495
4.71328, 0.127996
4.97696, -0.056904
5.24064, 0.0108471
5.50432, -0.0701462
5.768, -0.0914447
6.03168, -0.103233
6.29536, -0.0989301
6.55904, -0.0398524
6.82272, -0.0369997
7.0864, 0.00825674
7.35008, -0.0982936
7.61376, 0.0878227
7.87744, 0.0560389
8.14112, -0.130479
8.4048, -0.0307381
8.93216, -0.0495863
9.45952, 0.0282664
9.98688, 0.0346667
10.5142, 0.00587202
11.0416, -0.122698
11.569, 0.0748263
12.0963, -0.0027396
12.6237, -0.153606
13.151, -0.0677245
13.6784, -0.0234169
14.2058, 0.216081
14.7331, 0.165224
15.2605, -0.141231
15.7878, 0.244666
16.3152, -0.0192018
16.8426, 0.0445884
17.8973, -0.0164156
18.952, 0.0123526
20.0067, 0


0.00206, 2.47083
0.00412, 2.234
0.00618, 1.99731
0.00824, 1.74757
0.0103, 1.57987
0.01236, 1.42528
0.01442, 1.31197
0.01648, 1.22018
0.01854, 1.11004
0.0206, 1.03668
0.02266, 0.965277
0.02472, 0.921329
0.02678, 0.903994
0.02884, 0.897986
0.0309, 0.877115
0.03296, 0.869356
0.03708, 0.79848
0.0412, 0.717214
0.04532, 0.658926
0.04944, 0.607418
0.05356, 0.556354
0.05768, 0.504532
0.0618, 0.438174
0.06592, 0.391878
0.07004, 0.388599
0.07416, 0.410163
0.07828, 0.456261
0.0824, 0.478809
0.08652, 0.463991
0.09064, 0.430116
0.09476, 0.381027
0.09888, 0.308161
0.10712, 0.24453
0.11536, 0.21616
0.1236, 0.186547
0.13184, 0.159874
0.14008, 0.189556
0.14832, 0.241156
0.15656, 0.263101
0.1648, 0.302042
0.17304, 0.311561
0.18128, 0.292165
0.18952, 0.291176
0.19776, 0.27946
0.206, 0.288887
0.21424, 0.236078
0.22248, 0.14366
0.23072, 0.0796665
0.2472, -0.00975975
0.26368, -0.05839
0.28016, -0.109989
0.29664, -0.118151
0.31312, -0.105668
0.3296, -0.0861654
0.34608, -0.059521
0.36256, -0.0934696
0.37904, -0.0406468
0.39552, -0.0426487
0.412, -0.00840513
0.42848, -0.0148054
0.44496, -0.0187523
0.46144, -0.0507339
0.47792, -0.0523023
0.4944, -0.0421951
0.52736, -0.0695658
0.56032, -0.0629628
0.59328, -0.0448935
0.62624, -0.0259502
0.6592, 0.0376628
0.69216, 0.0104519
0.72512, 0.0414141
0.75808, 0.161892
0.79104, 0.193177
0.824, 0.129229
0.85696, 0.072291
0.88992, -0.00264844
0.92288, 0.0883458
0.95584, 0.0927265
0.9888, 0.0593231
1.02176, 0.0627834
1.08768, -0.0893935
1.1536, -0.0719892
1.21952, -0.047816
1.28544, -0.0817734
1.35136, -0.0122055
1.41728, 0.0715144
1.4832, 0.0221699
1.54912, -0.0107229
1.61504, -0.0437265
1.68096, -0.0338869
1.74688, -0.0494126
1.8128, -0.0156127
1.87872, -0.0391442
1.94464, -0.0390073
2.01056, -0.0957929
2.07648, -0.0743067
2.20832, -0.07591
2.34016, -0.130011
2.472, -0.0638853
2.60384, -0.0411649
2.73568, 0.00187503
2.86752, 0.0780835
2.99936, -0.0493608
3.1312, -0.0946874
3.26304, -0.030221
3.39488, -0.0321128
3.52672, -0.0995415
3.65856, 0.0179378
3.7904, -0.054785
3.92224, -0.0554584
4.05408, 0.0441713
4.18592, 0.0797739
4.4496, 0.00609325
4.71328, 0.0293379
4.97696, -0.0729808
5.24064, -0.045764
5.50432, 0.0877141
5.768, 0.0169027
6.03168, -0.00359821
6.29536, 0.00102745
6.55904, -0.113628
6.82272, 0.0116085
7.0864, 0.0679817
7.35008, -0.0324785
7.61376, 0.00119501
7.87744, -0.0262496
8.14112, -0.0988375
8.4048, -0.0170425
8.93216, 0.0797992
9.45952, 0.0726169
9.98688, -0.00768621
10.5142, 0.0679726
11.0416, -0.0791404
11.569, 0.00253561
12.0963, 0.0185361
12.6237, -0.1808
13.151, 0.0353982
13.6784, -0.141908
14.2058, 0.062508
14.7331, 0.439755
15.2605, -0.128742
15.7878, 0.242369
16.3152, -0.175095
16.8426, 0.173602
17.8973, -0.0623837
18.952, 0.0525056
20.0067, 0


0.00206, 2.5425
0.00412, 2.27577
0.00618, 2.09358
0.00824, 1.91138
0.0103, 1.74833
0.01236, 1.60413
0.01442, 1.50415
0.01648, 1.44019
0.01854, 1.34432
0.0206, 1.27729
0.02266, 1.23826
0.02472, 1.17641
0.02678, 1.14541
0.02884, 1.10553
0.0309, 1.04125
0.03296, 1.00792
0.03708, 0.913565
0.0412, 0.845807
0.04532, 0.772135
0.04944, 0.687539
0.05356, 0.6352
0.05768, 0.596734
0.0618, 0.501834
0.06592, 0.47708
0.07004, 0.487897
0.07416, 0.476975
0.07828, 0.457952
0.0824, 0.428141
0.08652, 0.377268
0.09064, 0.351182
0.09476, 0.287451
0.09888, 0.24158
0.10712, 0.232479
0.11536, 0.232694
0.1236, 0.198456
0.13184, 0.200049
0.14008, 0.19482
0.14832, 0.285386
0.15656, 0.267349
0.1648, 0.238349
0.17304, 0.271096
0.18128, 0.287618
0.18952, 0.26228
0.19776, 0.271208
0.206, 0.230651
0.21424, 0.190238
0.22248, 0.156472
0.23072, 0.11579
0.2472, 0.0554477
0.26368, -0.0210221
0.28016, -0.0212696
0.29664, -0.0558451
0.31312, -0.00846366
0.3296, 0.0223549
0.34608, -0.0381696
0.36256, -0.0607314
0.37904, -0.0979573
0.39552, -0.109899
0.412, -0.0858239
0.42848, -0.0856474
0.44496, -0.100928
0.46144, -0.08804
0.47792, -0.0669379
0.4944, -0.0416333
0.52736, -0.028434
0.56032, -0.017717
0.59328, -0.0563251
0.62624, -0.0999543
0.6592, -0.0682536
0.69216, 0.0116254
0.72512, 0.109433
0.75808, 0.264041
0.79104, 0.206334
0.824, 0.183346
0.85696, 0.155814
0.88992, 0.128277
0.92288, 0.148979
0.95584, 0.167686
0.9888, 0.0407085
1.02176, -0.0356003
1.08768, -0.109808
1.1536, -0.0914134
1.21952, -0.066655
1.28544, -0.133206
1.35136, -0.0781745
1.41728, -0.019087
1.4832, -0.0340206
1.54912, -0.0612411
1.61504, -0.0505017
1.68096, 0.0118894
1.74688, 0.0461866
1.8128, -0.0307457
1.87872, -0.0918311
1.94464, -0.0569613
2.01056, -0.0507287
2.07648, -0.0368915
2.20832, -0.0550157
2.34016, -0.116333
2.472, -0.037799
2.60384, -0.049783
2.73568, -0.0890381
2.86752, -0.00324178
2.99936, -0.0212525
3.1312, -0.0775509
3.26304, -0.0882697
3.39488, -0.0298357
3.52672, -0.104739
3.65856, -0.00544295
3.7904, 0.0279842
3.92224, -0.0262428
4.05408, -0.0470097
4.18592, 0.00772358
4.4496, -0.0634973
4.71328, -0.00379621
4.97696, -0.0730328
5.24064, -0.0198999
