ALV-5000/E-WIN Data
Date :	"11.02.2013"
Time :	"18:21:07"
Samplename : 	""
SampMemo(0) : 	""
SampMemo(1) : 	""
SampMemo(2) : 	""
SampMemo(3) : 	""
SampMemo(4) : 	""
SampMemo(5) : 	""
SampMemo(6) : 	""
SampMemo(7) : 	""
SampMemo(8) : 	""
SampMemo(9) : 	""
Temperature [K] :	     298.16000
Viscosity [cp]  :	       0.89000
Refractive Index:	       1.33200
Wavelength [nm] :	       0.00000
Angle [°]       :	       0.00000
Duration [s]    :	        60
Runs            :	        10
Mode            :	"SINGLE AUTO CH0"
MeanCR0 [kHz]   :	      21.73367
MeanCR1 [kHz]   :	       0.00000

"Correlation (Multi, Averaged)"
"Lag [ms]"	"Average"	" 1,  22.737"	" 2,  24.080"	" 3,  23.518"	" 4,  23.867"	" 5,  24.457"	" 6,  22.061"	" 7,  23.723"	" 8,  23.487"	" 9,  23.492"	"10,  21.734"	
  1.79712E+001	  1.48718E-001	  1.35329E-001	  1.60254E-001	  1.59859E-001	  1.85368E-001	  1.31600E-001	  1.57266E-001	  1.36672E-001	  1.36189E-001	  1.32634E-001	  1.52006E-001	
  1.96096E+001	  1.38013E-001	  1.22425E-001	  1.48195E-001	  1.48794E-001	  1.72237E-001	  1.22440E-001	  1.43928E-001	  1.29696E-001	  1.24343E-001	  1.25533E-001	  1.42539E-001	
  2.12480E+001	  1.27444E-001	  1.13133E-001	  1.35171E-001	  1.34439E-001	  1.58006E-001	  1.13185E-001	  1.32025E-001	  1.21926E-001	  1.14963E-001	  1.13756E-001	  1.37831E-001	
  2.28864E+001	  1.17940E-001	  1.05722E-001	  1.23414E-001	  1.24898E-001	  1.46198E-001	  1.04318E-001	  1.24678E-001	  1.10933E-001	  1.05185E-001	  1.02158E-001	  1.31899E-001	
  2.45248E+001	  1.09627E-001	  1.02099E-001	  1.12758E-001	  1.20479E-001	  1.36672E-001	  9.37922E-002	  1.16876E-001	  9.90062E-002	  9.66951E-002	  9.31503E-002	  1.24740E-001	
  2.61632E+001	  1.04062E-001	  9.90461E-002	  1.07062E-001	  1.15989E-001	  1.30545E-001	  8.80439E-002	  1.07813E-001	  9.40160E-002	  8.82584E-002	  8.90582E-002	  1.20783E-001	
  2.94400E+001	  9.38786E-002	  9.31869E-002	  9.24756E-002	  1.03034E-001	  1.17295E-001	  7.83948E-002	  1.00589E-001	  8.15897E-002	  7.40289E-002	  8.21760E-002	  1.16016E-001	
  3.27168E+001	  8.50571E-002	  8.95079E-002	  7.83308E-002	  9.16697E-002	  1.00135E-001	  7.31710E-002	  9.40152E-002	  7.48361E-002	  6.87836E-002	  7.70780E-002	  1.03044E-001	
  3.59936E+001	  7.44839E-002	  8.15134E-002	  7.11420E-002	  8.25130E-002	  8.37202E-002	  6.72356E-002	  8.38862E-002	  6.30422E-002	  5.77632E-002	  6.85845E-002	  8.54391E-002	
  3.92704E+001	  6.76537E-002	  7.89965E-002	  6.42773E-002	  7.06479E-002	  7.03915E-002	  6.45688E-002	  7.61863E-002	  5.10272E-002	  5.41057E-002	  7.05092E-002	  7.58267E-002	
  4.25472E+001	  6.24065E-002	  7.78063E-002	  5.59471E-002	  6.57961E-002	  6.28910E-002	  6.30149E-002	  6.83413E-002	  4.15019E-002	  5.00827E-002	  6.79265E-002	  7.07571E-002	
  4.58240E+001	  5.77169E-002	  7.59387E-002	  5.05798E-002	  6.03644E-002	  5.74048E-002	  5.74433E-002	  6.11539E-002	  3.23879E-002	  5.01159E-002	  6.65948E-002	  6.51855E-002	
  4.91008E+001	  5.45022E-002	  7.60776E-002	  4.52993E-002	  5.60304E-002	  5.19836E-002	  5.17039E-002	  6.40676E-002	  2.61066E-002	  5.05976E-002	  6.18513E-002	  6.13042E-002	
  5.23776E+001	  5.08914E-002	  7.51336E-002	  4.73750E-002	  4.87858E-002	  4.38023E-002	  4.56519E-002	  5.82917E-002	  2.85838E-002	  4.75500E-002	  6.02917E-002	  5.34486E-002	
  5.89312E+001	  4.52380E-002	  6.04758E-002	  5.02546E-002	  4.54322E-002	  3.62759E-002	  4.15343E-002	  5.09871E-002	  2.68740E-002	  3.38169E-002	  5.73055E-002	  4.94236E-002	
  6.54848E+001	  3.93119E-002	  5.05301E-002	  4.05608E-002	  3.61049E-002	  3.70566E-002	  3.82892E-002	  4.43069E-002	  2.19363E-002	  3.58007E-002	  4.99004E-002	  3.86334E-002	
  7.20384E+001	  3.74826E-002	  4.56359E-002	  4.61249E-002	  3.95495E-002	  3.46557E-002	  3.00112E-002	  3.64147E-002	  2.62959E-002	  3.61508E-002	  5.00678E-002	  2.99191E-002	
  7.85920E+001	  3.63629E-002	  4.47698E-002	  3.12868E-002	  3.94005E-002	  3.61903E-002	  2.84009E-002	  4.11167E-002	  2.81927E-002	  3.65587E-002	  4.40010E-002	  3.37118E-002	
  8.51456E+001	  3.14982E-002	  3.78501E-002	  2.51221E-002	  3.35063E-002	  3.01783E-002	  2.26936E-002	  3.65036E-002	  2.53579E-002	  3.04025E-002	  4.02699E-002	  3.30981E-002	
  9.16992E+001	  2.62328E-002	  1.63221E-002	  2.19631E-002	  2.97231E-002	  3.00032E-002	  1.64258E-002	  3.01627E-002	  2.30787E-002	  2.77909E-002	  3.52847E-002	  3.15739E-002	
  9.82528E+001	  2.36858E-002	  1.08573E-002	  2.41041E-002	  2.53657E-002	  2.78938E-002	  2.37160E-002	  1.67860E-002	  2.73564E-002	  3.18865E-002	  2.69573E-002	  2.19350E-002	
  1.04806E+002	  2.03657E-002	  1.37828E-002	  1.28707E-002	  1.71191E-002	  2.97614E-002	  2.22577E-002	  6.12238E-003	  2.43412E-002	  2.91768E-002	  2.24579E-002	  2.57671E-002	
  1.17914E+002	  1.76918E-002	  1.42746E-002	  9.08644E-003	  2.61042E-003	  2.77214E-002	  1.25991E-002	  1.25541E-003	  2.46145E-002	  2.62022E-002	  3.37849E-002	  2.47686E-002	
  1.31021E+002	  1.40238E-002	  8.17184E-003	  2.01920E-003	  1.24452E-002	  6.19430E-003	  1.46165E-002	  7.91198E-003	  1.94180E-002	  2.58276E-002	  2.46281E-002	  1.90051E-002	
  1.44128E+002	  1.35018E-002	  7.98531E-003	  5.52839E-003	  1.79469E-002	  9.51295E-003	  1.78937E-002	  2.35343E-003	  2.33632E-002	  2.20036E-002	  1.61374E-002	  1.22931E-002	
  1.57235E+002	  9.70313E-003	  7.95271E-003	  1.18757E-002	  1.61079E-002	  4.69044E-003	  1.03492E-002	  3.85631E-003	  1.41105E-002	  1.11575E-002	  7.84867E-003	  9.08234E-003	
  1.70342E+002	  8.41240E-003	  6.35635E-003	  1.15869E-002	  2.02881E-002	  3.73684E-003	 -6.17237E-003	  3.60257E-003	  6.21070E-003	  1.64580E-002	  2.04255E-002	  1.63145E-003	
  1.83450E+002	  8.86185E-003	  1.08953E-002	  1.60568E-002	  2.35671E-002	  1.72902E-002	 -8.67680E-003	  1.39136E-004	  3.91234E-003	  1.86359E-002	  4.66646E-003	  2.13215E-003	
  1.96557E+002	  7.75892E-003	  9.12545E-003	  1.51323E-002	  1.55160E-002	  1.34364E-002	  2.27007E-003	 -3.50286E-003	  1.75076E-002	  1.30469E-002	 -4.09924E-003	 -8.43395E-004	
  2.09664E+002	  5.23904E-003	  3.41419E-003	  8.32709E-003	  8.61285E-003	  1.02417E-002	  3.30358E-003	  6.64345E-003	  1.14456E-002	  7.52705E-003	 -2.37786E-003	 -4.74734E-003	
  2.35878E+002	  5.58341E-003	 -7.47843E-004	  5.50921E-004	  7.05227E-003	  4.66264E-003	  2.14480E-003	  1.81543E-002	  4.72886E-003	  1.99229E-004	  2.01384E-003	  1.70751E-002	
  2.62093E+002	  3.83158E-003	  3.14631E-003	  4.24801E-003	  1.09078E-003	 -4.05322E-003	 -3.22944E-003	  7.77025E-003	  1.06274E-002	 -2.83810E-003	  4.88798E-003	  1.66659E-002	
  2.88307E+002	  4.66837E-003	  6.30247E-003	  6.24120E-003	  1.61356E-003	  2.85686E-003	  4.39791E-003	  5.00125E-003	  8.73476E-003	  1.71783E-003	 -9.50791E-004	  1.07686E-002	
  3.14522E+002	  4.20522E-003	  1.15155E-002	  6.54916E-003	  7.27621E-004	 -9.79644E-004	  2.44304E-003	 -1.76866E-003	  1.49245E-002	 -6.91065E-003	  3.66226E-003	  1.18891E-002	
  3.40736E+002	  2.48628E-003	 -5.65717E-003	 -1.04313E-003	  1.37588E-003	  6.16340E-003	  2.29117E-003	 -4.07090E-003	  1.18706E-002	  3.57916E-003	  4.32084E-003	  6.03293E-003	
  3.66950E+002	  3.57180E-003	 -1.04126E-003	  1.75406E-002	  2.11196E-003	  6.15873E-003	  1.25728E-003	 -2.22652E-003	  1.16370E-002	 -2.63202E-003	 -8.18613E-003	  1.10983E-002	
  3.93165E+002	  4.14190E-003	 -4.65468E-003	  1.79555E-002	  1.20683E-002	  9.56414E-003	  3.87882E-004	 -3.46342E-003	  2.55300E-003	  1.46673E-004	 -3.31189E-003	  1.01735E-002	
  4.19379E+002	  2.70466E-003	 -4.45253E-003	  1.00094E-002	  2.83787E-003	  8.11481E-003	 -2.00207E-003	  4.88387E-003	 -3.79368E-003	  9.17468E-003	 -8.52924E-003	  1.08035E-002	
  4.71808E+002	  4.32319E-003	 -4.77964E-003	  6.03965E-003	  1.55159E-002	  2.42170E-004	  1.84244E-003	 -1.03427E-004	  3.92066E-003	  1.28587E-002	 -5.78287E-003	  1.34784E-002	
  5.24237E+002	  3.66583E-003	  4.40034E-003	  1.20897E-002	  8.18671E-003	  1.11562E-002	 -5.29917E-004	  4.84455E-003	 -2.42289E-003	 -9.78248E-004	 -7.28401E-003	  7.19583E-003	
  5.76666E+002	  2.44248E-003	  8.63650E-003	  1.44009E-002	 -8.08723E-003	  6.53668E-003	  7.25618E-003	 -1.33748E-002	  2.79843E-003	  7.50013E-003	 -1.14100E-002	  1.01680E-002	
  6.29094E+002	  7.85355E-005	 -6.08224E-003	  8.35191E-003	 -8.78380E-003	  1.68127E-002	 -2.27971E-003	 -7.10075E-003	 -4.97175E-003	  2.42868E-003	 -1.24847E-002	  1.48950E-002	
  6.81523E+002	  1.51997E-003	 -8.32723E-003	  1.91528E-002	  1.16495E-003	  1.08605E-003	 -7.53232E-003	 -1.97422E-003	  9.74810E-003	 -3.17789E-003	 -2.07043E-003	  7.12992E-003	
  7.33952E+002	  5.44100E-004	  1.08365E-003	  2.53206E-002	  7.23870E-003	 -1.18670E-002	 -1.03864E-002	 -2.72885E-003	  1.14839E-002	 -4.60624E-003	 -1.30499E-002	  2.95266E-003	
  7.86381E+002	  2.41232E-003	  1.44799E-002	  1.21595E-002	 -1.36574E-003	 -1.51784E-003	  1.25317E-003	  6.85766E-003	  1.18113E-002	 -9.87111E-003	 -1.19090E-002	  2.22540E-003	
  8.38810E+002	  2.76093E-003	  1.15143E-002	  1.60659E-002	  4.53159E-003	 -2.06075E-003	 -1.65710E-003	  8.04263E-003	  1.96710E-003	 -5.84237E-003	 -6.91511E-003	  1.96321E-003	
  9.43667E+002	  2.70837E-003	  2.68177E-003	  7.18449E-003	  7.03190E-004	  1.39257E-003	 -1.18575E-003	  7.38022E-003	  2.72011E-003	 -1.56406E-003	  2.31767E-003	  5.45349E-003	
  1.04852E+003	 -1.21764E-003	 -4.92098E-003	  2.27358E-003	 -1.27909E-003	 -1.56262E-002	 -1.15278E-002	  7.92226E-003	  1.01067E-002	 -3.55974E-003	 -2.04310E-003	  6.47806E-003	
  1.15338E+003	  6.94031E-004	  6.02080E-003	  3.74366E-003	  9.01421E-003	 -9.09650E-003	 -6.62229E-003	 -2.33464E-003	  2.58038E-003	  1.08253E-003	  6.76512E-003	 -4.21296E-003	
  1.25824E+003	  4.54803E-003	  1.53461E-002	 -2.64151E-004	  7.25156E-003	 -5.00043E-003	  4.01131E-006	  6.72077E-003	  1.22620E-003	  1.30899E-003	  1.39370E-002	  4.95030E-003	
  1.36310E+003	  3.36637E-003	  6.96563E-003	  5.30329E-003	  3.54764E-003	 -1.28423E-002	  4.16500E-003	  1.24333E-002	  6.84901E-004	  4.44162E-003	  3.35622E-003	  5.60844E-003	
  1.46796E+003	  1.59644E-003	  6.76448E-004	 -1.96652E-003	 -3.79204E-003	 -1.79030E-003	  7.33784E-003	 -4.80663E-004	 -1.20458E-002	  1.14071E-002	  3.96208E-003	  1.26563E-002	
  1.57281E+003	  4.82168E-003	  2.13410E-003	  2.53105E-003	 -3.45382E-003	  2.19525E-002	 -3.37949E-003	  3.10276E-003	 -3.40726E-003	  1.00796E-002	  1.38399E-003	  1.72734E-002	
  1.67767E+003	  1.94968E-003	  1.87020E-003	  8.16657E-003	  4.64983E-005	  1.18232E-002	 -5.33293E-003	  4.90322E-003	 -5.08986E-003	  1.45990E-003	  3.06801E-004	  1.34320E-003	
  1.88739E+003	  9.67281E-004	 -1.07710E-002	 -2.84543E-003	  6.18265E-003	 -4.58950E-003	  1.28904E-002	  3.95504E-004	  2.77505E-003	 -5.56050E-003	  1.14003E-002	 -2.04710E-004	
  2.09710E+003	 -2.92320E-003	 -7.66981E-003	 -3.17436E-003	 -8.88085E-003	  3.12212E-003	 -3.80731E-003	 -9.16405E-003	  3.20248E-003	 -3.17015E-003	 -4.00085E-003	  4.31082E-003	
  2.30682E+003	 -2.95494E-003	 -4.65055E-003	 -1.24516E-003	 -7.94366E-003	 -1.13531E-003	 -2.24732E-004	  8.62542E-003	 -4.29412E-003	 -8.80278E-003	 -2.99846E-003	 -6.88009E-003	
  2.51653E+003	  8.64272E-004	 -4.72397E-003	 -5.42347E-003	  2.32888E-003	  8.37074E-003	  5.63414E-003	  6.10711E-003	 -4.66581E-003	 -2.32004E-003	  2.14403E-003	  1.19112E-003	
  2.72625E+003	 -8.88961E-004	 -7.59658E-003	 -3.60595E-003	 -2.47119E-004	 -1.06142E-003	  1.17338E-002	  2.16791E-003	 -8.02416E-003	  3.63049E-003	 -4.70377E-003	 -1.18278E-003	
  2.93596E+003	 -2.05843E-004	 -1.74739E-003	  7.42186E-003	  6.45262E-004	 -8.50985E-003	 -6.60378E-003	  6.18568E-003	 -3.51892E-004	  1.33159E-003	 -5.11249E-003	  4.68258E-003	
  3.14568E+003	 -4.24120E-004	 -1.97671E-003	 -2.02579E-003	 -3.05626E-003	 -5.66459E-003	  2.31746E-003	 -6.93708E-003	 -1.94726E-004	  3.93258E-003	  1.25695E-002	 -3.20558E-003	
  3.35539E+003	  8.51844E-004	 -2.13036E-003	  2.62143E-003	 -4.42874E-003	  3.41399E-004	  1.03135E-003	 -1.21858E-003	  2.02711E-003	  4.56707E-003	  6.89291E-003	 -1.18515E-003	
  3.77482E+003	 -1.10353E-003	 -4.53840E-003	 -1.92559E-003	  3.98905E-003	  1.27255E-003	 -6.25286E-003	 -4.18657E-003	  4.70430E-003	 -5.67199E-003	 -2.13539E-003	  3.70962E-003	
  4.19425E+003	  1.68248E-004	 -3.34431E-003	  9.14663E-004	  3.43142E-003	  8.78759E-003	 -2.65092E-003	  5.00476E-003	 -3.01344E-003	 -3.25061E-003	 -1.37692E-003	 -2.81976E-003	
  4.61368E+003	  9.29329E-004	 -6.41625E-003	  4.50209E-003	  5.10056E-003	 -9.94414E-003	  3.02184E-003	 -1.13896E-003	 -3.13404E-003	  8.31904E-003	  3.17613E-003	  5.80703E-003	
  5.03311E+003	 -2.11084E-003	 -4.25546E-003	  5.90001E-003	 -2.71346E-003	 -1.54904E-003	 -6.91228E-003	 -9.88079E-005	 -5.50119E-004	  1.04601E-003	 -1.31405E-003	 -1.06612E-002	
  5.45254E+003	 -1.36459E-004	 -3.67679E-003	 -6.31808E-004	 -7.26482E-003	 -2.10979E-003	  1.07157E-003	  1.02615E-002	  3.79945E-003	 -4.51432E-004	 -5.86897E-003	  3.50646E-003	
  5.87197E+003	  7.28193E-004	  9.41743E-004	 -1.44788E-003	 -1.02858E-002	  1.06835E-002	 -4.82236E-004	  3.28816E-003	  4.80163E-003	 -7.15014E-004	  1.26164E-003	 -7.63764E-004	
  6.29140E+003	  4.87329E-004	 -6.54955E-004	  2.04345E-003	 -1.41662E-003	  1.11670E-003	  2.61544E-003	 -6.02047E-003	 -1.88399E-003	  4.58846E-003	  3.86570E-003	  6.19570E-004	
  6.71083E+003	 -4.72949E-004	  5.34391E-003	 -3.04871E-003	 -3.93202E-004	 -4.75919E-003	  8.02060E-004	 -1.17050E-003	 -2.52774E-003	  6.97170E-003	 -2.42763E-003	 -3.52019E-003	
  7.54970E+003	  3.24366E-004	  4.09767E-003	  1.63489E-003	 -6.36201E-003	 -2.28827E-003	  9.25015E-004	  2.24349E-003	 -1.40910E-004	  3.76421E-003	 -2.30118E-003	  1.67077E-003	
  8.38856E+003	 -2.52325E-004	 -2.93817E-004	 -1.62175E-003	  2.43621E-003	  6.09318E-005	  1.20328E-003	 -2.32537E-003	  1.75385E-003	  1.15724E-003	 -3.78355E-003	 -1.11029E-003	
  9.22742E+003	 -9.67868E-004	  5.06274E-004	 -5.82869E-003	 -5.02568E-004	  1.81274E-003	 -5.61364E-003	 -2.78463E-003	  2.54843E-004	  1.22172E-003	  1.05911E-004	  1.14935E-003	
  1.00663E+004	  8.43205E-004	  5.61310E-003	  4.08749E-003	 -1.18954E-003	  3.31372E-004	 -3.59643E-003	 -2.76400E-003	 -3.56157E-003	  7.63944E-003	 -3.63297E-003	  5.50516E-003	
  1.09051E+004	 -1.36867E-003	 -5.35138E-003	  5.31474E-003	  3.12785E-003	 -2.37605E-004	  1.56934E-004	 -2.60769E-003	 -2.07034E-003	 -2.28056E-004	 -2.19012E-003	 -9.60105E-003	
  1.17440E+004	 -1.63264E-003	 -5.80958E-003	 -9.48591E-004	 -6.21894E-003	 -8.45085E-004	 -2.42224E-003	 -3.40074E-003	  2.36432E-003	  1.29863E-003	 -3.79189E-004	  3.50331E-005	
  1.25829E+004	 -5.81702E-004	 -2.07470E-003	 -9.64656E-003	  1.37390E-004	 -2.79310E-003	  1.74214E-003	 -4.42785E-004	  2.65824E-003	  4.68793E-004	  2.76576E-003	  1.36782E-003	

"Count Rate"
       0.23438	      26.53962
       0.46875	      30.27856
       0.70313	      15.59598
       0.93750	      11.44302
       1.17188	      21.01658
       1.40625	      24.08541
       1.64063	      22.81349
       1.87500	      23.94883
       2.10938	      18.11848
       2.34375	      16.86790
       2.57813	      22.89458
       2.81250	      26.03597
       3.04688	      22.83056
       3.28125	      44.47884
       3.51563	      16.86363
       3.75000	      24.14090
       3.98438	      36.89426
       4.21875	      37.92716
       4.45313	      19.46296
       4.68750	      25.15246
       4.92188	      21.58852
       5.15625	      24.59333
       5.39063	      17.98616
       5.62500	      28.86152
       5.85938	      24.52930
       6.09375	      33.33032
       6.32813	      25.10551
       6.56250	      15.29293
       6.79688	      15.53622
       7.03125	      23.77383
       7.26563	      18.89529
       7.50000	      17.95202
       7.73438	      24.14517
       7.96875	      30.20600
       8.20313	      27.82862
       8.43750	      21.85315
       8.67188	      28.22129
       8.90625	      23.84212
       9.14063	      23.56042
       9.37500	      25.74574
       9.60938	      20.40196
       9.84375	      25.07990
      10.07813	      18.13128
      10.31250	      15.36549
      10.54688	      23.71835
      10.78125	      14.33259
      11.01563	      45.16175
      11.25000	      13.45334
      11.48438	      18.01177
      11.71875	      22.01107
      11.95313	      14.26430
      12.18750	      19.50564
      12.42188	      24.72564
      12.65625	      14.00394
      12.89063	      15.41244
      13.12500	      20.07331
      13.35938	      31.25171
      13.59375	      27.05181
      13.82813	      21.57145
      14.06250	      26.30487
      14.29688	      17.87092
      14.53125	      19.71905
      14.76563	      18.18250
      15.00000	      29.45053
      15.23438	      16.98741
      15.46875	      35.28942
      15.70313	      19.91112
      15.93750	      18.33615
      16.17188	      14.77648
      16.40625	      11.86131
      16.64063	      14.61856
      16.87500	      26.31768
      17.10938	      17.26057
      17.34375	      25.81830
      17.57813	      17.33740
      17.81250	      25.18234
      18.04688	      27.43594
      18.28125	      21.80620
      18.51563	      20.98244
      18.75000	      16.24901
      18.98438	      20.65378
      19.21875	      17.11972
      19.45313	      10.26074
      19.68750	      12.94116
      19.92188	      26.09146
      20.15625	      14.09784
      20.39063	      19.02760
      20.62500	      23.33421
      20.85938	      19.06602
      21.09375	      22.54459
      21.32813	      22.07082
      21.56250	      11.42168
      21.79688	      11.22962
      22.03125	      12.13020
      22.26563	      16.10816
      22.50000	      20.52147
      22.73438	       7.30715
      22.96875	      22.86471
      23.20313	      19.08309
      23.43750	      22.78788
      23.67188	      20.37635
      23.90625	      27.27375
      24.14063	      20.13306
      24.37500	      22.42509
      24.60938	      27.99934
      24.84375	      14.27710
      25.07813	      11.60095
      25.31250	      17.72580
      25.54688	      23.26165
      25.78125	      13.04786
      26.01563	      14.13625
      26.25000	      15.01977
      26.48438	      15.54049
      26.71875	      21.31109
      26.95313	      25.35307
      27.18750	      24.36711
      27.42188	      23.91895
      27.65625	      20.45318
      27.89063	      24.29882
      28.12500	      20.53001
      28.35938	      20.60683
      28.59375	      14.32832
      28.82813	      14.13625
      29.06250	      13.21859
      29.29688	      16.49230
      29.53125	      26.10853
      29.76563	      16.67156
      30.00000	      35.11442
      30.23438	      27.24814
      30.46875	      27.47009
      30.70313	      25.46404
      30.93750	      20.61110
      31.17188	      36.55707
      31.40625	      27.11583
      31.64063	      32.21205
      31.87500	      33.68885
      32.10938	      17.68739
      32.34375	      12.02350
      32.57813	      18.53249
      32.81250	      19.50137
      33.04688	      28.15727
      33.28125	      23.71835
      33.51563	      14.90880
      33.75000	      15.60451
      33.98438	      26.64206
      34.21875	      26.21524
      34.45313	      25.50672
      34.68750	      18.69468
      34.92188	      14.31125
      35.15625	      19.94953
      35.39063	      28.30665
      35.62500	      29.27553
      35.85938	      21.98973
      36.09375	      20.70500
      36.32813	      18.88248
      36.56250	      18.41298
      36.79688	      18.16543
      37.03125	      22.63849
      37.26563	      20.55562
      37.50000	      31.84925
      37.73438	      15.28867
      37.96875	      13.68809
      38.20313	      14.91306
      38.43750	      21.33243
      38.67188	      20.23123
      38.90625	      20.22270
      39.14063	      22.22448
      39.37500	      15.92036
      39.60938	      16.87643
      39.84375	      18.95504
      40.07813	      18.13128
      40.31250	      16.56486
      40.54688	      11.98509
      40.78125	      19.49710
      41.01563	      19.56540
      41.25000	      11.41315
      41.48438	      20.20136
      41.71875	      29.11334
      41.95313	      20.97390
      42.18750	      34.65773
      42.42188	      17.86239
      42.65625	      15.54049
      42.89063	      23.34275
      43.12500	      32.56631
      43.35938	      18.69468
      43.59375	      33.12117
      43.82813	      27.98654
      44.06250	      21.21719
      44.29688	      36.54000
      44.53125	      27.29082
      44.76563	      17.13252
      45.00000	      23.66713
      45.23438	      24.46955
      45.46875	      24.40553
      45.70313	      35.28515
      45.93750	      37.67534
      46.17188	      20.31660
      46.40625	      19.83856
      46.64063	      15.15635
      46.87500	      12.63812
      47.10938	      32.39558
      47.34375	      17.31179
      47.57813	      40.18504
      47.81250	      16.69290
      48.04688	      20.90134
      48.28125	      22.27143
      48.51563	      16.85936
      48.75000	      29.50602
      48.98438	      22.52752
      49.21875	      18.04592
      49.45313	      20.08185
      49.68750	      28.08044
      49.92188	      10.34610
      50.15625	      17.93068
      50.39063	      13.58139
      50.62500	      12.94116
      50.85938	      19.82149
      51.09375	      23.65005
      51.32813	      15.77097
      51.56250	      23.76957
      51.79688	      28.08471
      52.03125	      28.59689
      52.26563	      24.20492
      52.50000	      35.29369
      52.73438	      23.00983
      52.96875	      27.38046
      53.20313	      29.31395
      53.43750	      38.10642
      53.67188	      25.16526
      53.90625	      18.22518
      54.14063	      14.75514
      54.37500	      32.29741
      54.60938	      13.02226
      54.84375	      28.22983
      55.07813	      16.62888
      55.31250	      11.24242
      55.54688	      21.58425
      55.78125	      22.58728
      56.01563	      24.47808
      56.25000	      16.50937
      56.48438	      17.28191
      56.71875	       9.15954
      56.95313	      21.25133
      57.18750	      27.79874
      57.42188	      16.79107
      57.65625	      31.48219
      57.89063	      31.46939
      58.12500	      18.43859
      58.35938	      19.30077
      58.59375	      15.33562
      58.82813	      25.38294
      59.06250	      25.89086
      59.29688	      16.65876
      59.53125	      26.45853
      59.76563	      13.37225
