ALV-5000/E-WIN Data
Date :	"14.01.2011"
Time :	"13:59:55"
Samplename : 	""
SampMemo(0) : 	""
SampMemo(1) : 	""
SampMemo(2) : 	""
SampMemo(3) : 	""
SampMemo(4) : 	""
SampMemo(5) : 	""
SampMemo(6) : 	""
SampMemo(7) : 	""
SampMemo(8) : 	""
SampMemo(9) : 	""
Temperature [K] :	     298.16000
Viscosity [cp]  :	       0.89000
Refractive Index:	       1.33200
Wavelength [nm] :	     632.80000
Angle [°]       :	      90.00000
Duration [s]    :	        30
Runs            :	         1
Mode            :	"SINGLE AUTO CH0"
MeanCR0 [kHz]   :	      46.97592
MeanCR1 [kHz]   :	       0.00000

"Correlation"
  2.00000E-004	  1.29696E+000
  4.00000E-004	  7.01264E-001
  6.00000E-004	  6.03486E-001
  8.00000E-004	  5.60270E-001
  1.00000E-003	  5.41363E-001
  1.20000E-003	  5.30018E-001
  1.40000E-003	  4.97683E-001
  1.60000E-003	  5.15433E-001
  1.80000E-003	  5.13503E-001
  2.00000E-003	  4.99535E-001
  2.20000E-003	  5.15047E-001
  2.40000E-003	  4.68821E-001
  2.60000E-003	  4.75920E-001
  2.80000E-003	  4.96757E-001
  3.00000E-003	  4.95831E-001
  3.20000E-003	  4.86882E-001
  3.60000E-003	  4.78663E-001
  4.00000E-003	  4.89930E-001
  4.40000E-003	  4.67319E-001
  4.80000E-003	  4.67087E-001
  5.20000E-003	  4.73068E-001
  5.60000E-003	  4.70637E-001
  6.00000E-003	  4.66431E-001
  6.40000E-003	  4.63639E-001
  7.20000E-003	  4.67999E-001
  8.00000E-003	  4.59009E-001
  8.80000E-003	  4.58063E-001
  9.60000E-003	  4.63581E-001
  1.04000E-002	  4.41529E-001
  1.12000E-002	  4.51330E-001
  1.20000E-002	  4.48417E-001
  1.28000E-002	  4.36215E-001
  1.44000E-002	  4.40257E-001
  1.60000E-002	  4.39562E-001
  1.76000E-002	  4.37729E-001
  1.92000E-002	  4.36639E-001
  2.08000E-002	  4.32452E-001
  2.24000E-002	  4.35954E-001
  2.40000E-002	  4.27282E-001
  2.56000E-002	  4.29661E-001
  2.88000E-002	  4.28947E-001
  3.20000E-002	  4.27129E-001
  3.52000E-002	  4.24813E-001
  3.84000E-002	  4.22180E-001
  4.16000E-002	  4.21037E-001
  4.48000E-002	  4.14684E-001
  4.80000E-002	  4.15253E-001
  5.12000E-002	  4.13447E-001
  5.76000E-002	  4.15208E-001
  6.40000E-002	  4.07916E-001
  7.04000E-002	  4.02956E-001
  7.68000E-002	  4.04160E-001
  8.32000E-002	  3.98423E-001
  8.96000E-002	  3.92632E-001
  9.60000E-002	  3.91921E-001
  1.02400E-001	  3.90212E-001
  1.15200E-001	  3.85928E-001
  1.28000E-001	  3.79270E-001
  1.40800E-001	  3.73368E-001
  1.53600E-001	  3.67501E-001
  1.66400E-001	  3.62293E-001
  1.79200E-001	  3.57439E-001
  1.92000E-001	  3.50630E-001
  2.04800E-001	  3.48574E-001
  2.30400E-001	  3.40135E-001
  2.56000E-001	  3.31655E-001
  2.81600E-001	  3.23957E-001
  3.07200E-001	  3.17283E-001
  3.32800E-001	  3.10601E-001
  3.58400E-001	  3.01987E-001
  3.84000E-001	  2.97506E-001
  4.09600E-001	  2.91832E-001
  4.60800E-001	  2.80599E-001
  5.12000E-001	  2.68658E-001
  5.63200E-001	  2.62252E-001
  6.14400E-001	  2.49861E-001
  6.65600E-001	  2.42194E-001
  7.16800E-001	  2.32889E-001
  7.68000E-001	  2.25357E-001
  8.19200E-001	  2.18943E-001
  9.21600E-001	  2.05194E-001
  1.02400E+000	  1.93128E-001
  1.12640E+000	  1.82947E-001
  1.22880E+000	  1.73670E-001
  1.33120E+000	  1.65840E-001
  1.43360E+000	  1.58745E-001
  1.53600E+000	  1.50842E-001
  1.63840E+000	  1.43977E-001
  1.84320E+000	  1.30953E-001
  2.04800E+000	  1.19838E-001
  2.25280E+000	  1.11749E-001
  2.45760E+000	  1.04812E-001
  2.66240E+000	  9.79382E-002
  2.86720E+000	  9.26549E-002
  3.07200E+000	  8.67876E-002
  3.22560E+000	  8.47783E-002
  3.63520E+000	  7.60306E-002
  4.04480E+000	  6.94099E-002
  4.45440E+000	  6.48101E-002
  4.86400E+000	  6.03482E-002
  5.27360E+000	  5.75786E-002
  5.68320E+000	  5.36628E-002
  6.09280E+000	  4.97353E-002
  6.50240E+000	  4.66867E-002
  7.32160E+000	  4.13148E-002
  8.14080E+000	  3.75765E-002
  8.96000E+000	  3.42814E-002
  9.77920E+000	  3.06550E-002
  1.05984E+001	  2.93556E-002
  1.14176E+001	  2.67048E-002
  1.22368E+001	  2.29800E-002
  1.30560E+001	  1.93248E-002
  1.46944E+001	  1.83660E-002
  1.63328E+001	  1.93972E-002
  1.79712E+001	  1.54269E-002
  1.96096E+001	  1.43022E-002
  2.12480E+001	  1.08931E-002
  2.28864E+001	  9.84286E-003
  2.45248E+001	  8.15836E-003
  2.61632E+001	  5.14182E-003
  2.94400E+001	  1.58914E-003
  3.27168E+001	 -1.03376E-004
  3.59936E+001	  1.53364E-003
  3.92704E+001	  3.99796E-003
  4.25472E+001	  2.92813E-003
  4.58240E+001	  5.12040E-003
  4.91008E+001	  4.40077E-003
  5.23776E+001	  1.67722E-003
  5.89312E+001	 -2.11272E-003
  6.54848E+001	 -1.96740E-003
  7.20384E+001	 -2.11713E-003
  7.85920E+001	 -8.16606E-004
  8.51456E+001	 -1.62310E-003
  9.16992E+001	 -4.65279E-003
  9.82528E+001	 -4.35830E-003
  1.04806E+002	 -2.31427E-003
  1.17914E+002	  1.61096E-003
  1.31021E+002	  5.70484E-004
  1.44128E+002	  1.61597E-003
  1.57235E+002	 -2.79129E-003
  1.70342E+002	 -2.72840E-004
  1.83450E+002	  5.69160E-004
  1.96557E+002	  4.02762E-003
  2.09664E+002	  4.33532E-003
  2.35878E+002	  1.35513E-003
  2.62093E+002	 -1.67068E-003
  2.88307E+002	 -2.88828E-003
  3.14522E+002	 -3.35100E-004
  3.40736E+002	 -3.10361E-004
  3.66950E+002	 -2.93269E-004
  3.93165E+002	  2.01442E-003
  4.19379E+002	  1.76573E-003
  4.71808E+002	 -3.74369E-004
  5.24237E+002	 -1.57458E-003
  5.76666E+002	 -3.54789E-005
  6.29094E+002	  2.98650E-003
  6.81523E+002	 -2.61843E-004
  7.33952E+002	  2.63878E-003
  7.86381E+002	  2.08050E-003
  8.38810E+002	  6.54332E-004
  9.43667E+002	 -1.37114E-004
  1.04852E+003	 -9.06011E-004
  1.15338E+003	  6.52294E-005
  1.25824E+003	 -1.62975E-003
  1.36310E+003	  6.42801E-004
  1.46796E+003	  2.15522E-003
  1.57281E+003	  6.52093E-004
  1.67767E+003	  5.24615E-004
  1.88739E+003	  3.70590E-004
  2.09710E+003	  1.12548E-003
  2.30682E+003	 -1.25967E-004
  2.51653E+003	 -8.49574E-004
  2.72625E+003	 -1.37949E-003
  2.93596E+003	 -1.33842E-003
  3.14568E+003	  2.97174E-004
  3.35539E+003	 -9.32711E-004
  3.77482E+003	 -5.13017E-004
  4.19425E+003	 -4.90936E-004
  4.61368E+003	 -1.49941E-003
  5.03311E+003	 -2.30111E-003
  5.45254E+003	 -4.07420E-004
  5.87197E+003	 -5.12678E-004
  6.29140E+003	  2.89270E-004

