ALV-5000/E-WIN Data
ALV-5000/EPP-WIN Data
Date :	"4/16/2010"
Time :	"12:10:15 PM"
Samplename : 	""
SampMemo(0) : 	""
SampMemo(1) : 	""
SampMemo(2) : 	""
SampMemo(3) : 	""
SampMemo(4) : 	""
SampMemo(5) : 	""
SampMemo(6) : 	""
SampMemo(7) : 	""
SampMemo(8) : 	""
SampMemo(9) : 	""
Temperature [K] :	     298.16000
Viscosity [cp]  :	       0.89000
Refractive Index:	       1.33200
Wavelength [nm] :	       0.00000
Angle [°]       :	       0.00000
Duration [s]    :	         5
Runs            :	         5
Mode            :	"SINGLE AUTO CH1"
MeanCR0 [kHz]   :	       0.73985
MeanCR1 [kHz]   :	       0.00000

"Correlation (Multi, Averaged)"
"Lag [ms]"	"Average"	" 1,   1.554"	" 2,   1.204"	" 3,   1.124"	" 4,   0.877"	" 5,   0.740"	
       0.27344	       0.82237
       0.29297	       0.92516
       0.31250	       0.97656
       0.33203	       0.87377
       0.35156	       0.66817
       0.37109	       1.07936
       0.39063	       1.13076
       0.41016	       0.82237
       0.42969	       0.61678
       0.44922	       0.51398
       0.46875	       0.51398
       0.48828	       0.97656
       0.50781	       0.92516
       0.52734	       0.61678
       0.54688	       0.35979
       0.56641	       0.92516
       0.58594	       0.51398
       0.60547	       0.61678
       0.62500	       0.92516
       0.64453	       0.71957
       0.66406	       1.18215
       0.68359	       0.71957
       0.70313	       1.02796
       0.72266	       1.28495
       0.74219	       0.87377
       0.76172	       0.56538
       0.78125	       0.97656
       0.80078	       0.97656
       0.82031	       0.56538
       0.83984	       0.82237
       0.85938	       0.71957
       0.87891	       0.92516
       0.89844	       1.13076
       0.91797	       1.07936
       0.93750	       0.92516
       0.95703	       0.41118
       0.97656	       0.46258
       0.99609	       0.87377
       1.01563	       0.61678
       1.03516	       0.87377
       1.05469	       0.82237
       1.07422	       1.07936
       1.09375	       1.02796
       1.11328	       0.87377
       1.13281	       0.61678
       1.15234	       0.66817
       1.17188	       0.87377
       1.19141	       0.66817
       1.21094	       0.82237
       1.23047	       0.71957
       1.25000	       0.97656
       1.26953	       0.82237
       1.28906	       0.66817
       1.30859	       0.82237
       1.32813	       0.56538
       1.34766	       0.61678
       1.36719	       0.51398
       1.38672	       0.82237
       1.40625	       0.71957
       1.42578	       0.97656
       1.44531	       0.56538
       1.46484	       0.61678
       1.48438	       0.97656
       1.50391	       0.46258
       1.52344	       0.41118
       1.54297	       0.66817
       1.56250	       0.71957
       1.58203	       0.71957
       1.60156	       0.77097
       1.62109	       0.71957
       1.64063	       0.56538
       1.66016	       0.66817
       1.67969	       0.61678
       1.69922	       0.82237
       1.71875	       0.25699
       1.73828	       0.51398
       1.75781	       0.82237
       1.77734	       0.77097
       1.79688	       1.07936
       1.81641	       0.92516
       1.83594	       0.77097
       1.85547	       0.87377
       1.87500	       0.56538
       1.89453	       0.92516
       1.91406	       0.56538
       1.93359	       0.66817
       1.95313	       0.46258
       1.97266	       0.46258
       1.99219	       0.71957
       2.01172	       0.56538
       2.03125	       0.92516
       2.05078	       0.97656
       2.07031	       0.97656
       2.08984	       0.77097
       2.10938	       0.56538
       2.12891	       1.13076
       2.14844	       0.82237
       2.16797	       0.87377
       2.18750	       0.41118
       2.20703	       0.87377
       2.22656	       0.61678
       2.24609	       1.28495
       2.26563	       0.71957
       2.28516	       0.56538
       2.30469	       0.92516
       2.32422	       0.87377
       2.34375	       0.46258
       2.36328	       0.92516
       2.38281	       0.71957
       2.40234	       1.07936
       2.42188	       1.02796
       2.44141	       0.92516
       2.46094	       1.07936
       2.48047	       0.56538
       2.50000	       0.41118
       2.51953	       0.87377
       2.53906	       0.56538
       2.55859	       0.66817
       2.57813	       0.46258
       2.59766	       0.46258
       2.61719	       0.56538
       2.63672	       0.61678
       2.65625	       0.61678
       2.67578	       0.56538
       2.69531	       0.61678
       2.71484	       1.18215
       2.73438	       0.71957
       2.75391	       0.82237
       2.77344	       0.56538
       2.79297	       0.66817
       2.81250	       1.18215
       2.83203	       0.51398
       2.85156	       0.41118
       2.87109	       0.92516
       2.89063	       0.46258
       2.91016	       0.51398
       2.92969	       0.56538
       2.94922	       0.77097
       2.96875	       0.97656
       2.98828	       0.56538
       3.00781	       0.56538
       3.02734	       0.77097
       3.04688	       0.56538
       3.06641	       0.56538
       3.08594	       0.46258
       3.10547	       0.66817
       3.12500	       1.13076
       3.14453	       0.46258
       3.16406	       0.71957
       3.18359	       0.71957
       3.20313	       0.61678
       3.22266	       0.51398
       3.24219	       0.77097
       3.26172	       0.87377
       3.28125	       0.87377
       3.30078	       0.77097
       3.32031	       0.25699
       3.33984	       0.51398
       3.35938	       0.56538
       3.37891	       0.56538
       3.39844	       0.66817
       3.41797	       0.92516
       3.43750	       0.25699
       3.45703	       0.66817
       3.47656	       0.30839
       3.49609	       0.66817
       3.51563	       0.56538
       3.53516	       0.66817
       3.55469	       1.02796
       3.57422	       0.87377
       3.59375	       0.77097
       3.61328	       0.56538
       3.63281	       0.71957
       3.65234	       0.51398
       3.67188	       1.02796
       3.69141	       0.66817
       3.71094	       0.41118
       3.73047	       0.41118
       3.75000	       0.35979
       3.76953	       0.82237
       3.78906	       0.46258
       3.80859	       0.82237
       3.82813	       1.02796
       3.84766	       0.56538
       3.86719	       0.77097
       3.88672	       0.77097
       3.90625	       0.97656
       3.92578	       0.51398
       3.94531	       0.56538
       3.96484	       0.61678
       3.98438	       0.41118
       4.00391	       0.46258
       4.02344	       1.18215
       4.04297	       0.51398
       4.06250	       0.66817
       4.08203	       0.61678
       4.10156	       0.92516
       4.12109	       0.41118
       4.14063	       0.51398
       4.16016	       0.92516
       4.17969	       0.56538
       4.19922	       1.02796
       4.21875	       0.51398
       4.23828	       0.66817
       4.25781	       0.66817
       4.27734	       0.87377
       4.29688	       0.61678
       4.31641	       0.71957
       4.33594	       0.66817
       4.35547	       0.71957
       4.37500	       0.66817
       4.39453	       1.18215
       4.41406	       0.77097
       4.43359	       0.66817
       4.45313	       0.61678
       4.47266	       0.51398
       4.49219	       0.61678
       4.51172	       0.87377
       4.53125	       1.18215
       4.55078	       0.46258
       4.57031	       0.61678
       4.58984	       0.71957
       4.60938	       0.77097
       4.62891	       0.56538
       4.64844	       0.56538
       4.66797	       1.18215
       4.68750	       0.66817
       4.70703	       0.82237
       4.72656	       1.02796
       4.74609	       0.51398
       4.76563	       0.92516
       4.78516	       0.56538
       4.80469	       0.82237
       4.82422	       0.97656
       4.84375	       0.97656
       4.86328	       0.82237
       4.88281	       0.87377
       4.90234	       0.71957
       4.92188	       0.82237
       4.94141	       0.56538
       4.96094	       0.77097
       4.98047	       1.02796
